state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2017,South Goa,Quepem,Ambaulim,I,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
Goa,2017,South Goa,Quepem,Ambaulim,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,2
Goa,2017,South Goa,Quepem,Ambaulim,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Ambaulim,VI,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Ambaulim,VII,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Xeldem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Xeldem,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Xeldem,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,3
Goa,2017,South Goa,Quepem,Xeldem,IV,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Xeldem,V,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Xeldem,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Xeldem,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Xeldem,VIII,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Xeldem,IX,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Assolda,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,4
Goa,2017,South Goa,Quepem,Assolda,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Assolda,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Assolda,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Assolda,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Assolda,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Chaifi,I,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,5
Goa,2017,South Goa,Quepem,Avedem­Cotombi­,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Avedem­Cotombi­,IV,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Avedem­Cotombi­,V,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Avedem­Cotombi­,VI,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Avedem­Cotombi­,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Barcem­Quedem,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Barcem­Quedem,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,6
Goa,2017,South Goa,Quepem,Barcem­Quedem,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Barcem­Quedem,IV,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Barcem­Quedem,V,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Barcem­Quedem,VI,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Barcem­Quedem,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Caurem­Pirla,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Caurem­Pirla,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Caurem­Pirla,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Caurem­Pirla,IV,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,7
Goa,2017,South Goa,Quepem,Caurem­Pirla,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Caurem­Pirla,VI,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Caurem­Pirla,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Molcornem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Molcornem,II,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Molcornem,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,8
Goa,2017,South Goa,Quepem,Molcornem,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,9
Goa,2017,South Goa,Quepem,Molcornem,VI,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,9
Goa,2017,South Goa,Quepem,Molcornem,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,9
Goa,2017,South Goa,Quepem,Morpila,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,9
Goa,2017,South Goa,Quepem,Morpila,II,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,9
Goa,2017,South Goa,Quepem,Morpila,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Morpila,VI,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Morpila,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,I,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,II,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,III,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,IV,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,10
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,V,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,VI,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Fatorpa­Quitol,VII,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,I,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,II,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,IV,ward,Woman,NONE,1,,,Women,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,V,ward,ST Other than Woman,ST,0,,,ST,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,VI,ward,Other than Woman,NONE,0,,,General,latin,quepem.pdf,data/goa/2017/quepem.pdf,11
Goa,2017,South Goa,Quepem,Naqueira Betul,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,quepem.pdf,data/goa/2017/quepem.pdf,12
Goa,2017,South Goa,Salcete,Raia,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,1
Goa,2017,South Goa,Salcete,Raia,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,1
Goa,2017,South Goa,Salcete,Raia,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,1
Goa,2017,South Goa,Salcete,Raia,X,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,2
Goa,2017,South Goa,Salcete,Rachol,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,2
Goa,2017,South Goa,Salcete,Rachol,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,3
Goa,2017,South Goa,Salcete,Loutolim,I,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,3
Goa,2017,South Goa,Salcete,Loutolim,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,3
Goa,2017,South Goa,Salcete,Loutolim,IV,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,3
Goa,2017,South Goa,Salcete,Loutolim,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,3
Goa,2017,South Goa,Salcete,Camurlim,I,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,4
Goa,2017,South Goa,Salcete,Camurlim,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,4
Goa,2017,South Goa,Salcete,Camurlim,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,4
Goa,2017,South Goa,Salcete,Camurlim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,4
Goa,2017,South Goa,Salcete,Nuvem,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,5
Goa,2017,South Goa,Salcete,Nuvem,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,5
Goa,2017,South Goa,Salcete,Nuvem,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,5
Goa,2017,South Goa,Salcete,Nuvem,X,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,6
Goa,2017,South Goa,Salcete,Verna,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,6
Goa,2017,South Goa,Salcete,Verna,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,6
Goa,2017,South Goa,Salcete,Verna,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,7
Goa,2017,South Goa,Salcete,Verna,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,7
Goa,2017,South Goa,Salcete,Verna,VIII,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,7
Goa,2017,South Goa,Salcete,Nagoa,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,7
Goa,2017,South Goa,Salcete,Nagoa,II,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,7
Goa,2017,South Goa,Salcete,Nagoa,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,8
Goa,2017,South Goa,Salcete,Colva,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,8
Goa,2017,South Goa,Salcete,Colva,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,8
Goa,2017,South Goa,Salcete,Colva,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,8
Goa,2017,South Goa,Salcete,Utorda­Calata,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,9
Goa,2017,South Goa,Salcete,Majorda­,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,10
Goa,2017,South Goa,Salcete,Majorda­,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,10
Goa,2017,South Goa,Salcete,Majorda­,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,10
Goa,2017,South Goa,Salcete,Utorda­Calata,IX,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Betalbatim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Betalbatim,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Betalbatim,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Betalbatim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Seraulim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,11
Goa,2017,South Goa,Salcete,Seraulim,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,12
Goa,2017,South Goa,Salcete,Seraulim,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,12
Goa,2017,South Goa,Salcete,Seraulim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,12
Goa,2017,South Goa,Salcete,Velim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,13
Goa,2017,South Goa,Salcete,Velim,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,13
Goa,2017,South Goa,Salcete,Velim,IV,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,13
Goa,2017,South Goa,Salcete,Chinchinim­,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,14
Goa,2017,South Goa,Salcete,Ambelim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Ambelim,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Ambelim,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Ambelim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Ambelim,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Assolna,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,15
Goa,2017,South Goa,Salcete,Assolna,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,16
Goa,2017,South Goa,Salcete,Assolna,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,16
Goa,2017,South Goa,Salcete,Assolna,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,16
Goa,2017,South Goa,Salcete,Cana­,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,16
Goa,2017,South Goa,Salcete,Benaulim,II,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,17
Goa,2017,South Goa,Salcete,Cana­,III,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,17
Goa,2017,South Goa,Salcete,Benaulim,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,17
Goa,2017,South Goa,Salcete,Cana­,X,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,18
Goa,2017,South Goa,Salcete,Varca,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,18
Goa,2017,South Goa,Salcete,Cavelossin,I,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,21
Goa,2017,South Goa,Salcete,Orlim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,22
Goa,2017,South Goa,Salcete,Rumdamol­,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,22
Goa,2017,South Goa,Salcete,Aquem­Baixo,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,26
Goa,2017,South Goa,Salcete,Guirdolim,I,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,27
Goa,2017,South Goa,Salcete,Guirdolim,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,27
Goa,2017,South Goa,Salcete,Guirdolim,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,27
Goa,2017,South Goa,Salcete,Guirdolim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,28
Goa,2017,South Goa,Salcete,Paroda,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,28
Goa,2017,South Goa,Salcete,Paroda,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,28
Goa,2017,South Goa,Salcete,Paroda,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Cavorim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Cavorim,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Chandor­,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Chandor­,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Curtorim,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Curtorim,II,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,29
Goa,2017,South Goa,Salcete,Curtorim,III,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,30
Goa,2017,South Goa,Salcete,Curtorim,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,30
Goa,2017,South Goa,Salcete,Curtorim,X,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,31
Goa,2017,South Goa,Salcete,Sao Jose de,II,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,31
Goa,2017,South Goa,Salcete,Sao Jose de,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,31
Goa,2017,South Goa,Salcete,Areal,V,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,31
Goa,2017,South Goa,Salcete,Areal,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,32
Goa,2017,South Goa,Salcete,Sao Jose de,X,ward,ST Other than Woman,ST,0,,,ST,latin,salcete.pdf,data/goa/2017/salcete.pdf,32
Goa,2017,South Goa,Salcete,Macasana,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,32
Goa,2017,South Goa,Salcete,Macasana,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,32
Goa,2017,South Goa,Salcete,Macasana,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,33
Goa,2017,South Goa,Salcete,Macasana,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,33
Goa,2017,South Goa,Salcete,Navelim,I,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,33
Goa,2017,South Goa,Salcete,Telaulim,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,35
Goa,2017,South Goa,Salcete,Telaulim,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,35
Goa,2017,South Goa,Salcete,Dramapur­,I,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,35
Goa,2017,South Goa,Salcete,Sarzora,I,ward,BC Other than Woman,BC,0,,,OBC,latin,salcete.pdf,data/goa/2017/salcete.pdf,36
Goa,2017,South Goa,Salcete,Sarzora,II,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,36
Goa,2017,South Goa,Salcete,Sarzora,III,ward,Woman,NONE,1,,,Women,latin,salcete.pdf,data/goa/2017/salcete.pdf,36
Goa,2017,South Goa,Salcete,Sarzora,V,ward,Other than Woman,NONE,0,,,General,latin,salcete.pdf,data/goa/2017/salcete.pdf,37
Goa,2017,South Goa,Sanguem,Sanvordem,I,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,1
Goa,2017,South Goa,Sanguem,Sanvordem,II,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,1
Goa,2017,South Goa,Sanguem,Sanvordem,IV,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,1
Goa,2017,South Goa,Sanguem,Sanvordem,V,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,2
Goa,2017,South Goa,Sanguem,Sanvordem,VI,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,2
Goa,2017,South Goa,Sanguem,Sanvordem,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,2
Goa,2017,South Goa,Sanguem,Sanvordem,IX,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,2
Goa,2017,South Goa,Sanguem,Calem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,2
Goa,2017,South Goa,Sanguem,Calem,III,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,3
Goa,2017,South Goa,Sanguem,Calem,IV,ward,ST Woman,ST,1,,,ST Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,3
Goa,2017,South Goa,Sanguem,Calem,V,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,3
Goa,2017,South Goa,Sanguem,Calem,VI,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,3
Goa,2017,South Goa,Sanguem,Calem,VII,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,3
Goa,2017,South Goa,Sanguem,Rivona,I,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,II,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,III,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,IV,ward,ST Other than Woman,ST,0,,,ST,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,VII,ward,ST Other than Woman,ST,0,,,ST,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,4
Goa,2017,South Goa,Sanguem,Rivona,VIII,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
Goa,2017,South Goa,Sanguem,Rivona,IX,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
Goa,2017,South Goa,Sanguem,Uguem,I,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
