state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2022,South Goa,Dharbandora,Dharbandora,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,4
Goa,2022,South Goa,Dharbandora,Dharbandora,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,4
Goa,2022,South Goa,Dharbandora,Collem,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,4
Goa,2022,South Goa,Dharbandora,Collem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,4
Goa,2022,South Goa,Dharbandora,Collem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Collem,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,5
Goa,2022,South Goa,Dharbandora,Sancordem,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,6
Goa,2022,South Goa,Dharbandora,Sancordem,II,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,6
Goa,2022,South Goa,Dharbandora,Sancordem,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,6
Goa,2022,South Goa,Dharbandora,Sancordem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,6
Goa,2022,South Goa,Dharbandora,Sancordem,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,7
Goa,2022,South Goa,Dharbandora,Sancordem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,7
Goa,2022,South Goa,Dharbandora,Sancordem,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,7
Goa,2022,South Goa,Dharbandora,Mollem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,7
Goa,2022,South Goa,Dharbandora,Mollem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,7
Goa,2022,South Goa,Dharbandora,Mollem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,8
Goa,2022,South Goa,Dharbandora,Mollem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,8
Goa,2022,South Goa,Dharbandora,Mollem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,8
Goa,2022,South Goa,Dharbandora,Mollem,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,8
Goa,2022,South Goa,Dharbandora,Mollem,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Dharbandoravp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Sancoale,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,1
Goa,2022,South Goa,Mormugao,Sancoale,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,1
Goa,2022,South Goa,Mormugao,Sancoale,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,2
Goa,2022,South Goa,Mormugao,Sancoale,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,2
Goa,2022,South Goa,Mormugao,Sancoale,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,2
Goa,2022,South Goa,Mormugao,Sancoale,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,2
Goa,2022,South Goa,Mormugao,Sancoale,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,3
Goa,2022,South Goa,Mormugao,Sancoale,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,4
Goa,2022,South Goa,Mormugao,Sancoale,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,4
Goa,2022,South Goa,Mormugao,Sancoale,X,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,4
Goa,2022,South Goa,Mormugao,Sancoale,XI,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,5
Goa,2022,South Goa,Mormugao,Chicalim,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,5
Goa,2022,South Goa,Mormugao,Chicalim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,5
Goa,2022,South Goa,Mormugao,Chicalim,III,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,6
Goa,2022,South Goa,Mormugao,Chicalim,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,6
Goa,2022,South Goa,Mormugao,Chicalim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,6
Goa,2022,South Goa,Mormugao,Chicalim,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,7
Goa,2022,South Goa,Mormugao,Chicalim,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,7
Goa,2022,South Goa,Mormugao,Chicalim,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,7
Goa,2022,South Goa,Mormugao,Chicalim,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,7
Goa,2022,South Goa,Mormugao,Chicalim,X,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,7
Goa,2022,South Goa,Mormugao,Cortalim,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,III,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,8
Goa,2022,South Goa,Mormugao,Cortalim,VII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cortalim,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cortalim,IX,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cortalim,X,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cortalim,XI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,I,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,9
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,10
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,10
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,IV,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,10
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,10
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,11
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,11
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,11
Goa,2022,South Goa,Mormugao,Cansaulim- Arossim- Cuelim,IX,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,11
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,12
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,12
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,12
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,12
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,12
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Velsao- Pale- Issorcim,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,II,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,13
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,14
Goa,2022,South Goa,Mormugao,Chicolna- Bogmalo,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,14
Goa,2022,South Goa,Mormugao,Quelossim,I,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,14
Goa,2022,South Goa,Mormugao,Quelossim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,14
Goa,2022,South Goa,Mormugao,Quelossim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,14
Goa,2022,South Goa,Mormugao,Quelossim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,15
Goa,2022,South Goa,Mormugao,Quelossim,V,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,15
Goa,2022,South Goa,Mormugao,Quelossim,VI,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,15
Goa,2022,South Goa,Mormugao,Quelossim,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-Mormugaovp_2022.pdf,15
Goa,2022,South Goa,Canacona,Cola,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,1
Goa,2022,South Goa,Canacona,Cola,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,1
Goa,2022,South Goa,Canacona,Cola,III,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,1
Goa,2022,South Goa,Canacona,Cola,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,1
Goa,2022,South Goa,Canacona,Cola,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,1
Goa,2022,South Goa,Canacona,Cola,VI,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,2
Goa,2022,South Goa,Canacona,Cola,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,2
Goa,2022,South Goa,Canacona,Cola,VIII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,2
Goa,2022,South Goa,Canacona,Cola,IX,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,2
Goa,2022,South Goa,Canacona,Shrishthal,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,2
Goa,2022,South Goa,Canacona,Shrishthal,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,3
Goa,2022,South Goa,Canacona,Shrishthal,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,3
Goa,2022,South Goa,Canacona,Shrishthal,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,3
Goa,2022,South Goa,Canacona,Shrishthal,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,3
Goa,2022,South Goa,Canacona,Shrishthal,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,3
Goa,2022,South Goa,Canacona,Shrishthal,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,4
Goa,2022,South Goa,Canacona,Shrishthal,VIII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,4
Goa,2022,South Goa,Canacona,Shrishthal,IX,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,4
Goa,2022,South Goa,Canacona,Agonda,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,4
Goa,2022,South Goa,Canacona,Agonda,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,4
Goa,2022,South Goa,Canacona,Agonda,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,5
Goa,2022,South Goa,Canacona,Agonda,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,5
