sr_no,district,municipal_board_council_corp,name,ward_no,elected_member_name,elected_member_educ
944,DAUSA,NAGAR PALIKA,MAHWA,19,GULSHAN,GRADUATE
945,DAUSA,NAGAR PALIKA,MAHWA,20,RADHA DEVI,8TH
946,DAUSA,NAGAR PALIKA,MAHWA,21,KUSUM,8TH
947,DAUSA,NAGAR PALIKA,MAHWA,22,BALKRISHAN,GRADUATE
948,DAUSA,NAGAR PALIKA,MAHWA,23,PADAM CHAND,LITERATE
949,DAUSA,NAGAR PALIKA,MAHWA,24,SAPNA,ILLITERA TE
950,DAUSA,NAGAR PALIKA,MAHWA,25,ARJUN,12th
951,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,1,BHARAT BHUSHAN,9TH
952,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,2,ANOOP SINGH BAJWA,GRADUATE
953,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,3,KUSAM,LITERATE
954,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,4,RAMESH CHANDER,GRADUATE
955,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,5,BALJEET SINGH BEDI,12th
956,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,6,ASHA DEVI,10th
957,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,7,PHAHIM HASAN,10th
958,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,8,KRISHAN GOPAL,POST GRADUATION
959,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,9,PAL SINGH GILL,12th
960,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,10,RADHESHYAM MATTA,10th
961,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,11,POOJA CHAWLA,GRADUATE
962,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,12,DALIP LAVA,12th
963,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,13,JAGDISH KUMAR,12th
964,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,14,KAUSHALYA,GRADUATE
965,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,15,ROHIT,POST GRADUATION
966,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,16,SA VITRI DEVI,LITERATE
967,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,17,SANTOSH,LITERATE
968,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,18,LOKESH MANCHANDA,12th
969,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,19,DHARAMPAL,10th
970,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,20,SHANTI DEVI,LITERATE
971,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,21,RAJRANI,LITERATE
972,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,22,AMIT KUMAR,12th
973,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,23,PRIYANKA,POST GRADUATION
974,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,24,REKHA,GRADUATE
975,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,25,SURJIT KAUR,LITERATE
976,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,26,SARITA DEVI,GRADUATE
977,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,27,SARASWATI SWAMI,12th
978,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,28,MAINA DEVI,10th
979,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,29,PASHVINDER JOG,10th
980,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,30,RITU,POST GRADUATION
981,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,31,KAMAL KUMAR,LITERATE
982,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,32,YASH MIDHA,8TH
983,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,33,KAMAL KUMAR,10th
984,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,34,NAINI MAYYAR,GRADUATE
985,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,35,PRADEEP CHAUDHARY,GRADUATE
986,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,36,GAGANDEEP KAUR,POST GRADUATION
987,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,37,HEMANT RASRANIYA,8TH
988,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,38,CHESHTA SARDANA,M.PHIL
989,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,39,KARUNA CHANDAK,10th
990,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,40,BABITA GAUR,PHD
991,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,41,PREM KUMAR,GRADUATE
992,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,42,SURBHI,LITERATE
993,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,43,SUSHIL KUMAR,GRADUATE
994,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,44,RAM GOPAL,12th
995,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,45,PUSHPA KULCHANIA,10th
996,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,46,AMIT,12th
997,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,47,KRISHAN KUMAR,GRADUATE
998,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,48,OM PARKASH MITTAL,D PHARMA
999,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,49,ASHOK KUMAR MUJRAL,10th
1000,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,50,PRIYANK BHATI,GRADUATE
1001,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,51,NEELU,POST GRADUATION
1002,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,52,VIJENDER SW AMI,GRADUATE
1003,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,53,PAWANDEEP KOUR,GRADUATE
1004,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,54,LOKESH SIHAG,LITERATE
1005,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,55,KAMLA BISHNOI,LITERATE
1006,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,56,PRAHLAD SONI,6TH
1007,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,57,LAKSHMI,B A SECOND YEAR
1008,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,58,AKSHAY DAGLA,10th
1009,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,59,SOHAN LAL,8TH
1010,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,60,HEMANT PAHUJA,10th
1011,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,61,SANJAY KUMAR BISHNOI,GRADUATE
1012,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,62,KISHAN LAL,LITERATE
1013,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,63,DHARMENDER,10th
1014,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,64,BABULAL,POST GRADUATION
1015,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,65,SANTOSH KUMARI,POST GRADUATION
1016,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,1,SALEEM,10th
1017,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,2,MOHMAD FAROOK,10th
1018,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,3,PRAKASH KOUR,LITERATE
1019,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,4,BHAGIRA TH,LITERATE
1020,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,5,DALIP,10th
1021,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,6,MOHAN KANW AR,LITERATE
1022,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,7,LICHMA DEVI,LITERATE
1023,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,8,SURESH KUMAR,8TH
1024,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,9,HANSRAJ SWAMI,POST GRADUATION
1025,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,10,NITIN KUMAR,BA LLB
1026,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,11,SABNAM BANO,9TH
1027,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,12,SURESH,12th
1028,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,13,SARLA,LITERATE
1029,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,14,PRIYANKA KALYANA,BSC 1ST YEAR
1030,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,15,PRAMESHVARI DEVI GODARA,LITERATE
1031,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,16,JASRAM,5TH
1032,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,17,MAHENDER GODARA,12th
1033,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,18,LAKHVINDER SINGH,GRADUATE
1034,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,19,JAGDISH,12th
1035,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,20,SHANKER LAL,GRADUATE
1036,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,21,KALAVATI DEVI CHHIMPA,LITERATE
1037,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,22,SANTOSH,10th
1038,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,23,BHARAT BHUSHAN,POST GRADUATION
1039,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,24,PUSHPENDRA,GRADUATE
1040,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,25,SANJAY AGARWAL,10th
1041,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,26,OM PRAKASH,POST GRADUATION
1042,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,27,TULSI,10th
1043,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,28,PARMESHWARI,LITERATE
1044,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,29,BIRMA,LITERATE
1045,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,30,MADANLAL,12th
1046,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,31,BASANT KUMAR,10th
1047,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,32,OM PRAKASH,LITERATE
1048,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,33,VIMLA,10th
1049,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,34,RAJEEV,GRADUATE
1050,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,35,MADANLAL CHOUDHARI,10th
1051,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,36,TARA DEVI,LITERATE
1052,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,37,PARS RAM BHATIA,10th
1053,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,38,YASMIN,GRADUATE
1054,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,39,HARIPRASAD,10th
1055,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,40,KAMALA DEVI,LITERATE
1056,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,41,SANDEEP KUMAR,10th
1057,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,42,SUNIL SAINI,10th
1058,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,43,MUMTAJ ALI,GRADUATE
1059,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,44,ROSHNI BANO,LITERATE
1060,SRIGANGANAGAR,NAGARP ALIKA,SURATGARH,45,ROTHIASH KUMAR,10th
1061,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,1,GANESHRAJ BANSAL,9TH
1062,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,2,SANJAY KUMAR,12th
1063,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,3,MOHANLAL,LITERATE
1064,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,4,SW ARNSINGH,LITERATE
1065,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,5,ABDUL HAFIJ,LITERATE
1066,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,6,VIJAY LAKSHMI,POST GRADUATION
1067,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,7,GURDEEP SINGH,12th
1068,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,8,SUMIT KUMAR,10th
1069,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,9,MADAN LAL BAGHALA,LITERATE
1070,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,10,SALOCHANA DEVI,LITERATE
1071,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,11,BALRAJ,GRADUATE
1072,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,12,TARUN VIJAY,POST GRADUATION
1073,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,13,PARVINDRA,LITERATE
1074,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,14,MANJU,LITERATE
1075,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,15,NAGEENA BAI,10th
1076,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,16,GURDEEP SINGH,10th
1077,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,17,NANDU RAM,8TH
1078,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,18,HIMANSHU MAHRISHI,12th
1079,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,19,SANTOSH RANI,10th
1080,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,20,POOJA SEN,GRADUATE
1081,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,21,ARCHITA,GRADUATE
1082,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,22,RAJENDRA KUMAR KUNDALIYA,10th
1083,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,23,PARDEEP EARY,POST GRADUATION
1084,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,24,SHERSINGH,LITERA TE
1085,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,25,LEELADHAR,10th
1086,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,26,MANOJ KUMAR,12th
1087,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,27,BHOOPENDRA SINGH,B.COM LLB
1088,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,28,ANIL KUMAR,12th
1089,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,29,SUSHEELA,10th
1090,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,30,RANJEET KOUR,5TH
1091,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,31,PARMILA DEVI,LITERA TE
1092,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,32,MANJU DEVI,MA B.ED
1093,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,33,PARMOD KUMAR,LITERA TE
1094,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,34,VIJENDRA KUMAR,10th
1095,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,35,BHANWAR LAL,LITERA TE
1096,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,36,SURENDRA KUMAR,B.COM LLB
1097,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,37,MANOJ KUMAR,10th
1098,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,38,RAJKUMAR,LITERA TE
1099,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,39,MUKHATIYAR ALI,LITERA TE
1100,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,40,MAHADEV PRASHAD,GRADUATE
1101,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,41,PREM KUMAR,12th
1102,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,42,RAHEESHA,LITERA TE
1103,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,43,ASLAM ALI,10th
1104,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,44,REKHA BHARGAV,B.COM LLB
1105,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,45,SUNITA,LITERA TE
1106,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,46,PARDEEP KUMAR,10th
1107,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,47,RANI',LITERA TE
1108,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,48,KOUR SINGH,10th
1109,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,49,ANJANA,POST GRADUATION
1110,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,50,RANJEET KOUR,POST GRADUATION
1111,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,51,SURESH CHANDRA DHAMEEJA,GRADUATE
1112,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,52,BHAGW ANI DEVI,LITERA TE
1113,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,53,HEMSINGH,10th
1114,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,54,SUNIL KUMAR,POST GRADUATION
1115,HANUMANGARH,NAGARPARISHAD,HANUMANGRH,55,SINGARAM,5th
1116,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,56,VIKAS,GRADUATE
1117,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,57,RAJENDRA KUMAR,"B.A.,B.ED"
1118,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,58,KURESHA BIBI,LITERATE
1119,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,59,REKHA,10th
1120,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,60,ASHOK KUMAR,10th
1121,JAISALMER,NAGARP ARISHAD,JAISALMER,1,NIRMAL,12th
1122,JAISALMER,NAGARP ARISHAD,JAISALMER,2,RAJ KANWAR,POST GRADUATION
1123,JAISALMER,NAGARP ARISHAD,JAISALMER,3,Charan singh,12th
1124,JAISALMER,NAGARP ARISHAD,JAISALMER,4,Khivsingh,10th
1125,JAISALMER,NAGARP ARISHAD,JAISALMER,5,Purkharam,10th
1126,JAISALMER,NAGARP ARISHAD,JAISALMER,6,Motilal,10th
1127,JAISALMER,NAGARP ARISHAD,JAISALMER,7,ASHOK RAM,10th
1128,JAISALMER,NAGARP ARISHAD,JAISALMER,8,Sakhina,10th
1129,JAISALMER,NAGARP ARISHAD,JAISALMER,9,Prakash Kumar,12th
1130,JAISALMER,NAGARP ARISHAD,JAISALMER,10,GIRDHAR SINGH,12th
1131,JAISALMER,NAGARP ARISHAD,JAISALMER,11,DEVI SINGH,10th
1132,JAISALMER,NAGARP ARISHAD,JAISALMER,12,Shanti,10th
1133,JAISALMER,NAGARP ARISHAD,JAISALMER,13,kamlesh kumar,10th
1134,JAISALMER,NAGARP ARISHAD,JAISALMER,14,Gomati devi,10th
1135,JAISALMER,NAGARP ARISHAD,JAISALMER,15,SARLA,10th
1136,JAISALMER,NAGARP ARISHAD,JAISALMER,16,seema,10th
1137,JAISALMER,NAGARP ARISHAD,JAISALMER,17,Neha,POST GRADUATION
1138,JAISALMER,NAGARP ARISHAD,JAISALMER,18,Durga devi,10th
1139,JAISALMER,NAGARP ARISHAD,JAISALMER,19,Sodhi khatun,10th
1140,JAISALMER,NAGARP ARISHAD,JAISALMER,20,HARIVALLABHA KALLA,GRADUATE
1141,JAISALMER,NAGARP ARISHAD,JAISALMER,21,gopa ram,10th
1142,JAISALMER,NAGARP ARISHAD,JAISALMER,22,KAILASH,10th
1143,JAISALMER,NAGARP ARISHAD,JAISALMER,23,SUMAR KHAN,10th
1144,JAISALMER,NAGARP ARISHAD,JAISALMER,24,Praveen kumar,12th
1145,JAISALMER,NAGARP ARISHAD,JAISALMER,25,arun,10th
1146,JAISALMER,NAGARP ARISHAD,JAISALMER,26,Mrinalini Joshi,10th
1147,JAISALMER,NAGARP ARISHAD,JAISALMER,27,FIRDOS,10th
1148,JAISALMER,NAGARP ARISHAD,JAISALMER,28,Updesh kumar,10th
1149,JAISALMER,NAGARP ARISHAD,JAISALMER,29,GHANSHYAM RAM,10th
1150,JAISALMER,NAGARP ARISHAD,JAISALMER,30,RUKHI,10th
1151,JAISALMER,NAGARP ARISHAD,JAISALMER,31,paras,GRADUATE
1152,JAISALMER,NAGARP ARISHAD,JAISALMER,32,Praveen Boravat,POST GRADUATION
1153,JAISALMER,NAGARP ARISHAD,JAISALMER,33,Om prakash,10th
1154,JAISALMER,NAGARP ARISHAD,JAISALMER,34,sikandar khan,12th
1155,JAISALMER,NAGARP ARISHAD,JAISALMER,35,NARENDRA KUMAR,GRADUATE
1156,JAISALMER,NAGARP ARISHAD,JAISALMER,36,LEELADHAR,GRADUATE
1157,JAISALMER,NAGARP ARISHAD,JAISALMER,37,CHANCHAL,10th
1158,JAISALMER,NAGARP ARISHAD,JAISALMER,38,DURGESH,GRADUATE
1159,JAISALMER,NAGARP ARISHAD,JAISALMER,39,Mamta,10th
1160,JAISALMER,NAGARP ARISHAD,JAISALMER,40,PUSHPA KANWAR,10th
1161,JAISALMER,NAGARP ARISHAD,JAISALMER,41,PREM KUMAR,10th
1162,JAISALMER,NAGARP ARISHAD,JAISALMER,42,Vikram Singh,10th
1163,JAISALMER,NAGARP ARISHAD,JAISALMER,43,NARSINGH,10th
1164,JAISALMER,NAGARP ARISHAD,JAISALMER,44,Jagdaan,10th
1165,JAISALMER,NAGARP ARISHAD,JAISALMER,45,Pinku kanwar,10th
1166,JALORE,NAGAR PARISHAD,JALORE,1,CHANDRAVATI,POST GRADUATION
1167,JALORE,NAGAR PARISHAD,JALORE,2,MAMATA KUMARI,8TH
1168,JALORE,NAGAR PARISHAD,JALORE,3,DINESH KUMAR,8TH
1169,JALORE,NAGAR PARISHAD,JALORE,4,GEETA,5TH
1170,JALORE,NAGAR PARISHAD,JALORE,5,PALLAVI,GRADUATE
1171,JALORE,NAGAR PARISHAD,JALORE,6,MADANRAM,5TH
1172,JALORE,NAGAR PARISHAD,JALORE,7,VIKESH KUMAR,12th
1173,JALORE,NAGAR PARISHAD,JALORE,8,SUSHILA DEVI,8TH
1174,JALORE,NAGAR PARISHAD,JALORE,9,AMJAD KHAN,8TH
1175,JALORE,NAGAR PARISHAD,JALORE,10,MADANRAJ,GRADUATE
1176,JALORE,NAGAR PARISHAD,JALORE,11,AFROJA,5TH
1177,JALORE,NAGAR PARISHAD,JALORE,12,METHI DEVI,5TH
1178,JALORE,NAGAR PARISHAD,JALORE,13,ABDUL RAJAK,10th
1179,JALORE,NAGAR PARISHAD,JALORE,14,DEVARAM,5TH
1180,JALORE,NAGAR PARISHAD,JALORE,15,BASANT KUMAR,12th
1181,JALORE,NAGAR PARISHAD,JALORE,16,AFROZA,12th
1182,JALORE,NAGAR PARISHAD,JALORE,17,JAGDISH SOLANKI,GRADUATE
1183,JALORE,NAGAR PARISHAD,JALORE,18,GOVIND,GRADUATE
1184,JALORE,NAGAR PARISHAD,JALORE,19,NAND KISHOR,8TH
1185,JALORE,NAGAR PARISHAD,JALORE,20,BHARATI,5TH
1186,JALORE,NAGAR PARISHAD,JALORE,21,LAXMAN SINGH,GRADUATE
1187,JALORE,NAGAR PARISHAD,JALORE,22,MANISHA GEHLOT,GRADUATE
1188,JALORE,NAGAR PARISHAD,JALORE,23,DINESH KUMAR,12th
1189,JALORE,NAGAR PARISHAD,JALORE,24,KIRAN DEVI,GRADUATE
1190,JALORE,NAGAR PARISHAD,JALORE,25,CHOUTH SINGH,GRADUATE
1191,JALORE,NAGAR PARISHAD,JALORE,26,KALU RAM,GRADUATE
1192,JALORE,NAGAR PARISHAD,JALORE,27,TULASI DEVI,8TH
1193,JALORE,NAGAR PARISHAD,JALORE,28,GEETA KUMARI,12th
1194,JALORE,NAGAR PARISHAD,JALORE,29,OMA RAM,5TH
1195,JALORE,NAGAR PARISHAD,JALORE,30,SUKI DEVI,5TH
1196,JALORE,NAGAR PARISHAD,JALORE,31,RAJENDRA SOLANKI,GRADUATE
1197,JALORE,NAGAR PARISHAD,JALORE,32,MAHESH BHATT,GRADUATE
1198,JALORE,NAGAR PARISHAD,JALORE,33,AMBALAL,GRADUATE
1199,JALORE,NAGAR PARISHAD,JALORE,34,RAJENDRA KUMAR,POST GRADUATION
1200,JALORE,NAGAR PARISHAD,JALORE,35,SANWALA RAM,10th
1201,JALORE,NAGAR PARISHAD,JALORE,36,MISHRIMAL,GRADUATE
1202,JALORE,NAGAR PARISHAD,JALORE,37,DINESH MHAWAR,POST GRADUATION
1203,JALORE,NAGAR PARISHAD,JALORE,38,HIRA RAM,12th
1204,JALORE,NAGAR PARISHAD,JALORE,39,MORKI,5TH
1205,JALORE,NAGAR PARISHAD,JALORE,40,NITU,5TH
1206,JALORE,NAGAR PARISHAD,BHINMAL,1,RAMESH KUMAR,5th
1207,JALORE,NAGAR PARISHAD,BHINMAL,2,VIRARAM,LITERATE
1208,JALORE,NAGAR PARISHAD,BHINMAL,3,DEEPARAM,10th
1209,JALORE,NAGAR PARISHAD,BHINMAL,4,GUMANMAL,LITERATE
1210,JALORE,NAGAR PARISHAD,BHINMAL,5,FALU,ILLITERA TE
1211,JALORE,NAGAR PARISHAD,BHINMAL,6,JA YSINGH,GRADUATE
1212,JALORE,NAGAR PARISHAD,BHINMAL,7,BAGARAM,LITERATE
1213,JALORE,NAGAR PARISHAD,BHINMAL,8,SAMDAR KANWAR,8th
1214,JALORE,NAGAR PARISHAD,BHINMAL,9,PREMRAJ,10th
1215,JALORE,NAGAR PARISHAD,BHINMAL,10,PRAKASH KUMAR,GRADUATE
1216,JALORE,NAGAR PARISHAD,BHINMAL,11,PRA VIN KUMAR,4th
1217,JALORE,NAGAR PARISHAD,BHINMAL,12,MANJU DEVI,POST GRADUATION
1218,JALORE,NAGAR PARISHAD,BHINMAL,13,IQBAL KHAN,8TH
1219,JALORE,NAGAR PARISHAD,BHINMAL,14,HAKIM KHAN,GRADUATE
1220,JALORE,NAGAR PARISHAD,BHINMAL,15,TALAKA RAM,GRADUATE
1221,JALORE,NAGAR PARISHAD,BHINMAL,16,SHRIMATI PAWANI,ILLITERA TE
1222,JALORE,NAGAR PARISHAD,BHINMAL,17,MAMTA KANWAR,9th
1223,JALORE,NAGAR PARISHAD,BHINMAL,18,GOMATI DEVI,12th
1224,JALORE,NAGAR PARISHAD,BHINMAL,19,VIMLA,LITERATE
1225,JALORE,NAGAR PARISHAD,BHINMAL,20,SHANKARLAL,5th
1226,JALORE,NAGAR PARISHAD,BHINMAL,21,HANSA DEVI,12th
1227,JALORE,NAGAR PARISHAD,BHINMAL,22,REKHA KUMARI,12th
1228,JALORE,NAGAR PARISHAD,BHINMAL,23,BHAVANA,12th
1229,JALORE,NAGAR PARISHAD,BHINMAL,24,TEJARAM,12th
1230,JALORE,NAGAR PARISHAD,BHINMAL,25,HEENA DEVI,LITERATE
1231,JALORE,NAGAR PARISHAD,BHINMAL,26,SANGITA,10th
1232,JALORE,NAGAR PARISHAD,BHINMAL,27,VANDANA SHARMA,LITERATE
1233,JALORE,NAGAR PARISHAD,BHINMAL,28,SANTOSH KANW AR,9th
1234,JALORE,NAGAR PARISHAD,BHINMAL,29,BHOMARAM,12th
