sr_no,district,municipal_board_council_corp,name,ward_no,ward_category,elected_member_name,age,party,gender,cand_category
1553,PALI,MUNICIP AL COUNCIL,PALI,3,OBC,PRAVEEN KUMAR AARYA,58,INC,MALE,OBC
1554,PALI,MUNICIP AL COUNCIL,PALI,4,OBC,DILIP KUMAR,53,IND,MALE,OBC
1555,PALI,MUNICIP AL COUNCIL,PALI,5,GENERAL,SUKHIYA KANWAR,52,BJP,FEMALE,OBC
1556,PALI,MUNICIP AL COUNCIL,PALI,6,OBC,MAHENDRA KUMAR,40,IND,MALE,OBC
1557,PALI,MUNICIP AL COUNCIL,PALI,7,OBC WOMEN,PANI DEVI,60,BJP,FEMALE,OBC
1558,PALI,MUNICIP AL COUNCIL,PALI,8,GENERAL,LUN SINGH,39,BJP,MALE,GENERAL
1559,PALI,MUNICIP AL COUNCIL,PALI,9,SC,PRAKASH KUMAR,37,INC,MALE,SC
1560,PALI,MUNICIP AL COUNCIL,PALI,10,GEN WOMEN,FULI DEVI,31,IND,FEMALE,OBC
1561,PALI,MUNICIP AL COUNCIL,PALI,11,GENERAL,MOINUDDEEN,33,INC,MALE,GENERAL
1562,PALI,MUNICIP AL COUNCIL,PALI,12,GEN WOMEN,JYOTI,23,BJP,FEMALE,GENERAL
1563,PALI,MUNICIP AL COUNCIL,PALI,13,OBC WOMEN,RAKHI,28,BJP,FEMALE,OBC
1564,PALI,MUNICIP AL COUNCIL,PALI,14,GENERAL,LALIT,65,BJP,MALE,OBC
1565,PALI,MUNICIP AL COUNCIL,PALI,15,GENERAL,JAY,43,BJP,MALE,OBC
1566,PALI,MUNICIP AL COUNCIL,PALI,16,OBC,SANTOKH SINGH BAJWA,49,INC,MALE,OBC
1567,PALI,MUNICIP AL COUNCIL,PALI,17,GEN WOMEN,JASHODA KANWAR,37,INC,FEMALE,GENERAL
1568,PALI,MUNICIP AL COUNCIL,PALI,18,GENERAL,MO RAFIK,60,IND,MALE,OBC
1569,PALI,MUNICIP AL COUNCIL,PALI,19,OBC,MOHANLAL,54,BJP,MALE,OBC
1570,PALI,MUNICIP AL COUNCIL,PALI,20,GEN WOMEN,CHAIN KANWAR,67,INC,FEMALE,GENERAL
1571,PALI,MUNICIP AL COUNCIL,PALI,21,GENERAL,DEEPA RAM,55,IND,MALE,OBC
1572,PALI,MUNICIP AL COUNCIL,PALI,22,GENERAL,RAMESH,32,IND,MALE,OBC
1573,PALI,MUNICIP AL COUNCIL,PALI,23,GENERAL,DEVIDAS MOTU BHAI,62,INC,MALE,OBC
1574,PALI,MUNICIP AL COUNCIL,PALI,24,GENERAL,SULTAN SINGH,45,BJP,MALE,GENERAL
1575,PALI,MUNICIP AL COUNCIL,PALI,25,SC WOMEN,LEELA,41,IND,FEMALE,SC
1576,PALI,MUNICIP AL COUNCIL,PALI,26,GENERAL,NARESH KUMAR MEHTA,35,IND,MALE,GENERAL
1577,PALI,MUNICIP AL COUNCIL,PALI,27,SC,RAMESH KUMAR,42,INC,MALE,SC
1578,PALI,MUNICIP AL COUNCIL,PALI,28,GENERAL,MOHAMAAD AKRAM,33,IND,MALE,OBC
1579,PALI,MUNICIP AL COUNCIL,PALI,29,GEN WOMEN,SEHNAJ BANO,37,INC,FEMALE,OBC
1580,PALI,MUNICIP AL COUNCIL,PALI,30,GENERAL,RASIDA BANO,40,IND,FEMALE,GENERAL
1581,PALI,MUNICIP AL COUNCIL,PALI,31,OBC,RAKESH BHATI,46,BJP,MALE,OBC
1582,PALI,MUNICIP AL COUNCIL,PALI,32,GEN WOMEN,REKHA BHATI,44,BJP,FEMALE,OBC
1583,PALI,MUNICIP AL COUNCIL,PALI,33,OBC,RADHESHYAM,51,BJP,MALE,OBC
1584,PALI,MUNICIP AL COUNCIL,PALI,34,OBC WOMEN,NATEL MEWADA,26,INC,FEMALE,OBC
1585,PALI,MUNICIP AL COUNCIL,PALI,35,GEN WOMEN,NAJMA,29,INC,FEMALE,OBC
1586,PALI,MUNICIP AL COUNCIL,PALI,36,GENERAL,MEHBOOB,52,INC,MALE,OBC
1587,PALI,MUNICIP AL COUNCIL,PALI,37,GENERAL,VIKAS KUMAR,41,BJP,MALE,GENERAL
1588,PALI,MUNICIP AL COUNCIL,PALI,38,GENERAL,HAKIM,50,INC,MALE,OBC
1589,PALI,MUNICIP AL COUNCIL,PALI,39,GENERAL,RIKABH CHAND,57,INC,MALE,GENERAL
1590,PALI,MUNICIP AL COUNCIL,PALI,40,GEN WOMEN,PUSHPA,41,BJP,FEMALE,OBC
1591,PALI,MUNICIP AL COUNCIL,PALI,41,GEN WOMEN,HEENA,29,IND,FEMALE,OBC
1592,PALI,MUNICIP AL COUNCIL,PALI,42,GEN WOMEN,USHA,33,BJP,FEMALE,OBC
1593,PALI,MUNICIP AL COUNCIL,PALI,43,GENERAL,DILIP,34,IND,MALE,OBC
1594,PALI,MUNICIP AL COUNCIL,PALI,44,GENERAL,OM PARKASH,38,BJP,MALE,OBC
1595,PALI,MUNICIP AL COUNCIL,PALI,45,OBC WOMEN,KHUSBHU,33,BJP,FEMALE,OBC
1596,PALI,MUNICIP AL COUNCIL,PALI,46,GENERAL,TEJA RAM,55,BJP,MALE,OBC
1597,PALI,MUNICIP AL COUNCIL,PALI,47,GENERAL,VIKRAMPAL SINGH,40,BJP,MALE,GENERAL
1598,PALI,MUNICIP AL COUNCIL,PALI,48,GENERAL,TALIB ALI,34,INC,MALE,GENERAL
1599,PALI,MUNICIP AL COUNCIL,PALI,49,SC,MISHRI LAL,21,BJP,MALE,SC
1600,PALI,MUNICIP AL COUNCIL,PALI,50,SC,NIRMAL TEJI,23,IND,MALE,SC
1601,PALI,MUNICIP AL COUNCIL,PALI,51,SC WOMEN,LALITA,27,BJP,FEMALE,SC
1602,PALI,MUNICIP AL COUNCIL,PALI,52,GENERAL,ASHOK KUMAR,35,BJP,MALE,GENERAL
1603,PALI,MUNICIP AL COUNCIL,PALI,53,GENERAL,SURDARSHAN,42,BJP,MALE,OBC
1604,PALI,MUNICIP AL COUNCIL,PALI,54,GEN WOMEN,OMA CHOUDHARY,21,INC,FEMALE,OBC
1605,PALI,MUNICIP AL COUNCIL,PALI,55,GENERAL,BHANWAR RAO,56,INC,MALE,OBC
1606,PALI,MUNICIP AL COUNCIL,PALI,56,OBC WOMEN,HEERA DEVI,29,BJP,FEMALE,OBC
1607,PALI,MUNICIP AL COUNCIL,PALI,57,SC,KAILASHCHAND,32,BJP,MALE,SC
1608,PALI,MUNICIP AL COUNCIL,PALI,58,SC,BABULAL,50,INC,MALE,SC
1609,PALI,MUNICIP AL COUNCIL,PALI,59,GEN WOMEN,BHAVANA KANWAR,31,INC,FEMALE,OBC
1610,PALI,MUNICIP AL COUNCIL,PALI,60,GENERAL,MOHAN LAL,49,INC,MALE,SC
1611,PALI,MUNICIP AL COUNCIL,PALI,61,OBC,BHARAT,27,IND,MALE,OBC
1612,PALI,MUNICIP AL COUNCIL,PALI,62,SC,GANPAT LAL,57,BJP,MALE,SC
1613,PALI,MUNICIP AL COUNCIL,PALI,63,GEN WOMEN,RADHA RAO,53,INC,FEMALE,OBC
1614,PALI,MUNICIP AL COUNCIL,PALI,64,SC WOMEN,SHOBHA PRIHAR,31,INC,FEMALE,SC
1615,PALI,MUNICIP AL COUNCIL,PALI,65,ST,OM PARKASH,43,BJP,MALE,ST
1616,PALI,NAGAR PALIKA,SUMERPUR,1,SC,KANEHIY ALAL,50,BJP,MALE,SC
1617,PALI,NAGAR PALIKA,SUMERPUR,2,SC WOMEN,SONAL,28,INC,FEMALE,SC
1618,PALI,NAGAR PALIKA,SUMERPUR,3,SC,PREMCHAND,50,BJP,MALE,SC
1619,PALI,NAGAR PALIKA,SUMERPUR,4,OBC,CHHOTU DAN,40,BJP,MALE,OBC
1620,PALI,NAGAR PALIKA,SUMERPUR,5,GEN WOMEN,SADNA DEVASI,33,IND,FEMALE,OBC
1621,PALI,NAGAR PALIKA,SUMERPUR,6,OBC,MANCHHARAM KACHHAVAHA,67,BJP,MALE,OBC
1622,PALI,NAGAR PALIKA,SUMERPUR,7,SC,CHATRARAM,72,INC,MALE,SC
1623,PALI,NAGAR PALIKA,SUMERPUR,8,GENERAL,SATWANT SINGH,35,BJP,MALE,GENERAL
1624,PALI,NAGAR PALIKA,SUMERPUR,9,SC,GOVIND RAM,63,INC,MALE,SC
1625,PALI,NAGAR PALIKA,SUMERPUR,10,SC WOMEN,KAMLA,61,INC,FEMALE,SC
1626,PALI,NAGAR PALIKA,SUMERPUR,11,OBC,MANJU,52,INC,FEMALE,OBC
1627,PALI,NAGAR PALIKA,SUMERPUR,12,GENERAL,DILIP KUMAR,34,BJP,MALE,OBC
1628,PALI,NAGAR PALIKA,SUMERPUR,13,GEN WOMEN,NARANGI DEVI SUTHAR,59,BJP,FEMALE,OBC
1629,PALI,NAGAR PALIKA,SUMERPUR,14,GENERAL,RAMESH KUMAR,68,BJP,MALE,OBC
1630,PALI,NAGAR PALIKA,SUMERPUR,15,GENERAL,RAMJU BHATI,35,IND,FEMALE,OBC
1631,PALI,NAGAR PALIKA,SUMERPUR,16,GEN WOMEN,USHA KUNWAR,67,BJP,FEMALE,GENERAL
1632,PALI,NAGAR PALIKA,SUMERPUR,17,GENERAL,POONAMSINGH,48,BJP,MALE,GENERAL
1633,PALI,NAGAR PALIKA,SUMERPUR,18,GENERAL,PARMINDAR KOUR,37,INC,FEMALE,OBC
1634,PALI,NAGAR PALIKA,SUMERPUR,19,GENERAL,KHOOBCHAND,57,INC,MALE,GENERAL
1635,PALI,NAGAR PALIKA,SUMERPUR,20,OBC WOMEN,GEETA,61,BJP,FEMALE,OBC
1636,PALI,NAGAR PALIKA,SUMERPUR,21,GENERAL,SARDAR KHAN,57,IND,MALE,GENERAL
1637,PALI,NAGAR PALIKA,SUMERPUR,22,GEN WOMEN,USHA DEVI,34,BJP,FEMALE,OBC
1638,PALI,NAGAR PALIKA,SUMERPUR,23,GENERAL,GOVIND KUMAR,24,IND,MALE,OBC
1639,PALI,NAGAR PALIKA,SUMERPUR,24,GEN WOMEN,RAKHI BHATI,40,BJP,FEMALE,OBC
1640,PALI,NAGAR PALIKA,SUMERPUR,25,OBC,PARBAT SINGH,62,IND,MALE,OBC
1641,PALI,NAGAR PALIKA,SUMERPUR,26,GENERAL,NARENDRA KUMAR,29,IND,MALE,OBC
1642,PALI,NAGAR PALIKA,SUMERPUR,27,OBC,PEPI BAI,57,BJP,FEMALE,OBC
1643,PALI,NAGAR PALIKA,SUMERPUR,28,GENERAL,FULARAM,63,BJP,MALE,GENERAL
1644,PALI,NAGAR PALIKA,SUMERPUR,29,GEN WOMEN,VEENA,29,IND,FEMALE,OBC
1645,PALI,NAGAR PALIKA,SUMERPUR,30,GENERAL,CHATRABHUJ,47,IND,MALE,GENERAL
1646,PALI,NAGAR PALIKA,SUMERPUR,31,GENERAL,BAHARAT KUMAR,22,INC,MALE,OBC
1647,PALI,NAGAR PALIKA,SUMERPUR,32,OBC WOMEN,GUDIY A,30,BJP,FEMALE,OBC
1648,PALI,NAGAR PALIKA,SUMERPUR,33,ST,SUMER,29,INC,MALE,ST
1649,PALI,NAGAR PALIKA,SUMERPUR,34,GENERAL,MAHENDRA,39,BJP,MALE,OBC
1650,PALI,NAGAR PALIKA,SUMERPUR,35,ST WOMEN,YASHODA,30,BJP,FEMALE,ST
1651,RAJSAMAND,NAGAR PALIKA,AMET,1,SC,RADHESHYAM KHATIK,38,BJP,MALE,SC
1652,RAJSAMAND,NAGAR PALIKA,AMET,2,SC WOMEN,PINKI URF CHINKI,21,INC,FEMALE,SC(WOMEN)
1653,RAJSAMAND,NAGAR PALIKA,AMET,3,SC,PRAKASH CHANDRA KHATIK,34,INC,MALE,SC
1654,RAJSAMAND,NAGAR PALIKA,AMET,4,OBC,DINESH KUMAR LAXKAR,37,BJP,MALE,OBC
1655,RAJSAMAND,NAGAR PALIKA,AMET,5,GENERAL,KAILASH MEWARA,40,INC,MALE,OBC
1656,RAJSAMAND,NAGAR PALIKA,AMET,6,GENERAL,PARMOD SHAKDVIPIYA,42,INC,MALE,GENERAL
1657,RAJSAMAND,NAGAR PALIKA,AMET,7,GENERAL,PRAKASH CHANDR,41,INC,MALE,GENERAL
1658,RAJSAMAND,NAGAR PALIKA,AMET,8,GENERAL,SURESH SINGH KHICHI,30,INC,MALE,OBC
1659,RAJSAMAND,NAGAR PALIKA,AMET,9,GEN WOMEN,JAYA KUWAR,31,INC,FEMALE,OBC (WOMEN)
1660,RAJSAMAND,NAGAR PALIKA,AMET,10,OBC WOMEN,NILAM TELAR,29,INC,FEMALE,OBC (WOMEN)
1661,RAJSAMAND,NAGAR PALIKA,AMET,11,OBC WOMEN,CHANDRIKA TAILOR,29,BJP,FEMALE,OBC (WOMEN)
1662,RAJSAMAND,NAGAR PALIKA,AMET,12,GEN WOMEN,REKHA LOHAR,36,BJP,FEMALE,OBC (WOMEN)
1663,RAJSAMAND,NAGAR PALIKA,AMET,13,GEN WOMEN,NEELAM MEWARA,41,INC,FEMALE,OBC (WOMEN)
1664,RAJSAMAND,NAGAR PALIKA,AMET,14,GEN WOMEN,TEENA KHATIK,27,INC,FEMALE,SC(WOMEN)
1665,RAJSAMAND,NAGAR PALIKA,AMET,15,OBC,RAMAN KANSARA,37,BJP,MALE,OBC
1666,RAJSAMAND,NAGAR PALIKA,AMET,16,GENERAL,DINESH CHANDRA SARNOT,49,BJP,MALE,GENERAL
1667,RAJSAMAND,NAGAR PALIKA,AMET,17,GENERAL,RAJENDRA KUMR JAIN,53,INC,MALE,GENERAL
1668,RAJSAMAND,NAGAR PALIKA,AMET,18,GENERAL,LALIT MEWARA,21,INC,MALE,OBC
1669,RAJSAMAND,NAGAR PALIKA,AMET,19,GENERAL,JITENDRA SINGH PANWAR,30,INC,MALE,GENERAL
1670,RAJSAMAND,NAGAR PALIKA,AMET,20,SC WOMEN,HEMLATA REGAR,29,INC,FEMALE,SC(WOMEN)
1671,RAJSAMAND,NAGAR PALIKA,AMET,21,GENERAL,MANGI LAL REBARI,30,BJP,MALE,OBC
1672,RAJSAMAND,NAGAR PALIKA,AMET,22,GEN WOMEN,POONAM P ALIW AL,36,BJP,FEMALE,GEN (WOMEN)
1673,RAJSAMAND,NAGAR PALIKA,AMET,23,SC,MUKESH KUMAR REGAR,27,INC,MALE,SC
1674,RAJSAMAND,NAGAR PALIKA,AMET,24,OBC,VARDU KUMAWAT,46,INC,MALE,OBC
1675,RAJSAMAND,NAGAR PALIKA,AMET,25,GENERAL,MEERU KHA MANSURI,61,INC,MALE,OBC
1676,RAJSAMAND,NAGAR PALIKA,NATHDWARA,1,OBC WOMEN,CHUNNI LAL,60,INC,MALE,OBC
1677,RAJSAMAND,NAGAR PALIKA,NATHDWARA,2,ST,SURENDRA SINGH DASANA,32,INC,MALE,GENERAL
1678,RAJSAMAND,NAGAR PALIKA,NATHDWARA,3,OBC,ASHISH SAINI,39,BJP,MALE,OBC
1679,RAJSAMAND,NAGAR PALIKA,NATHDWARA,4,OBC WOMEN,MANORAMA DABI,62,INC,FEMALE,OBC
1680,RAJSAMAND,NAGAR PALIKA,NATHDWARA,5,OBC,YAMUNA PALIWAL,39,BJP,FEMALE,GENERAL
1681,RAJSAMAND,NAGAR PALIKA,NATHDWARA,6,GENERAL,VINOD UPADHYAY,63,BJP,MALE,GENERAL
1682,RAJSAMAND,NAGAR PALIKA,NATHDWARA,7,GENERAL,V ANDANA P ALIW AL,38,INC,FEMALE,GENERAL
1683,RAJSAMAND,NAGAR PALIKA,NATHDWARA,8,GENERAL,RITIKA GURJAR,33,INC,FEMALE,OBC
1684,RAJSAMAND,NAGAR PALIKA,NATHDWARA,9,GENERAL,SHYAM LAL GURJAR,50,INC,MALE,GENERAL
1685,RAJSAMAND,NAGAR PALIKA,NATHDWARA,10,GENERAL,SHEELA GURJAR,38,INC,FEMALE,OBC
1686,RAJSAMAND,NAGAR PALIKA,NATHDWARA,11,GEN WOMEN,PRAMOD KUMAR GURJAR,54,INC,MALE,OBC
1687,RAJSAMAND,NAGAR PALIKA,NATHDWARA,12,ST,NATWAR LAL MEENA,58,INC,MALE,ST
1688,RAJSAMAND,NAGAR PALIKA,NATHDWARA,13,ST,RATAN DAS,39,INC,MALE,ST
1689,RAJSAMAND,NAGAR PALIKA,NATHDWARA,14,GENERAL,LAXMI DEVI SHNWARIYA,67,INC,FEMALE,OBC
1690,RAJSAMAND,NAGAR PALIKA,NATHDWARA,15,SC,KAPIL YADAV,32,BJP,MALE,SC
1691,RAJSAMAND,NAGAR PALIKA,NATHDWARA,16,GEN WOMEN,SURESH CHHAPARWAL,61,INC,MALE,SC
1692,RAJSAMAND,NAGAR PALIKA,NATHDWARA,17,GEN WOMEN,PARESH SONI,38,IND,MALE,OBC
1693,RAJSAMAND,NAGAR PALIKA,NATHDWARA,18,GENERAL,VISHWAS PRAJAPAT,30,INC,MALE,OBC
1694,RAJSAMAND,NAGAR PALIKA,NATHDWARA,19,GENERAL,KAILASH TANWAR,41,INC,MALE,OBC
1695,RAJSAMAND,NAGAR PALIKA,NATHDWARA,20,GENERAL,RAMESH RATHORE,42,INC,MALE,GENERAL
1696,RAJSAMAND,NAGAR PALIKA,NATHDWARA,21,GENERAL,MANISH RATHI,45,INC,MALE,GENERAL
1697,RAJSAMAND,NAGAR PALIKA,NATHDWARA,22,OBC,DINESH M. JOSHI,40,INC,MALE,GENERAL
1698,RAJSAMAND,NAGAR PALIKA,NATHDWARA,23,GEN WOMEN,GOPESH BAGORA,42,INC,MALE,GENERAL
1699,RAJSAMAND,NAGAR PALIKA,NATHDWARA,24,GENERAL,BHARAT LODHA,41,INC,MALE,GENERAL
1700,RAJSAMAND,NAGAR PALIKA,NATHDWARA,25,GEN WOMEN,MOHAMMAD SHAFI,59,BJP,MALE,OBC
1701,RAJSAMAND,NAGAR PALIKA,NATHDWARA,26,GENERAL,REKHA MEENA,21,INC,FEMALE,ST
1702,RAJSAMAND,NAGAR PALIKA,NATHDWARA,27,GENERAL,PRADEEP KABRA,55,BJP,MALE,GENERAL
1703,RAJSAMAND,NAGAR PALIKA,NATHDWARA,28,GEN WOMEN,YASHODA DEVI KUMAWAT,53,INC,FEMALE,OBC
1704,RAJSAMAND,NAGAR PALIKA,NATHDWARA,29,GENERAL,PRAKASH LOHAR,29,INC,MALE,OBC
1705,RAJSAMAND,NAGAR PALIKA,NATHDWARA,30,SC WOMEN,SHESHNARAYAN MALI,53,INC,MALE,OBC
1706,RAJSAMAND,NAGAR PALIKA,NATHDWARA,31,GEN WOMEN,ROHIT KUMWAT,25,INC,MALE,OBC
1707,RAJSAMAND,NAGAR PALIKA,NATHDWARA,32,SC,DIVYA GEHLOT,28,INC,FEMALE,SC
1708,RAJSAMAND,NAGAR PALIKA,NATHDWARA,33,OBC,KAMLESH KUMAWAT,42,INC,MALE,OBC
1709,RAJSAMAND,NAGAR PALIKA,NATHDWARA,34,GENERAL,LALITA KABRA,64,BJP,FEMALE,GENERAL
1710,RAJSAMAND,NAGAR PALIKA,NATHDWARA,35,OBC,UJJWAL LAWATI,37,INC,FEMALE,GENERAL
1711,RAJSAMAND,NAGAR PALIKA,NATHDWARA,36,GEN WOMEN,ISHWAR LAL MEENA,34,BJP,MALE,ST
1712,RAJSAMAND,NAGAR PALIKA,NATHDWARA,37,ST WOMEN,SHEETAL PALIWAL,31,INC,MALE,GENERAL
1713,RAJSAMAND,NAGAR PALIKA,NATHDWARA,38,GENERAL,PURAN PRAKASH SHRIMALI,29,BJP,MALE,GENERAL
1714,RAJSAMAND,NAGAR PALIKA,NATHDWARA,39,GENERAL,CHANDRA KALA MALI,38,BJP,FEMALE,OBC
1715,RAJSAMAND,NAGAR PALIKA,NATHDWARA,40,OBC WOMEN,KANCHAN DEVI,29,INC,FEMALE,GENERAL
1716,SIKAR,NAGAR PARISAD,SIKAR,1,OBC,DAYA SHANKAR,31,BJP,MALE,OBC
1717,SIKAR,NAGAR PARISAD,SIKAR,2,GENERAL,ABRAR AHMED,57,INC,MALE,GENERAL
1718,SIKAR,NAGAR PARISAD,SIKAR,3,OBC WOMEN,SABINA BANO,31,INC,FEMALE,OBC
1719,SIKAR,NAGAR PARISAD,SIKAR,4,SC,CHHOTE LAL,61,IND,MALE,SC
1720,SIKAR,NAGAR PARISAD,SIKAR,5,OBC WOMEN,ANISHA,30,IND,FEMALE,OBC
1721,SIKAR,NAGAR PARISAD,SIKAR,6,GENERAL,MOHAMMED UMED,44,INC,MALE,GENERAL
1722,SIKAR,NAGAR PARISAD,SIKAR,7,SC WOMEN,LAXMI DEVI,40,INC,FEMALE,SC
1723,SIKAR,NAGAR PARISAD,SIKAR,8,GENERAL,NAVEEN,37,INC,MALE,GENERAL
1724,SIKAR,NAGAR PARISAD,SIKAR,9,OBC,NEMICHAND SAIN,61,BJP,MALE,OBC
1725,SIKAR,NAGAR PARISAD,SIKAR,10,GEN WOMEN,SHAMUNA BANO,21,IND,FEMALE,GENERAL
1726,SIKAR,NAGAR PARISAD,SIKAR,11,GEN WOMEN,WAHIDA BANO,35,INC,FEMALE,GENERAL
1727,SIKAR,NAGAR PARISAD,SIKAR,12,SC WOMEN,NEETU,31,BJP,FEMALE,SC
1728,SIKAR,NAGAR PARISAD,SIKAR,13,GEN WOMEN,NAZAMA BANO,51,INC,FEMALE,GENERAL
1729,SIKAR,NAGAR PARISAD,SIKAR,14,GENERAL,MUBARIK,50,INC,MALE,GENERAL
1730,SIKAR,NAGAR PARISAD,SIKAR,15,GENERAL,SIKANDAR,40,BJP,MALE,GENERAL
1731,SIKAR,NAGAR PARISAD,SIKAR,16,GENERAL,ABDUL JABBAR,55,INC,MALE,GENERAL
1732,SIKAR,NAGAR PARISAD,SIKAR,17,GENERAL,ABID HASAN,27,IND,MALE,GENERAL
1733,SIKAR,NAGAR PARISAD,SIKAR,18,OBC WOMEN,PARMESHWARI,81,BJP,FEMALE,OBC
1734,SIKAR,NAGAR PARISAD,SIKAR,19,GENERAL,INDRA SINGH,59,INC,MALE,GENERAL
1735,SIKAR,NAGAR PARISAD,SIKAR,20,GENERAL,ANKIT,37,IND,MALE,GENERAL
1736,SIKAR,NAGAR PARISAD,SIKAR,21,GEN WOMEN,SAVITRI,46,IND,FEMALE,GENERAL
1737,SIKAR,NAGAR PARISAD,SIKAR,22,ST,NAGENDRA PRATAP SINGH,29,BJP,MALE,ST
1738,SIKAR,NAGAR PARISAD,SIKAR,23,GENERAL,PARDEEP,37,IND,MALE,GENERAL
1739,SIKAR,NAGAR PARISAD,SIKAR,24,GEN WOMEN,SHAYARA BANO,62,INC,FEMALE,GENERAL
1740,SIKAR,NAGAR PARISAD,SIKAR,25,GENERAL,VINAY SHARMA,29,BJP,MALE,GENERAL
1741,SIKAR,NAGAR PARISAD,SIKAR,26,GENERAL,PARMESHWAR LAL SAINI,45,BJP,MALE,GENERAL
1742,SIKAR,NAGAR PARISAD,SIKAR,27,OBC,ASHOK CHOUDHARY,31,BJP,MALE,OBC
1743,SIKAR,NAGAR PARISAD,SIKAR,28,GEN WOMEN,SHASHI,51,INC,FEMALE,GENERAL
1744,SIKAR,NAGAR PARISAD,SIKAR,29,GEN WOMEN,PAYAL SHARMA,26,BJP,FEMALE,GENERAL
1745,SIKAR,NAGAR PARISAD,SIKAR,30,OBC,MUKESH,34,INC,MALE,OBC
1746,SIKAR,NAGAR PARISAD,SIKAR,31,OBC,BHAWANI SINGH,39,INC,MALE,OBC
1747,SIKAR,NAGAR PARISAD,SIKAR,32,OBC,RAJKUMAR SWAMI,50,BJP,MALE,OBC
1748,SIKAR,NAGAR PARISAD,SIKAR,33,OBC,RAHUL BILKHIWAL,35,BJP,MALE,OBC
1749,SIKAR,NAGAR PARISAD,SIKAR,34,GENERAL,KHATIJA BANO,52,INC,FEMALE,GENERAL
1750,SIKAR,NAGAR PARISAD,SIKAR,35,GENERAL,MO. YUNUS,39,INC,MALE,GENERAL
1751,SIKAR,NAGAR PARISAD,SIKAR,36,GENERAL,SABIR HUSSAIN,47,INC,MALE,GENERAL
1752,SIKAR,NAGAR PARISAD,SIKAR,37,GENERAL,ABDUL RAJJAK,45,INC,MALE,GENERAL
1753,SIKAR,NAGAR PARISAD,SIKAR,38,GEN WOMEN,TASLIM,42,INC,FEMALE,GENERAL
1754,SIKAR,NAGAR PARISAD,SIKAR,39,GEN WOMEN,FARJANA BANO,39,CPI(M),FEMALE,GENERAL
1755,SIKAR,NAGAR PARISAD,SIKAR,40,GENERAL,JEEWAN KHAN,57,INC,MALE,GENERAL
1756,SIKAR,NAGAR PARISAD,SIKAR,41,OBC,GOPAL SINGH,54,BJP,MALE,OBC
1757,SIKAR,NAGAR PARISAD,SIKAR,42,GEN WOMEN,KAKALA DEVI MISHRA,65,INC,FEMALE,GENERAL
1758,SIKAR,NAGAR PARISAD,SIKAR,43,GENERAL,ANIL CHOUDHARY,31,INC,MALE,GENERAL
1759,SIKAR,NAGAR PARISAD,SIKAR,44,GENERAL,ASHOK KUMAR CHOUDHARY,56,INC,MALE,GENERAL
1760,SIKAR,NAGAR PARISAD,SIKAR,45,GEN WOMEN,REKHA BIJARNIYA,26,BJP,FEMALE,GENERAL
1761,SIKAR,NAGAR PARISAD,SIKAR,46,GENERAL,NARU RAM,56,BJP,MALE,GENERAL
1762,SIKAR,NAGAR PARISAD,SIKAR,47,GEN WOMEN,SAROJ KANWAR,31,INC,FEMALE,GENERAL
1763,SIKAR,NAGAR PARISAD,SIKAR,48,GENERAL,GOPAL,30,INC,MALE,GENERAL
1764,SIKAR,NAGAR PARISAD,SIKAR,49,OBC WOMEN,KOMAL SAINI,28,INC,FEMALE,OBC
1765,SIKAR,NAGAR PARISAD,SIKAR,50,GENERAL,SURESH KUMAR SAINI,36,INC,MALE,GENERAL
1766,SIKAR,NAGAR PARISAD,SIKAR,51,OBC WOMEN,MANJU DEVI,31,BJP,FEMALE,OBC
1767,SIKAR,NAGAR PARISAD,SIKAR,52,GENERAL,MOHAR SINGH,52,INC,MALE,GENERAL
1768,SIKAR,NAGAR PARISAD,SIKAR,53,GEN WOMEN,NIRMALA DEVI,41,INC,FEMALE,GENERAL
1769,SIKAR,NAGAR PARISAD,SIKAR,54,GENERAL,MUKESH,32,BJP,MALE,GENERAL
1770,SIKAR,NAGAR PARISAD,SIKAR,55,GEN WOMEN,VIMAL,49,INC,FEMALE,GENERAL
1771,SIKAR,NAGAR PARISAD,SIKAR,56,GENERAL,HARI RAM,51,INC,MALE,GENERAL
1772,SIKAR,NAGAR PARISAD,SIKAR,57,GENERAL,VIJAYPAL SINGH,46,BJP,MALE,GENERAL
1773,SIKAR,NAGAR PARISAD,SIKAR,58,SC,MANISH KUMAR,27,IND,MALE,SC
1774,SIKAR,NAGAR PARISAD,SIKAR,59,GEN WOMEN,MAYA SHARMA,57,INC,FEMALE,GENERAL
1775,SIKAR,NAGAR PARISAD,SIKAR,60,SC,SARLA DEVI,51,IND,FEMALE,SC
1776,SIKAR,NAGAR PARISAD,SIKAR,61,GENERAL,MOHMMED TOFIK,26,INC,MALE,GENERAL
1777,SIKAR,NAGAR PARISAD,SIKAR,62,GENERAL,MOHAMMED AKRAM KHATRI,26,IND,MALE,GENERAL
1778,SIKAR,NAGAR PARISAD,SIKAR,63,GENERAL,ABDUL LATIF CHOUHAN,34,INC,MALE,GENERAL
1779,SIKAR,NAGAR PARISAD,SIKAR,64,SC,SUGANI,61,INC,FEMALE,SC
1780,SIKAR,NAGAR PARISAD,SIKAR,65,OBC,MO. IQBAL CHOUHAN,55,INC,MALE,OBC
1781,SIKAR,NAGAR PALIKA,NEEMKA THANA,1,OBC,KRISHAN SAIN,23,INC,MALE,OBC
