sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist,nuke
5821,JHUNJHUNU,BUHANA,GADAKHEDA,GEN W,KAMLESH,FEMALE,OBC,gada khera,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAgada khera,5693,JHUNJHUNU,BUHANA,GADA KHERA,OBC,krishan kumar,M,OBC,gada khera,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAgada khera,0,
5822,JHUNJHUNU,BUHANA,GHARDANA KALAN,OBC,HEMKARAN,MALE,OBC,ghardana kalan,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAghardana kalan,5694,JHUNJHUNU,BUHANA,GHARDANA KALAN,GENW,kavita,F,OBCW,ghardana kalan,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAghardana kalan,0,
5823,JHUNJHUNU,BUHANA,GHARDANA KHURD,SC W,SHANTI DEVI,FEMALE,SC,ghardana khurd,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAghardana khurd,5695,JHUNJHUNU,BUHANA,GHARDANA KHURD,GEN,Prdeep kumar,M,OBC,ghardana khurd,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAghardana khurd,0,
5824,JHUNJHUNU,BUHANA,GHASEDA,OBC,SUMER,MALE,OBC,ghasera,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAghasera,5696,JHUNJHUNU,BUHANA,GHASERA,SC,gokal chand,M,SC,ghasera,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAghasera,0,
5825,JHUNJHUNU,BUHANA,GUJARWAS,GEN,JAGDISH,MALE,OBC,gujarwas,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAgujarwas,5706,JHUNJHUNU,BUHANA,KUHARW AS,GEN,Prem singh,M,OBC,kuharwas,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkuharwas,2,1
5825,JHUNJHUNU,BUHANA,GUJARWAS,GEN,JAGDISH,MALE,OBC,gujarwas,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAgujarwas,5697,JHUNJHUNU,BUHANA,GUJARW AS,GEN,jagdish,M,OBC,gujarwas,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAgujarwas,0,
5826,JHUNJHUNU,BUHANA,GUNTI,SC,BABU LAL,MALE,SC,gunti,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAgunti,5698,JHUNJHUNU,BUHANA,GUNTI,GENW,chhoti devi,F,OBCW,gunti,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAgunti,0,
5827,JHUNJHUNU,BUHANA,HIRWA,GEN,NARAYAN SINGH,MALE,GEN,heerwa,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAheerwa,5699,JHUNJHUNU,BUHANA,HEERW A,GENW,lalita,F,GENW,heerwa,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAheerwa,0,
5828,JHUNJHUNU,BUHANA,JHANJHA,OBC,GHISARAM,MALE,OBC,jhanjha,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAjhanjha,5700,JHUNJHUNU,BUHANA,JHANJHA,SCW,Roodi Devi,F,SCW,jhanjha,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAjhanjha,0,
5829,JHUNJHUNU,BUHANA,JHARODA,GEN W,PREMWATI,FEMALE,OBC,jharoda,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAjharoda,5701,JHUNJHUNU,BUHANA,JHARODA,OBCW,Nirmala Devi,F,OBCW,jharoda,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAjharoda,0,
5830,JHUNJHUNU,BUHANA,KAJLA,GEN,BHAGWANA RAM,MALE,OBC,kajla,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkajla,5702,JHUNJHUNU,BUHANA,KAJLA,GEN,Human Singh,M,GEN,kajla,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkajla,0,
5831,JHUNJHUNU,BUHANA,KALAKHARI,GEN,HARDWARI,MALE,OBC,kalakhari,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkalakhari,5703,JHUNJHUNU,BUHANA,KALAKHARI,SCW,Kavita,F,SCW,kalakhari,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkalakhari,0,
5832,JHUNJHUNU,BUHANA,KHANDWA,GEN,VIRENDRA SINGH,MALE,OBC,khandwa,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkhandwa,5704,JHUNJHUNU,BUHANA,KHANDW A,SC,suresh kumar,M,SC,khandwa,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkhandwa,0,
5833,JHUNJHUNU,BUHANA,KHANPUR,GEN W,SUNITA,FEMALE,OBC,khanpur,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkhanpur,5705,JHUNJHUNU,BUHANA,KHANPUR,GEN,krishan kumar,M,OBC,khanpur,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkhanpur,0,
5834,JHUNJHUNU,BUHANA,KUHADWAS,GEN,SATYAVEER,MALE,GEN,kuharwas,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkuharwas,5697,JHUNJHUNU,BUHANA,GUJARW AS,GEN,jagdish,M,OBC,gujarwas,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAgujarwas,2,1
5834,JHUNJHUNU,BUHANA,KUHADWAS,GEN,SATYAVEER,MALE,GEN,kuharwas,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAkuharwas,5706,JHUNJHUNU,BUHANA,KUHARW AS,GEN,Prem singh,M,OBC,kuharwas,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkuharwas,0,
5835,JHUNJHUNU,BUHANA,LAMBI AHIR,GEN,ROHITASH,MALE,OBC,lambi aheer,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAlambi aheer,5707,JHUNJHUNU,BUHANA,LAMBI AHEER,OBC,Ramvtar,M,OBC,lambi aheer,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAlambi aheer,0,
5836,JHUNJHUNU,BUHANA,MAKDO,GEN,ROHITASHVA,MALE,OBC,mankdo,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAmankdo,5708,JHUNJHUNU,BUHANA,MANKDO,SCW,Vimala,F,SCW,mankdo,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAmankdo,0,
5837,JHUNJHUNU,BUHANA,MOI SADA,OBC W,SANTOSH,FEMALE,OBC,moi sadda,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAmoi sadda,5709,JHUNJHUNU,BUHANA,MOI SADDA,SC,Mahander Singh,M,SC,moi sadda,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAmoi sadda,0,
5838,JHUNJHUNU,BUHANA,MURADPUR,SC,HARINARAYAN,MALE,SC,muradpur,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAmuradpur,5710,JHUNJHUNU,BUHANA,MURADPUR,OBCW,Sumitra,F,OBCW,muradpur,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAmuradpur,0,
5839,JHUNJHUNU,BUHANA,PACHERI KALAN,GEN,VIKRAM SINGH,MALE,GEN,pacheri kalan,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANApacheri kalan,5711,JHUNJHUNU,BUHANA,PACHERI KALAN,GENW,Santra Devi,F,GENW,pacheri kalan,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANApacheri kalan,0,
5840,JHUNJHUNU,BUHANA,PACHERI KHURD,GEN,JAGDEV SINGH,MALE,OBC,pacheri khurd,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANApacheri khurd,5712,JHUNJHUNU,BUHANA,PACHERI KHURD,GENW,Santra,F,OBCW,pacheri khurd,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANApacheri khurd,0,
5841,JHUNJHUNU,BUHANA,PANTHROLI,GEN W,RAJESH DEVI,FEMALE,OBC,panthroli,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANApanthroli,5713,JHUNJHUNU,BUHANA,PANTHROLI,OBC,Banwari lal,M,OBC,panthroli,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANApanthroli,0,
5842,JHUNJHUNU,BUHANA,PUHANIYAN,SC,ROOPSINGH,MALE,SC,puhaniya,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANApuhaniya,5714,JHUNJHUNU,BUHANA,PUHANIYA,GEN,Manoj,M,OBC,puhaniya,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANApuhaniya,0,
5843,JHUNJHUNU,BUHANA,RAIPUR AHIRAN,GEN,MATADEEN,MALE,OBC,raipur aheeran,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAraipur aheeran,5715,JHUNJHUNU,BUHANA,RAIPUR AHEERAN,OBC,Matadeen,M,OBC,raipur aheeran,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAraipur aheeran,0,
5844,JHUNJHUNU,BUHANA,SANTOR,GEN W,MAYA,FEMALE,OBC,santor,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAsantor,5716,JHUNJHUNU,BUHANA,SANTOR,GEN,Satveer,M,OBC,santor,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAsantor,0,
5845,JHUNJHUNU,BUHANA,SANVLOD,GEN,ISHWAR SINGH,MALE,OBC,sanwlod,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAsanwlod,5717,JHUNJHUNU,BUHANA,SANWLOD,SC,Ashok kumar,M,SC,sanwlod,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAsanwlod,0,
5846,JHUNJHUNU,BUHANA,SHAHPUR,GEN W,SANTOSH,FEMALE,OBC,shahpur,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAshahpur,5705,JHUNJHUNU,BUHANA,KHANPUR,GEN,krishan kumar,M,OBC,khanpur,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAkhanpur,2,1
5846,JHUNJHUNU,BUHANA,SHAHPUR,GEN W,SANTOSH,FEMALE,OBC,shahpur,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAshahpur,5718,JHUNJHUNU,BUHANA,SHAHPURA,OBCW,kasturi Devi,F,OBCW,shahpura,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAshahpura,1,
5847,JHUNJHUNU,BUHANA,SHYAMPURA MAINANA,GEN W,BUJI,FEMALE,OBC,shyampura manan,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAshyampura manan,5719,JHUNJHUNU,BUHANA,SHYAMPURA MANAN,GENW,Pushpa,F,OBCW,shyampura manan,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAshyampura manan,0,
5848,JHUNJHUNU,BUHANA,SINGHANA,OBC,CHHAJURAM,MALE,OBC,singhana,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAsinghana,5720,JHUNJHUNU,BUHANA,SINGHANA,GEN,Om prakash,M,GEN,singhana,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAsinghana,0,
5849,JHUNJHUNU,BUHANA,SOHELI,GEN,VIRENDRA,MALE,OBC,sohli,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAsohli,5721,JHUNJHUNU,BUHANA,SOHLI,GEN,Dharampal,M,OBC,sohli,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAsohli,0,
5850,JHUNJHUNU,BUHANA,SULTANA AHIRAN,GEN,RAMSWAROOP,MALE,OBC,sultana aheeran,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAsultana aheeran,5722,JHUNJHUNU,BUHANA,SULTANA AHEERAN,OBCW,Misri devi,F,OBCW,sultana aheeran,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAsultana aheeran,0,
5851,JHUNJHUNU,BUHANA,THALI,GEN,BANWARI LAL,MALE,OBC,thali,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAthali,5723,JHUNJHUNU,BUHANA,THALI,GENW,Suman,F,OBCW,thali,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAthali,0,
5852,JHUNJHUNU,BUHANA,UDAMANDI,OBC,RANVEER SINGH,MALE,OBC,udamandi,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAudamandi,5724,JHUNJHUNU,BUHANA,UDAMANDI,GENW,gyrshi Devi,F,OBCW,udamandi,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAudamandi,0,
5853,JHUNJHUNU,CHIRAWA,ALIPUR,GEN W,DURGA DEVI,FEMALE,OBC,alipur,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAalipur,5725,JHUNJHUNU,CHIRAWA,ALIPUR,SC,Bhagwanaram,M,SC,alipur,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAalipur,0,
5854,JHUNJHUNU,CHIRAWA,ARDAVTA,OBC,MAHENDRA SINGH,MALE,OBC,ardawata,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAardawata,5726,JHUNJHUNU,CHIRAWA,ARDAWATA,GENW,Mani,F,OBCW,ardawata,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAardawata,0,
5855,JHUNJHUNU,CHIRAWA,BADANGARH,SC,BANWARI LAL,MALE,SC,badangarh,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbadangarh,5727,JHUNJHUNU,CHIRAWA,BADANGARH,GEN,Raghuveer singh,M,OBC,badangarh,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbadangarh,0,
5856,JHUNJHUNU,CHIRAWA,BAJAWA,SC W,SARBATI DEVI,FEMALE,SC,bajawa,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbajawa,5728,JHUNJHUNU,CHIRAWA,BAJAW A,ST,sajjan kumar,M,ST,bajawa,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbajawa,0,
5857,JHUNJHUNU,CHIRAWA,BAKHTAWARPURA,GEN,MAHENDRA SINGH,MALE,OBC,bakhtawarpura,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbakhtawarpura,5729,JHUNJHUNU,CHIRAWA,BAKHT AW ARPURA,GEN,Mahendra singh,M,OBC,bakhtawarpura,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbakhtawarpura,0,
5858,JHUNJHUNU,CHIRAWA,BHADUNDA KALAN,SC,NANURAM,MALE,SC,bhadunda kalan,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbhadunda kalan,5730,JHUNJHUNU,CHIRAWA,BHADUNDA KALAN,OBC,Savitri,F,OBCW,bhadunda kalan,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbhadunda kalan,0,
5859,JHUNJHUNU,CHIRAWA,BHAMARWASI,GEN,KALUSINGH,MALE,GEN,bhamarwasi,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbhamarwasi,5731,JHUNJHUNU,CHIRAWA,BHAMARW ASI,SCW,Kavita,F,SCW,bhamarwasi,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbhamarwasi,0,
5860,JHUNJHUNU,CHIRAWA,BHUKANA,GEN,KISHANLAL DUDI,MALE,OBC,bhukana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbhukana,5739,JHUNJHUNU,CHIRAWA,KHUDANA,GEN,Natthuram,M,OBC,khudana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAkhudana,2,1
5860,JHUNJHUNU,CHIRAWA,BHUKANA,GEN,KISHANLAL DUDI,MALE,OBC,bhukana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbhukana,5732,JHUNJHUNU,CHIRAWA,BHUKANA,OBC,Juglal,M,OBC,bhukana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbhukana,0,
5861,JHUNJHUNU,CHIRAWA,BUDANIYA,GEN W,MALI DEVI,FEMALE,OBC,budaniya,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbudaniya,5736,JHUNJHUNU,CHIRAWA,GIDANIYA,SC,Rajkumar,M,SC,gidaniya,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAgidaniya,2,1
5861,JHUNJHUNU,CHIRAWA,BUDANIYA,GEN W,MALI DEVI,FEMALE,OBC,budaniya,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAbudaniya,5733,JHUNJHUNU,CHIRAWA,BUDANIYA,SC,Randheer Singh,M,SC,budaniya,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbudaniya,0,
5862,JHUNJHUNU,CHIRAWA,CHANANA,GEN W,JANNAT,FEMALE,OBC,chanana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAchanana,5734,JHUNJHUNU,CHIRAWA,CHANANA,GENW,Saroj,F,OBCW,chanana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAchanana,0,
5863,JHUNJHUNU,CHIRAWA,DHATTARWALA,OBC W,KOUSHALYA DEVI,FEMALE,OBC,dhatarwala,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAdhatarwala,5735,JHUNJHUNU,CHIRAWA,DHATARWALA,GENW,Santosh Devi,F,OBCW,dhatarwala,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAdhatarwala,0,
5864,JHUNJHUNU,CHIRAWA,GIDANIYA,OBC,DAYANAND,MALE,OBC,gidaniya,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAgidaniya,5733,JHUNJHUNU,CHIRAWA,BUDANIYA,SC,Randheer Singh,M,SC,budaniya,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbudaniya,2,1
5864,JHUNJHUNU,CHIRAWA,GIDANIYA,OBC,DAYANAND,MALE,OBC,gidaniya,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAgidaniya,5736,JHUNJHUNU,CHIRAWA,GIDANIYA,SC,Rajkumar,M,SC,gidaniya,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAgidaniya,0,
5867,JHUNJHUNU,CHIRAWA,GOVLA,SC,SURENDRA,MALE,SC,gowla,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAgowla,5737,JHUNJHUNU,CHIRAWA,GOWLA,OBCW,Anusuya,F,OBCW,gowla,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAgowla,0,
5868,JHUNJHUNU,CHIRAWA,KEHARPURA KALAN,GEN,RAMSWAROOP,MALE,OBC,keharpura kalan,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAkeharpura kalan,5738,JHUNJHUNU,CHIRAWA,KEHARPURA KALAN,GENW,Amravati,F,OBCW,keharpura kalan,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAkeharpura kalan,0,
5869,JHUNJHUNU,CHIRAWA,KHUDANA,GEN W,GODAWARI DEVI,FEMALE,GEN,khudana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAkhudana,5732,JHUNJHUNU,CHIRAWA,BHUKANA,OBC,Juglal,M,OBC,bhukana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAbhukana,2,1
5869,JHUNJHUNU,CHIRAWA,KHUDANA,GEN W,GODAWARI DEVI,FEMALE,GEN,khudana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAkhudana,5739,JHUNJHUNU,CHIRAWA,KHUDANA,GEN,Natthuram,M,OBC,khudana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAkhudana,0,
5870,JHUNJHUNU,CHIRAWA,KISHOREPURA,OBC,PRATAP SINGH,MALE,OBC,kishorepura,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAkishorepura,5740,JHUNJHUNU,CHIRAWA,KISHORPURA,GENW,Saroj,F,OBCW,kishorpura,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAkishorpura,1,
5871,JHUNJHUNU,CHIRAWA,KITHANA,GEN,RAMKUMAR,MALE,OBC,kithana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAkithana,5741,JHUNJHUNU,CHIRAWA,KITHANA,GEN,ummed singh,M,OBC,kithana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAkithana,0,
5872,JHUNJHUNU,CHIRAWA,LAMBA,GEN,GULABRAI,MALE,GEN,lamba,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAlamba,5742,JHUNJHUNU,CHIRAWA,LAMBA,OBC,Ramanand,M,OBC,lamba,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAlamba,0,
5873,JHUNJHUNU,CHIRAWA,MANDELA,GEN,SAMUNDRA SINGH,MALE,GEN,mandrela,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAmandrela,5744,JHUNJHUNU,CHIRAWA,MANDRELA,GENW,deepa devi,F,OBCW,mandrela,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAmandrela,0,
5875,JHUNJHUNU,CHIRAWA,NARHAD,GEN,SUBHASH CHANDRA,MALE,OBC,narhar,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAnarhar,5745,JHUNJHUNU,CHIRAWA,NARHAR,SCW,Reshami,F,SCW,narhar,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAnarhar,0,
5874,JHUNJHUNU,CHIRAWA,NAARI,GEN W,INDRAMANI DEVI,FEMALE,OBC,nari,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAnari,5749,JHUNJHUNU,CHIRAWA,SARI,GEN,sumer singh,M,OBC,sari,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsari,1,1
5874,JHUNJHUNU,CHIRAWA,NAARI,GEN W,INDRAMANI DEVI,FEMALE,OBC,nari,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAnari,5746,JHUNJHUNU,CHIRAWA,NARI,GEN,Sri narayan,M,OBC,nari,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAnari,0,
5876,JHUNJHUNU,CHIRAWA,OJTU,GEN,OMPRAKASH,MALE,OBC,ojtu,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAojtu,5748,JHUNJHUNU,CHIRAWA,OJTU,OBCW,bhateri,F,OBCW,ojtu,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAojtu,0,
5877,JHUNJHUNU,CHIRAWA,SAARI,OBC,SAALIM,MALE,OBC,sari,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsari,5746,JHUNJHUNU,CHIRAWA,NARI,GEN,Sri narayan,M,OBC,nari,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAnari,1,1
5877,JHUNJHUNU,CHIRAWA,SAARI,OBC,SAALIM,MALE,OBC,sari,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsari,5749,JHUNJHUNU,CHIRAWA,SARI,GEN,sumer singh,M,OBC,sari,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsari,0,
5879,JHUNJHUNU,CHIRAWA,SOLANA,GEN W,SUPYAR DEVI,FEMALE,OBC,solana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsolana,5752,JHUNJHUNU,CHIRAWA,SULTANA,GEN,hakimuddin,M,GEN,sultana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsultana,2,1
5879,JHUNJHUNU,CHIRAWA,SOLANA,GEN W,SUPYAR DEVI,FEMALE,OBC,solana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsolana,5751,JHUNJHUNU,CHIRAWA,SOLANA,OBCW,sumitra,F,OBCW,solana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsolana,0,
5880,JHUNJHUNU,CHIRAWA,SULTANA,GEN,KUMER SINGH,MALE,GEN,sultana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsultana,5751,JHUNJHUNU,CHIRAWA,SOLANA,OBCW,sumitra,F,OBCW,solana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsolana,2,1
5880,JHUNJHUNU,CHIRAWA,SULTANA,GEN,KUMER SINGH,MALE,GEN,sultana,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAsultana,5752,JHUNJHUNU,CHIRAWA,SULTANA,GEN,hakimuddin,M,GEN,sultana,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAsultana,0,
5881,JHUNJHUNU,CHIRAWA,TIGIYAS,SC W,PARMESHWARI DEVI,FEMALE,SC,tigiyas,JHUNJHUNU,CHIRAWA,NA,JHUNJHUNUCHIRAWAtigiyas,5753,JHUNJHUNU,CHIRAWA,TIGIYAS,GEN,jagdish saini,M,OBC,tigiyas,JHUNJHUNU,CHIRAWA,JHUNJHUNUCHIRAWAtigiyas,0,
5882,JHUNJHUNU,JHUNJHUNU,ABUSAR,OBC W,RAJANI,FEMALE,OBC,abusar,JHUNJHUNU,JHUNJHUNU,NA,JHUNJHUNUJHUNJHUNUabusar,5755,JHUNJHUNU,JHUNJHUNU,ABUSAR,GENW,KESHAR,F,OBCW,abusar,JHUNJHUNU,JHUNJHUNU,JHUNJHUNUJHUNJHUNUabusar,0,
5883,JHUNJHUNU,JHUNJHUNU,AJARI KALAN,ST,INDRAJ,MALE,ST,ajari kalan,JHUNJHUNU,JHUNJHUNU,NA,JHUNJHUNUJHUNJHUNUajari kalan,5756,JHUNJHUNU,JHUNJHUNU,AJARI KALAN,SC,RANJANI,F,SCW,ajari kalan,JHUNJHUNU,JHUNJHUNU,JHUNJHUNUJHUNJHUNUajari kalan,0,
5884,JHUNJHUNU,JHUNJHUNU,AJIT GARH,GEN,SHIVKUMAR,MALE,OBC,ajeetgarh,JHUNJHUNU,JHUNJHUNU,NA,JHUNJHUNUJHUNJHUNUajeetgarh,5757,JHUNJHUNU,JHUNJHUNU,AJEETGARH,GENW,DROPADI,F,GENW,ajeetgarh,JHUNJHUNU,JHUNJHUNU,JHUNJHUNUJHUNJHUNUajeetgarh,0,
5886,JHUNJHUNU,JHUNJHUNU,BAKARA,SC W,KAVITA,FEMALE,SC,bakara,JHUNJHUNU,JHUNJHUNU,NA,JHUNJHUNUJHUNJHUNUbakara,5758,JHUNJHUNU,JHUNJHUNU,BAKARA,GEN,SATISH KUMAR,M,OBC,bakara,JHUNJHUNU,JHUNJHUNU,JHUNJHUNUJHUNJHUNUbakara,0,
5887,JHUNJHUNU,JHUNJHUNU,BAS NANAG,GEN W,KAMALESH,FEMALE,OBC,bas nanag,JHUNJHUNU,JHUNJHUNU,NA,JHUNJHUNUJHUNJHUNUbas nanag,5759,JHUNJHUNU,JHUNJHUNU,BAS NANAG,GEN,KAMLESH,F,GENW,bas nanag,JHUNJHUNU,JHUNJHUNU,JHUNJHUNUJHUNJHUNUbas nanag,0,
