sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist,nuke
5753,JHALAWAR,PIRAWA,KHARPAKALAN,SC W,GUDDI BAI,FEMALE,SC,kharpakalan,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAkharpakalan,5625,JHALAWAR,PIRAWA,KHARPAKALAN,OBC,SHAMU BAI,F,OBCW,kharpakalan,JHALAWAR,PIRAWA,JHALAWARPIRAWAkharpakalan,0,
5754,JHALAWAR,PIRAWA,KHERANA,GEN W,SARDAR BAI,FEMALE,OBC,kherana,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAkherana,5626,JHALAWAR,PIRAWA,KHERANA,GENW,AYODHYA BAI,F,OBCW,kherana,JHALAWAR,PIRAWA,JHALAWARPIRAWAkherana,0,
5755,JHALAWAR,PIRAWA,KOTADI,OBC W,RODU BAI,FEMALE,OBC,kotadi,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAkotadi,5627,JHALAWAR,PIRAWA,KOTDI,SC,DINESH KUMAR,M,SC,kotdi,JHALAWAR,PIRAWA,JHALAWARPIRAWAkotdi,1,
5756,JHALAWAR,PIRAWA,MANGISPUR,GEN W,MUNNI BAI,FEMALE,OBC,magispur,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAmagispur,5628,JHALAWAR,PIRAWA,MAGISPUR,GENW,DEEKSHA BAI,F,OBCW,magispur,JHALAWAR,PIRAWA,JHALAWARPIRAWAmagispur,0,
5757,JHALAWAR,PIRAWA,MANTHNIYA,SC W,PHALKU BAI,FEMALE,SC,mathaniya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAmathaniya,5629,JHALAWAR,PIRAWA,MATHANIYA,OBC,MOHAN LAL,M,OBC,mathaniya,JHALAWAR,PIRAWA,JHALAWARPIRAWAmathaniya,0,
5758,JHALAWAR,PIRAWA,NOLAI,GEN,BHAGWAN SINGH,MALE,OBC,nolai,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAnolai,5613,JHALAWAR,PIRAWA,DOL A,GEN,BHERU LAL,M,OBC,dola,JHALAWAR,PIRAWA,JHALAWARPIRAWAdola,2,1
5758,JHALAWAR,PIRAWA,NOLAI,GEN,BHAGWAN SINGH,MALE,OBC,nolai,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAnolai,5630,JHALAWAR,PIRAWA,NOLAI,GEN,BHAGWAN SINGH,M,OBC,nolai,JHALAWAR,PIRAWA,JHALAWARPIRAWAnolai,0,
5759,JHALAWAR,PIRAWA,ODIYAKHERI,GEN,KALAWATI,FEMALE,OBC,odiyakhedi,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAodiyakhedi,5631,JHALAWAR,PIRAWA,ODIY AKHEDI,GEN,KALAWATI BAI,F,OBCW,odiyakhedi,JHALAWAR,PIRAWA,JHALAWARPIRAWAodiyakhedi,0,
5760,JHALAWAR,PIRAWA,OSAVA,GEN,DULE SINGH,MALE,GEN,osav,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAosav,5632,JHALAWAR,PIRAWA,OSAV,OBC,RADHE SHYAM,M,OBC,osav,JHALAWAR,PIRAWA,JHALAWARPIRAWAosav,0,
5761,JHALAWAR,PIRAWA,RAIPUR,GEN,BHAIRON LAL,MALE,OBC,raipur,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAraipur,5633,JHALAWAR,PIRAWA,RAIPUR,SCW,MANJU BAI,F,SCW,raipur,JHALAWAR,PIRAWA,JHALAWARPIRAWAraipur,0,
5763,JHALAWAR,PIRAWA,RAMPURIYA,OBC,ARJUN SINGH,MALE,OBC,rampuriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWArampuriya,5634,JHALAWAR,PIRAWA,RAMPURIY A,GENW,THAN KUNWAR SODIYA,F,OBCW,rampuriya,JHALAWAR,PIRAWA,JHALAWARPIRAWArampuriya,0,
5762,JHALAWAR,PIRAWA,RAMAYADALPAT,GEN,GOKUL SINGH,MALE,GEN,remayaldalpat,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAremayaldalpat,5635,JHALAWAR,PIRAWA,REMAYALDALPAT,GENW,BHAGAT BAI,F,OBCW,remayaldalpat,JHALAWAR,PIRAWA,JHALAWARPIRAWAremayaldalpat,0,
5770,JHALAWAR,PIRAWA,SEMLA,GEN,JANKILAL,MALE,OBC,saimla,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsaimla,5636,JHALAWAR,PIRAWA,SAIMLA,SC,DINESH KUMAR,M,SC,saimla,JHALAWAR,PIRAWA,JHALAWARPIRAWAsaimla,0,
5769,JHALAWAR,PIRAWA,SEMALIKHAM,GEN,RAMESHWAR,MALE,OBC,saimli kham,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsaimli kham,5637,JHALAWAR,PIRAWA,SAIMLI KHAM,SCW,KAMLA BAI,F,SCW,saimli kham,JHALAWAR,PIRAWA,JHALAWARPIRAWAsaimli kham,0,
5765,JHALAWAR,PIRAWA,SALOTIYA,ST,MANGILAL,MALE,ST,salotiya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsalotiya,5639,JHALAWAR,PIRAWA,SALRIYA,GEN,SHYAM MANOHAR,M,GEN,salriya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsalriya,2,1
5765,JHALAWAR,PIRAWA,SALOTIYA,ST,MANGILAL,MALE,ST,salotiya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsalotiya,5638,JHALAWAR,PIRAWA,SALOTIYA,GEN,RADHE SHYAM,M,OBC,salotiya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsalotiya,0,
5766,JHALAWAR,PIRAWA,SAMRIYA,GEN W,PAN BAI,FEMALE,OBC,samriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsamriya,5641,JHALAWAR,PIRAWA,SANGRIY A,GEN,KESAR SINGH,M,GEN,sangriya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsangriya,2,1
5766,JHALAWAR,PIRAWA,SAMRIYA,GEN W,PAN BAI,FEMALE,OBC,samriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsamriya,5639,JHALAWAR,PIRAWA,SALRIYA,GEN,SHYAM MANOHAR,M,GEN,salriya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsalriya,1,1
5766,JHALAWAR,PIRAWA,SAMRIYA,GEN W,PAN BAI,FEMALE,OBC,samriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsamriya,5640,JHALAWAR,PIRAWA,SAMDIYA,GEN,DILIP KUMAR,M,GEN,samdiya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsamdiya,1,
5767,JHALAWAR,PIRAWA,SANGRIYA,GEN,KESHAR SINGH,MALE,GEN,sangriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsangriya,5639,JHALAWAR,PIRAWA,SALRIYA,GEN,SHYAM MANOHAR,M,GEN,salriya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsalriya,2,1
5767,JHALAWAR,PIRAWA,SANGRIYA,GEN,KESHAR SINGH,MALE,GEN,sangriya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsangriya,5641,JHALAWAR,PIRAWA,SANGRIY A,GEN,KESAR SINGH,M,GEN,sangriya,JHALAWAR,PIRAWA,JHALAWARPIRAWAsangriya,0,
5768,JHALAWAR,PIRAWA,SARKHERI,OBC W,JAMNA BAI,FEMALE,OBC,serkhedi,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAserkhedi,5642,JHALAWAR,PIRAWA,SERKHEDI,SCW,METHI BAI,F,SCW,serkhedi,JHALAWAR,PIRAWA,JHALAWARPIRAWAserkhedi,0,
5771,JHALAWAR,PIRAWA,SHERPUR,GEN W,LEELA BAI,FEMALE,OBC,sherpur,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsherpur,5643,JHALAWAR,PIRAWA,SHERPUR,GENW,LABHU BAI,F,OBCW,sherpur,JHALAWAR,PIRAWA,JHALAWARPIRAWAsherpur,0,
5772,JHALAWAR,PIRAWA,SIRPOI,GEN W,MOD BAI,FEMALE,GEN,sirpoi,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsirpoi,5644,JHALAWAR,PIRAWA,SIRPOI,GEN,FATEH SINGH,M,GEN,sirpoi,JHALAWAR,PIRAWA,JHALAWARPIRAWAsirpoi,0,
5773,JHALAWAR,PIRAWA,SOYALA,GEN,TANWAR SINGH,MALE,GEN,soyala,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsoyala,5645,JHALAWAR,PIRAWA,SOYALA,SC,RAMPRASAD,M,SC,soyala,JHALAWAR,PIRAWA,JHALAWARPIRAWAsoyala,0,
5774,JHALAWAR,PIRAWA,SUNEL,GEN,GOVIND,MALE,OBC,sunail,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsunail,5648,JHALAWAR,PIRAWA,UNHAIL,SC,RATAN LAL,M,SC,unhail,JHALAWAR,PIRAWA,JHALAWARPIRAWAunhail,2,1
5774,JHALAWAR,PIRAWA,SUNEL,GEN,GOVIND,MALE,OBC,sunail,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsunail,5647,JHALAWAR,PIRAWA,SUNAIL,GENW,RANI SONI,F,OBCW,sunail,JHALAWAR,PIRAWA,JHALAWARPIRAWAsunail,0,
5775,JHALAWAR,PIRAWA,SUNWAS,GEN,BAJRANG SINGH,MALE,GEN,sunwas,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAsunwas,5646,JHALAWAR,PIRAWA,SUDVAS,OBCW,MANJU BAI,F,OBCW,suvas,JHALAWAR,PIRAWA,JHALAWARPIRAWAsuvas,2,1
5776,JHALAWAR,PIRAWA,UNHEIL,GEN,VENKETESHWAR,MALE,GEN,unhail,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAunhail,5647,JHALAWAR,PIRAWA,SUNAIL,GENW,RANI SONI,F,OBCW,sunail,JHALAWAR,PIRAWA,JHALAWARPIRAWAsunail,2,1
5776,JHALAWAR,PIRAWA,UNHEIL,GEN,VENKETESHWAR,MALE,GEN,unhail,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAunhail,5648,JHALAWAR,PIRAWA,UNHAIL,SC,RATAN LAL,M,SC,unhail,JHALAWAR,PIRAWA,JHALAWARPIRAWAunhail,0,
5777,JHUNJHUNU,ALSISAR,ALSISAR,SC W,SANTOSH,FEMALE,SC,alsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARalsisar,5675,JHUNJHUNU,ALSISAR,MALSISAR,SCW,CHANDA DEVI,F,SCW,malsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmalsisar,1,
5777,JHUNJHUNU,ALSISAR,ALSISAR,SC W,SANTOSH,FEMALE,SC,alsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARalsisar,5649,JHUNJHUNU,ALSISAR,ALSISAR,OBC,VIJAY SINGH,M,OBC,alsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARalsisar,0,
5778,JHUNJHUNU,ALSISAR,BADET,GEN,BAJRANG,MALE,GEN,badet,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbadet,5650,JHUNJHUNU,ALSISAR,BADET,ST,MEERA,F,STW,badet,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbadet,0,
5779,JHUNJHUNU,ALSISAR,BAJLA,GEN,MOOLCHAND,MALE,OBC,bajla,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbajla,5651,JHUNJHUNU,ALSISAR,BAJLA,GENW,BIMALA,F,OBCW,bajla,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbajla,0,
5780,JHUNJHUNU,ALSISAR,BHIKHANSAR,OBC,BHADAR MAL,MALE,OBC,bheekhansar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbheekhansar,5652,JHUNJHUNU,ALSISAR,BHEEKHANSAR,GEN,SUNIT A,F,OBCW,bheekhansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbheekhansar,0,
5781,JHUNJHUNU,ALSISAR,BHUDAKA BAS,OBC W,PARMESHWARI DEVI,FEMALE,OBC,bhuda ka bas,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbhuda ka bas,5653,JHUNJHUNU,ALSISAR,BHUDA KA BAS,GEN,SUSHIL,M,OBC,bhuda ka bas,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbhuda ka bas,0,
5782,JHUNJHUNU,ALSISAR,BIRMI,SC W,KAMLA,FEMALE,SC,birmi,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARbirmi,5654,JHUNJHUNU,ALSISAR,BIRMI,OBC,BHAGWAN SINGH,M,OBC,birmi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARbirmi,0,
5783,JHUNJHUNU,ALSISAR,CHUDAILA,GEN W,ANITA DEVI,FEMALE,OBC,churela,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARchurela,5655,JHUNJHUNU,ALSISAR,CHUREL A,SC,KABUL SINGH,M,SC,churela,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARchurela,0,
5784,JHUNJHUNU,ALSISAR,DABDIDHIRSINGH,GEN,HEM SINGH,MALE,GEN,dabri dheersingh,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdabri dheersingh,5656,JHUNJHUNU,ALSISAR,DABRI DHEERSINGH,GEN,SURENDER SINGH,M,GEN,dabri dheersingh,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdabri dheersingh,0,
5785,JHUNJHUNU,ALSISAR,DHANURI,GEN,MOH. HAFIJ,MALE,OBC,dhanuri,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdhanuri,5657,JHUNJHUNU,ALSISAR,DHANURI,SC,T ARURAM,M,SC,dhanuri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdhanuri,0,
5786,JHUNJHUNU,ALSISAR,DHILSAR,OBC,AMAR CHAND,MALE,OBC,dheelsar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdheelsar,5658,JHUNJHUNU,ALSISAR,DHEELSAR,GEN,AMAR CHAND,M,OBC,dheelsar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdheelsar,0,
5787,JHUNJHUNU,ALSISAR,DILOI,GEN,GHASI RAM,MALE,OBC,diloi,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARdiloi,5659,JHUNJHUNU,ALSISAR,DILOI,GENW,INDRMANI,F,OBCW,diloi,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARdiloi,0,
5788,JHUNJHUNU,ALSISAR,GANGIYASAR,OBC,SAWANT KHAN,MALE,OBC,gangiyasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARgangiyasar,5660,JHUNJHUNU,ALSISAR,GANGIYASAR,GEN,SARDUL SINGH,M,GEN,gangiyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgangiyasar,0,
5789,JHUNJHUNU,ALSISAR,GOKHRI,GEN,SHABIR KHAN,MALE,GEN,gokhri,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARgokhri,5661,JHUNJHUNU,ALSISAR,GOKHRI,SC,T ARACHAND,M,SC,gokhri,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARgokhri,0,
5790,JHUNJHUNU,ALSISAR,HAMIRIKALAN,GEN,BHAWANI SINGH,MALE,OBC,hameeri kalan,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARhameeri kalan,5662,JHUNJHUNU,ALSISAR,HAMEERI KALAN,SC,AJAY KUMAR,M,SC,hameeri kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhameeri kalan,0,
5791,JHUNJHUNU,ALSISAR,HANSASAR,GEN W,SUSHILA,FEMALE,GEN,hansasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARhansasar,5663,JHUNJHUNU,ALSISAR,HANSASAR,GENW,SARDA DEVI,F,OBCW,hansasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARhansasar,0,
5792,JHUNJHUNU,ALSISAR,HARIPURA,GEN,SHIVCHAND SINGH,MALE,OBC,haripura,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARharipura,5664,JHUNJHUNU,ALSISAR,HARIPURA,GENW,PARMILA,F,OBCW,haripura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARharipura,0,
5793,JHUNJHUNU,ALSISAR,JABASAR,GEN,SHAMSAD ALI KHAN,MALE,GEN,jabasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARjabasar,5665,JHUNJHUNU,ALSISAR,JABASAR,SCW,SARDA,F,SCW,jabasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjabasar,0,
5794,JHUNJHUNU,ALSISAR,JHATAVAKHURD,GEN W,KAVITA,FEMALE,OBC,jhatawa khurd,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARjhatawa khurd,5666,JHUNJHUNU,ALSISAR,JHATAWA KHURD,OBC,PRADEEP KUMAR,M,OBC,jhatawa khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARjhatawa khurd,0,
5796,JHUNJHUNU,ALSISAR,KANKADEU KALA,OBC W,SHARVANI,FEMALE,OBC,kakreu kalan,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkakreu kalan,5667,JHUNJHUNU,ALSISAR,KAKREU KALAN,GEN,VIJENDER,M,OBC,kakreu kalan,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkakreu kalan,0,
5795,JHUNJHUNU,ALSISAR,KALIYASAR,OBC,MOHAN LAL,MALE,OBC,kaliyasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkaliyasar,5668,JHUNJHUNU,ALSISAR,KALIY ASAR,GENW,BANARSI DEVI,F,OBCW,kaliyasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkaliyasar,0,
5797,JHUNJHUNU,ALSISAR,KARANT,SC,RAMDEVA RAM,MALE,SC,karant,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkarant,5669,JHUNJHUNU,ALSISAR,KANT,OBC,SURESH,M,OBC,kant,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkant,2,1
5798,JHUNJHUNU,ALSISAR,KODESAR,SC,SUNIL KUMAR,MALE,SC,kodesar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkodesar,5670,JHUNJHUNU,ALSISAR,KODESAR,GEN,HARI RAM,M,OBC,kodesar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkodesar,0,
5799,JHUNJHUNU,ALSISAR,KOLINDA,OBC,JAGDISH,MALE,OBC,kolinda,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARkolinda,5671,JHUNJHUNU,ALSISAR,KOLINDA,GEN,TARACHAND JHANG,M,OBC,kolinda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARkolinda,0,
5800,JHUNJHUNU,ALSISAR,LADUSAR,GEN,MUSTAQ,MALE,GEN,ladusar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARladusar,5672,JHUNJHUNU,ALSISAR,LADUSAR,GENW,KELAPATI,F,OBCW,ladusar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARladusar,0,
5801,JHUNJHUNU,ALSISAR,LUNA,ST,KURDARAM,MALE,ST,luna,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARluna,5673,JHUNJHUNU,ALSISAR,LOONA,OBCW,SUNIT A,F,OBCW,loona,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARloona,2,
5802,JHUNJHUNU,ALSISAR,MAHANSAR,GEN W,VIMAL KANWAR,FEMALE,GEN,mahansar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARmahansar,5674,JHUNJHUNU,ALSISAR,MAHANSAR,OBCW,KUDRAT BANO,F,OBCW,mahansar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmahansar,0,
5803,JHUNJHUNU,ALSISAR,MALSISAR,GEN,VINOD,MALE,OBC,malsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARmalsisar,5649,JHUNJHUNU,ALSISAR,ALSISAR,OBC,VIJAY SINGH,M,OBC,alsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARalsisar,1,
5803,JHUNJHUNU,ALSISAR,MALSISAR,GEN,VINOD,MALE,OBC,malsisar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARmalsisar,5675,JHUNJHUNU,ALSISAR,MALSISAR,SCW,CHANDA DEVI,F,SCW,malsisar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARmalsisar,0,
5804,JHUNJHUNU,ALSISAR,NIRADHNU,GEN W,SUSHILA DEVI,FEMALE,GEN,niradhanu,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARniradhanu,5676,JHUNJHUNU,ALSISAR,NIRADHANU,SCW,BHAGW ANI,F,SCW,niradhanu,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARniradhanu,0,
5805,JHUNJHUNU,ALSISAR,PATODA,SC,MAHESH KUMAR,MALE,SC,patoda,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARpatoda,5677,JHUNJHUNU,ALSISAR,PATODA,GEN,RUGHVEER SINGH,M,GEN,patoda,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpatoda,0,
5806,JHUNJHUNU,ALSISAR,PILANI KHURD,GEN W,MUNGI DEVI,FEMALE,OBC,pilani khurd,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARpilani khurd,5678,JHUNJHUNU,ALSISAR,PILANI KHURD,GENW,MUGEE DEVI,F,OBCW,pilani khurd,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARpilani khurd,0,
5807,JHUNJHUNU,ALSISAR,RAMPURA,SC,CHUNNI LAL,MALE,SC,rampura,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARrampura,5679,JHUNJHUNU,ALSISAR,RAMPURA,OBCW,BANARSI,F,OBCW,rampura,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARrampura,0,
5808,JHUNJHUNU,ALSISAR,SONASAR,GEN,ROHITASH,MALE,OBC,sonasar,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARsonasar,5680,JHUNJHUNU,ALSISAR,SONASAR,GENW,MANJU,F,OBCW,sonasar,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARsonasar,0,
5809,JHUNJHUNU,ALSISAR,TAMKORE,GEN,GOKUL CHAND,MALE,OBC,tamkor,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARtamkor,5681,JHUNJHUNU,ALSISAR,TAMKOR,GEN,VIJAY BANSALI,M,GEN,tamkor,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARtamkor,0,
5810,JHUNJHUNU,ALSISAR,TANYEE,GEN W,DAULAT BANO,FEMALE,OBC,tanee,JHUNJHUNU,ALSISAR,NA,JHUNJHUNUALSISARtanee,5682,JHUNJHUNU,ALSISAR,TANEE,GENW,GULAB KANWAR,F,GENW,tanee,JHUNJHUNU,ALSISAR,JHUNJHUNUALSISARtanee,0,
5811,JHUNJHUNU,BUHANA,BADBAR,SC W,PRAMILA DEVI,FEMALE,SC,badbar,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAbadbar,5683,JHUNJHUNU,BUHANA,BADBAR,GENW,shashikanta,F,GENW,badbar,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAbadbar,0,
5813,JHUNJHUNU,BUHANA,BHENSAWTA KHURD,SC,BHADARMAL,MALE,SC,bhainsawat khurd,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAbhainsawat khurd,5684,JHUNJHUNU,BUHANA,BHAINSAWAT KHURD,GENW,sunita,F,OBCW,bhainsawat khurd,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAbhainsawat khurd,0,
5812,JHUNJHUNU,BUHANA,BHALOTH,GEN,SOMVEER,MALE,OBC,bhaloth,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAbhaloth,5685,JHUNJHUNU,BUHANA,BHALOTH,GEN,somveer,M,OBC,bhaloth,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAbhaloth,0,
5814,JHUNJHUNU,BUHANA,BHIRR,GEN W,ANITA,FEMALE,OBC,bhirr,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAbhirr,5686,JHUNJHUNU,BUHANA,BHIRR,GEN,ishversingh,M,GEN,bhirr,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAbhirr,0,
5815,JHUNJHUNU,BUHANA,BUHANA,OBC W,CHANDRAMANI,FEMALE,OBC,buhana,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAbuhana,5687,JHUNJHUNU,BUHANA,BUHANA,GENW,pushpa,F,GENW,buhana,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAbuhana,0,
5816,JHUNJHUNU,BUHANA,DHADHOT KALAN,OBC W,HARKOURI,FEMALE,OBC,dhadhot kalan,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAdhadhot kalan,5688,JHUNJHUNU,BUHANA,DHADHOT KALAN,GENW,Vinod devi,F,OBCW,dhadhot kalan,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAdhadhot kalan,0,
5817,JHUNJHUNU,BUHANA,DHANI BHALOTH,GEN W,SUGNI DEVI,FEMALE,GEN,dhani bhaloth,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAdhani bhaloth,5689,JHUNJHUNU,BUHANA,DHANI BHALOTH,GEN,pooran singh,M,GEN,dhani bhaloth,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAdhani bhaloth,0,
5818,JHUNJHUNU,BUHANA,DHULWA,OBC,MOHAN LAL,MALE,OBC,dhoolwa,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAdhoolwa,5690,JHUNJHUNU,BUHANA,DHOOLWA,GEN,Rajender singh,M,GEN,dhoolwa,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAdhoolwa,0,
5819,JHUNJHUNU,BUHANA,DUMOLI KALAN,GEN,MEHARCHAND,MALE,OBC,doomoli kalan,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAdoomoli kalan,5691,JHUNJHUNU,BUHANA,DOOMOLI KALAN,GEN,Ram singh,M,OBC,doomoli kalan,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAdoomoli kalan,0,
5820,JHUNJHUNU,BUHANA,DUMOLI KHURD,SC,PHOOLCHAND,MALE,SC,doomoli khurd,JHUNJHUNU,BUHANA,NA,JHUNJHUNUBUHANAdoomoli khurd,5692,JHUNJHUNU,BUHANA,DOOMOLI KHURD,GENW,sharda devi,F,OBCW,doomoli khurd,JHUNJHUNU,BUHANA,JHUNJHUNUBUHANAdoomoli khurd,0,
