sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
7497,NAGAUR,MUNDW A,KHARNAL,SC (Woman),MANISHA,,SC (Woman),kharnal,NAGAUR,MUNDAWA
7498,NAGAUR,MUNDW A,MANAKPURA,General (Woman),PUSHPA DEVI,,OBC (Woman),manakpura,NAGAUR,MUNDAWA
7499,NAGAUR,MUNDW A,MUNDIYADA,General (Woman),DINESH,,OBC,mundiyada,NAGAUR,MUNDAWA
7500,NAGAUR,MUNDW A,P ALDIJODHA,General,JAGDISH,,OBC,p aldijodha,NAGAUR,MUNDAWA
7501,NAGAUR,MUNDW A,PHIDOD,General,INDERCHAND FIRODA,,OBC,phidod,NAGAUR,MUNDAWA
7502,NAGAUR,MUNDW A,RUN,SC,DINESH MEGHWAL,,SC,run,NAGAUR,MUNDAWA
7503,NAGAUR,MUNDW A,SANKHW AS,General,ARJUN RAM,,OBC,sankhw as,NAGAUR,MUNDAWA
7504,NAGAUR,MUNDW A,SENI,General,RAMKUNW AR,,OBC,seni,NAGAUR,MUNDAWA
7505,NAGAUR,MUNDW A,SHEELGAON,General (Woman),SANTOSH,,OBC (Woman),sheelgaon,NAGAUR,MUNDAWA
7506,NAGAUR,MUNDW A,THIROD,SC (Woman),SANTOSH,,SC (Woman),thirod,NAGAUR,MUNDAWA
7507,NAGAUR,MUNDW A,BHAKROD,General,ASHA RAM,,OBC,bhakrod,NAGAUR,MUNDAWA
1987,BHARA TPUR,NADBAI,AICHERA,OBC,RAM AVTAR,,OBC,aichera,BHARATPUR,NADBAI
1988,BHARA TPUR,NADBAI,AKHAIGARH,SC,KOMAL,,SC,akhaigarh,BHARATPUR,NADBAI
1989,BHARA TPUR,NADBAI,ATARI,SC (Woman),LALITA,,SC (Woman),atari,BHARATPUR,NADBAI
1990,BHARA TPUR,NADBAI,BACHAMADI,General (Woman),POONAM,,OBC (Woman),bachamadi,BHARATPUR,NADBAI
1991,BHARA TPUR,NADBAI,BAROLICHAR,General,KRISHANP AL,,OBC,barolichar,BHARATPUR,NADBAI
1992,BHARA TPUR,NADBAI,BAROLIRAN,General,HARUPI,,OBC,baroliran,BHARATPUR,NADBAI
1993,BHARA TPUR,NADBAI,BEHRAMDA,General (Woman),RAJKUMARI,,OBC (Woman),behramda,BHARATPUR,NADBAI
1994,BHARA TPUR,NADBAI,BHADIRA,SC,VIRENDRA SINGH,,SC,bhadira,BHARATPUR,NADBAI
1995,BHARA TPUR,NADBAI,DEHARA,General,MANVENDRA,,OBC,dehara,BHARATPUR,NADBAI
1996,BHARA TPUR,NADBAI,GADOLI,General,GHANSHYAN SINGH,,OBC,gadoli,BHARATPUR,NADBAI
1997,BHARA TPUR,NADBAI,GAGW ANA,SC (Woman),NEELAM KUMARI,,SC (Woman),gagwana,BHARATPUR,NADBAI
1998,BHARA TPUR,NADBAI,GANGROLI,General (Woman),BABITA,,OBC (Woman),gangroli,BHARATPUR,NADBAI
1999,BHARA TPUR,NADBAI,HANT ARA,General,DINESH SINGH,,OBC,hantara,BHARATPUR,NADBAI
2000,BHARA TPUR,NADBAI,JAHANGEERPUR,OBC (Woman),GUDDI,,OBC (Woman),jahangeerpur,BHARATPUR,NADBAI
2001,BHARA TPUR,NADBAI,JHARKAI,OBC,GOVIND SINGH,,OBC,jharkai,BHARATPUR,NADBAI
2002,BHARA TPUR,NADBAI,KARHI,General,DAULAT SINGH,,OBC,karhi,BHARATPUR,NADBAI
2003,BHARA TPUR,NADBAI,KATARA,SC,HARCHANDI,,SC,katara,BHARATPUR,NADBAI
2004,BHARA TPUR,NADBAI,KAWAI,OBC (Woman),MANJU,,OBC (Woman),kawai,BHARATPUR,NADBAI
2005,BHARA TPUR,NADBAI,KHANGARI,General (Woman),VIMLESH,,OBC (Woman),khangari,BHARATPUR,NADBAI
2006,BHARA TPUR,NADBAI,KHATOTI,General (Woman),SARALA DEVI,,OBC (Woman),khatoti,BHARATPUR,NADBAI
2007,BHARA TPUR,NADBAI,KHEDI DEVI SINGH,OBC,JAGDISH,,OBC,khedi devi singh,BHARATPUR,NADBAI
2008,BHARA TPUR,NADBAI,KIRILI,General (Woman),SEEMA,,OBC,kirili,BHARATPUR,NADBAI
2009,BHARA TPUR,NADBAI,LAKHANPUR,SC (Woman),AKLESH KUMARI,,SC (Woman),lakhanpur,BHARATPUR,NADBAI
2010,BHARA TPUR,NADBAI,LUHASA,SC (Woman),GOP ALI,,SC (Woman),luhasa,BHARATPUR,NADBAI
2011,BHARA TPUR,NADBAI,MAI,SC,AMAR SINGH,,SC,mai,BHARATPUR,NADBAI
2012,BHARA TPUR,NADBAI,NAM,General (Woman),MADHU,,OBC (Woman),nam,BHARATPUR,NADBAI
2013,BHARA TPUR,NADBAI,NAYAWAS,OBC (Woman),PINKI DEVI,,OBC (Woman),nayawas,BHARATPUR,NADBAI
2014,BHARA TPUR,NADBAI,NEYOTHA,SC,KAPIL DEV,,SC,neyotha,BHARATPUR,NADBAI
2015,BHARA TPUR,NADBAI,PARSAVARA,General,TIMANP AL,,OBC,parsavara,BHARATPUR,NADBAI
2016,BHARA TPUR,NADBAI,PEHARSAR,General,BACHCHU SINGH,,OBC,peharsar,BHARATPUR,NADBAI
2017,BHARA TPUR,NADBAI,PIGORA,ST,KAMAL SINGH,,ST,pigora,BHARATPUR,NADBAI
2018,BHARA TPUR,NADBAI,PIPRAU,General,NANDKISHOR,,OBC,piprau,BHARATPUR,NADBAI
2019,BHARA TPUR,NADBAI,RAISEES,General (Woman),SANTOSH,,OBC (Woman),raisees,BHARATPUR,NADBAI
2020,BHARA TPUR,NADBAI,RONIJA,General (Woman),SUNITA DEVI,,OBC (Woman),ronija,BHARATPUR,NADBAI
2021,BHARA TPUR,NADBAI,T ALCHERA,General (Woman),MANJU,,OBC (Woman),talchera,BHARATPUR,NADBAI
2022,BHARA TPUR,NADBAI,UONCH,OBC,SHYAM SINGH,,OBC,uonch,BHARATPUR,NADBAI
2023,BHARA TPUR,NADBAI,UTARDA,OBC (Woman),REENA,,OBC (Woman),utarda,BHARATPUR,NADBAI
6947,KARAULI,NADOTI,BADAGAON,SC,SHYAMLAL VARGI,,SC,badagaon,KARAULI,NADOTI
6948,KARAULI,NADOTI,BADARAJPUR,General,SEEMA MEENA,,ST (Woman),badarajpur,KARAULI,NADOTI
6949,KARAULI,NADOTI,BAGOR,General,SURENDRA SINGH DHAKAD,,OBC,bagor,KARAULI,NADOTI
6950,KARAULI,NADOTI,BARDALA,SC (Woman),SUMITRA MHAVAR,,SC (Woman),bardala,KARAULI,NADOTI
6951,KARAULI,NADOTI,BHEELP ADA,General (Woman),SANJU RANI,,OBC (Woman),bheelp ada,KARAULI,NADOTI
6952,KARAULI,NADOTI,CHIRAVANDA,General,HARET LAL GURJAR,,OBC,chiravanda,KARAULI,NADOTI
6953,KARAULI,NADOTI,DALPURA,ST,SHRIPHAL MEENA,,ST,dalpura,KARAULI,NADOTI
6954,KARAULI,NADOTI,DHARIYA,ST (Woman),SUNIT A,,ST (Woman),dhariya,KARAULI,NADOTI
6955,KARAULI,NADOTI,DHOLET A,General,LAXMAN,,OBC,dholet a,KARAULI,NADOTI
6956,KARAULI,NADOTI,GADHKHEDA,ST (Woman),ANITA MEENA,,ST (Woman),gadhkheda,KARAULI,NADOTI
6957,KARAULI,NADOTI,GADHMORA,ST,BRIJLAL MINA,,ST,gadhmora,KARAULI,NADOTI
6958,KARAULI,NADOTI,GUDACHANDRAJI,SC,RADHESHYAM KHATIK,,SC,gudachandraji,KARAULI,NADOTI
6959,KARAULI,NADOTI,JEETKIPUR,OBC,VIKRAM SINGH GURJAR,,OBC,jeetkipur,KARAULI,NADOTI
6960,KARAULI,NADOTI,KEMA,ST,SHANKUNTLA MEENA,,ST (Woman),kema,KARAULI,NADOTI
6961,KARAULI,NADOTI,KEML A,ST,PYARELAL MEENA,,ST,keml a,KARAULI,NADOTI
6962,KARAULI,NADOTI,KEMRI,General (Woman),KAMLESH GURJAR,,OBC (Woman),kemri,KARAULI,NADOTI
6963,KARAULI,NADOTI,KUNJELA,SC,PAPPURAM MAHAWAR,,SC,kunjela,KARAULI,NADOTI
6964,KARAULI,NADOTI,MENDKAPURA,General,HANSRAJ,,OBC,mendkapura,KARAULI,NADOTI
6965,KARAULI,NADOTI,NADOTI,OBC (Woman),PARVEEN BANO,,OBC (Woman),nadoti,KARAULI,NADOTI
6966,KARAULI,NADOTI,P ALANPUR,General (Woman),GUDDI DEVI,,OBC (Woman),p alanpur,KARAULI,NADOTI
6967,KARAULI,NADOTI,RAJAHEDA,General (Woman),RAKAMBAI GUJAR,,OBC (Woman),rajaheda,KARAULI,NADOTI
6968,KARAULI,NADOTI,RAYSNA,SC (Woman),SHANKUNTLA MHAVAR,,SC (Woman),raysna,KARAULI,NADOTI
6969,KARAULI,NADOTI,RONSI,General (Woman),SUNIT A,,OBC (Woman),ronsi,KARAULI,NADOTI
6970,KARAULI,NADOTI,SAHAR,General (Woman),DEEPIKA DIKSHIT,,General (Woman),sahar,KARAULI,NADOTI
6971,KARAULI,NADOTI,SALAWAD,General,VIJAY SINGH JANKAWAT PURVIYA,,General,salawad,KARAULI,NADOTI
6972,KARAULI,NADOTI,SOP,SC (Woman),RUKMANI DHOBI,,SC (Woman),sop,KARAULI,NADOTI
6973,KARAULI,NADOTI,T ALCHIDA,ST (Woman),SARITA DEVI,,ST (Woman),t alchida,KARAULI,NADOTI
6974,KARAULI,NADOTI,TESGAON,General (Woman),RAMSAKHI,,OBC (Woman),tesgaon,KARAULI,NADOTI
6975,KARAULI,NADOTI,TIMAWA,General,KALYARAM,,ST,timawa,KARAULI,NADOTI
2024,BHARA TPUR,NAGAR,ALAMSHAH,OBC (Woman),BHAVANA YADAV,,OBC (Woman),alamshah,BHARATPUR,NAGAR
2025,BHARA TPUR,NAGAR,BERU,SC (Woman),BABALI,,SC (Woman),beru,BHARATPUR,NAGAR
2026,BHARA TPUR,NAGAR,BHA TPURA,General,AASEEN KHAN,,SC,bhatpura,BHARATPUR,NAGAR
2027,BHARA TPUR,NAGAR,CHIRAWALMALI,OBC,RAMA VT AR,,OBC,chirawalmali,BHARATPUR,NAGAR
2028,BHARA TPUR,NAGAR,DABAK,General,AFSANA,,OBC,dabak,BHARATPUR,NAGAR
2029,BHARA TPUR,NAGAR,DUNDAWAL,OBC,MUNFIT KHAN,,OBC,dundawal,BHARATPUR,NAGAR
2030,BHARA TPUR,NAGAR,FATEHPURKALAN,General (Woman),KHAIRUNA BANO,,OBC (Woman),fatehpurkalan,BHARATPUR,NAGAR
2031,BHARA TPUR,NAGAR,GAHANKAR,General (Woman),NEERAJ SINGH,,OBC (Woman),gahankar,BHARATPUR,NAGAR
2032,BHARA TPUR,NAGAR,GANGAWAK,General,RAMAN,,OBC,gangawak,BHARATPUR,NAGAR
2033,BHARA TPUR,NAGAR,GULP ADA,General (Woman),HASEENA,,OBC (Woman),gulpada,BHARATPUR,NAGAR
2034,BHARA TPUR,NAGAR,JAISHRI,General,CHANDRAJEET,,General,jaishri,BHARATPUR,NAGAR
2035,BHARA TPUR,NAGAR,JALALPUR,OBC,BARAKTULLA,,OBC,jalalpur,BHARATPUR,NAGAR
2036,BHARA TPUR,NAGAR,JALUKI,General (Woman),MAMTA JAYASVAL,,General (Woman),jaluki,BHARATPUR,NAGAR
2037,BHARA TPUR,NAGAR,JHANJHAR,OBC,HAKAMDEEN,,OBC,jhanjhar,BHARATPUR,NAGAR
2038,BHARA TPUR,NAGAR,KAKRALA,OBC (Woman),SHBNAM,,OBC (Woman),kakrala,BHARATPUR,NAGAR
2039,BHARA TPUR,NAGAR,KHANKHAWALI,General (Woman),MRINALINI,,OBC (Woman),khankhawali,BHARATPUR,NAGAR
2040,BHARA TPUR,NAGAR,KHESTI,General (Woman),SHABANA,,OBC (Woman),khesti,BHARATPUR,NAGAR
2041,BHARA TPUR,NAGAR,KHOHRI,General,HANIF KHAN,,OBC,khohri,BHARATPUR,NAGAR
2042,BHARA TPUR,NAGAR,MANOT AKALAN,ST,ANUJA MEENA,,SC,manotakalan,BHARATPUR,NAGAR
2043,BHARA TPUR,NAGAR,MORAKA,General,SHISHRAM,,OBC,moraka,BHARATPUR,NAGAR
2044,BHARA TPUR,NAGAR,MUDOTI,SC (Woman),RAJESH KUMARI,,SC (Woman),mudoti,BHARATPUR,NAGAR
2045,BHARA TPUR,NAGAR,MUNDIYA,General,ARSAD,,OBC,mundiya,BHARATPUR,NAGAR
2046,BHARA TPUR,NAGAR,PADLWAS,General (Woman),GEETA DEVI,,General (Woman),padlwas,BHARATPUR,NAGAR
2047,BHARA TPUR,NAGAR,P ALKA,SC,MURARILAL,,SC,palka,BHARATPUR,NAGAR
2048,BHARA TPUR,NAGAR,PENDKA,General (Woman),BABITA GURJAR,,OBC (Woman),pendka,BHARATPUR,NAGAR
2049,BHARA TPUR,NAGAR,RASIY A,General,SHIVRAM,,General,rasiya,BHARATPUR,NAGAR
2050,BHARA TPUR,NAGAR,SADAKPURI,SC,MADANLAL,,SC,sadakpuri,BHARATPUR,NAGAR
2051,BHARA TPUR,NAGAR,SAIMLAKALA,SC (Woman),RACHNA,,SC (Woman),saimlakala,BHARATPUR,NAGAR
2052,BHARA TPUR,NAGAR,SEMLI,General,SYBDAR,,OBC,semli,BHARATPUR,NAGAR
2053,BHARA TPUR,NAGAR,SIKIRI,OBC (Woman),JASVEER KAUR,,OBC (Woman),sikiri,BHARATPUR,NAGAR
2054,BHARA TPUR,NAGAR,SINGHW ALI,OBC (Woman),JAKIRA,,OBC (Woman),singhwali,BHARATPUR,NAGAR
2055,BHARA TPUR,NAGAR,SIRTHALA,General (Woman),LAXMI DEVI,,OBC (Woman),sirthala,BHARATPUR,NAGAR
2056,BHARA TPUR,NAGAR,SUNDARW ALI,General,DEVHARI,,OBC,sundarwali,BHARATPUR,NAGAR
2057,BHARA TPUR,NAGAR,T ARODAR,General (Woman),SAVITRI,,OBC (Woman),tarodar,BHARATPUR,NAGAR
2058,BHARA TPUR,NAGAR,TESKI,General (Woman),SAHUNI,,General (Woman),teski,BHARATPUR,NAGAR
2059,BHARA TPUR,NAGAR,THOON,General,MAHESH KUMAR,,OBC,thoon,BHARATPUR,NAGAR
2060,BHARA TPUR,NAGAR,UDKIDALLA,OBC (Woman),FATEENA,,OBC (Woman),udkidalla,BHARATPUR,NAGAR
2061,BHARA TPUR,NAGAR,BASBURJA,SC,SUNIL KUMAR,,SC,basburja,BHARATPUR,NAGAR
7508,NAGAUR,NAGAUR,ALAI,General (Woman),SUMAN,,General (Woman),alai,NAGAUR,NAGAUR
7509,NAGAUR,NAGAUR,AMARPURA,SC (Woman),HARKU DEVI,,SC (Woman),amarpura,NAGAUR,NAGAUR
7510,NAGAUR,NAGAUR,BALWA,General (Woman),PREM KANWAR,,General (Woman),balwa,NAGAUR,NAGAUR
7511,NAGAUR,NAGAUR,BARANGAON,General,MAHIP AL,,OBC,barangaon,NAGAUR,NAGAUR
7512,NAGAUR,NAGAUR,BARANI,OBC,ASHARAM,,OBC,barani,NAGAUR,NAGAUR
7513,NAGAUR,NAGAUR,BASNI,General,MOHD.SARDAR,,OBC,basni,NAGAUR,NAGAUR
7514,NAGAUR,NAGAUR,BHADANA,General,RADHEYSHYAM,,OBC,bhadana,NAGAUR,NAGAUR
7515,NAGAUR,NAGAUR,CHAU,SC (Woman),SUMAN,,SC (Woman),chau,NAGAUR,NAGAUR
7516,NAGAUR,NAGAUR,CHENAR,General,KHINV SINGH,,OBC,chenar,NAGAUR,NAGAUR
7517,NAGAUR,NAGAUR,CHHILA,General (Woman),MAMTA,,OBC (Woman),chhila,NAGAUR,NAGAUR
7518,NAGAUR,NAGAUR,CHUNTISARA,General (Woman),NARAYANI DEVI,,OBC (Woman),chuntisara,NAGAUR,NAGAUR
7519,NAGAUR,NAGAUR,DUKOSI,General,SAHABUDIN,,OBC,dukosi,NAGAUR,NAGAUR
7520,NAGAUR,NAGAUR,GANGW ANA,General,CHANDRA PRAKASH,,OBC,gangw ana,NAGAUR,NAGAUR
7521,NAGAUR,NAGAUR,GANTHILASAR,General (Woman),NANDU KANWAR,,General (Woman),ganthilasar,NAGAUR,NAGAUR
7522,NAGAUR,NAGAUR,GOGELAV,General (Woman),RUP A,,OBC (Woman),gogelav,NAGAUR,NAGAUR
7523,NAGAUR,NAGAUR,JHANDISRA,General,BIDAMI,,OBC (Woman),jhandisra,NAGAUR,NAGAUR
7524,NAGAUR,NAGAUR,JODHIYASI,General,KARN SINGH,,General,jodhiyasi,NAGAUR,NAGAUR
7525,NAGAUR,NAGAUR,KALADI,OBC (Woman),SUMA,,OBC (Woman),kaladi,NAGAUR,NAGAUR
7526,NAGAUR,NAGAUR,KHARI KARMSOTA,SC,RUP ARAM,,SC,khari karmsota,NAGAUR,NAGAUR
7527,NAGAUR,NAGAUR,KUMARI,General (Woman),HEENA KOSAR,,OBC (Woman),kumari,NAGAUR,NAGAUR
7528,NAGAUR,NAGAUR,MAKODI,OBC (Woman),SANTOSH,,OBC (Woman),makodi,NAGAUR,NAGAUR
7529,NAGAUR,NAGAUR,RAIDHUN,General (Woman),PATASI,,OBC (Woman),raidhun,NAGAUR,NAGAUR
7530,NAGAUR,NAGAUR,ROHINI,General (Woman),SHIVANGI,,OBC,rohini,NAGAUR,NAGAUR
7531,NAGAUR,NAGAUR,SARSANI,General (Woman),SARLA,,OBC (Woman),sarsani,NAGAUR,NAGAUR
7532,NAGAUR,NAGAUR,SA THERAN,SC (Woman),VIMLA,,SC (Woman),sa theran,NAGAUR,NAGAUR
7533,NAGAUR,NAGAUR,SEVDI,General (Woman),KANCHAN,,General (Woman),sevdi,NAGAUR,NAGAUR
7534,NAGAUR,NAGAUR,SHRIBALAJI,General,SUKHDEV,,OBC,shribalaji,NAGAUR,NAGAUR
7535,NAGAUR,NAGAUR,SHYAMSAR,OBC (Woman),JHANKARI,,OBC (Woman),shyamsar,NAGAUR,NAGAUR
7536,NAGAUR,NAGAUR,SINGAD,General (Woman),ANIT A,,OBC (Woman),singad,NAGAUR,NAGAUR
7537,NAGAUR,NAGAUR,SINOD,OBC,RAJARAM,,OBC,sinod,NAGAUR,NAGAUR
7538,NAGAUR,NAGAUR,TAUSAR,OBC,MISHRI LAL,,OBC,tausar,NAGAUR,NAGAUR
7539,NAGAUR,NAGAUR,UNTAWALIYA,OBC,DEVILAL,,OBC,untawaliya,NAGAUR,NAGAUR
7540,NAGAUR,NAGAUR,BHAWAD,SC,BHURARAM,,SC,bhawad,NAGAUR,NAGAUR
7541,NAGAUR,NAGAUR,DHUNDWALO KI DHANI,SC,DHANNARAM,,SC,dhundwalo ki dhani,NAGAUR,NAGAUR
7542,NAGAUR,NAGAUR,HANUMAN NAGAR,SC,ISHW AR,,SC,hanuman nagar,NAGAUR,NAGAUR
2999,BUNDI,NAINW A,AANTARDA,General (Woman),VIJAY KANWAR,,General (Woman),aantarda,BUNDI,NAINWA
3000,BUNDI,NAINW A,BACHHOLA,SC,MOHANLAL,,SC,bachhola,BUNDI,NAINWA
3001,BUNDI,NAINW A,BALAPURA,General,BADRILAL MEENA,,ST,balapura,BUNDI,NAINWA
3002,BUNDI,NAINW A,BAMANGAON,SC,ANIL,,SC,bamangaon,BUNDI,NAINWA
3003,BUNDI,NAINW A,BANSI,General,OMPRAKASH JAIN,,General,bansi,BUNDI,NAINWA
3004,BUNDI,NAINW A,BHAJNERI,SC (Woman),PRASANNA BAI,,SC (Woman),bhajneri,BUNDI,NAINWA
3005,BUNDI,NAINW A,DEI,General (Woman),GITA SONI,,OBC (Woman),dei,BUNDI,NAINWA
3006,BUNDI,NAINW A,DODI,ST,SHANTI LAL MEENA,,ST,dodi,BUNDI,NAINWA
3007,BUNDI,NAINW A,DOKUN,ST (Woman),SUMITRA BAI MINA,,ST (Woman),dokun,BUNDI,NAINWA
3008,BUNDI,NAINW A,DUGARI,General (Woman),SEEMA,,OBC (Woman),dugari,BUNDI,NAINWA
3009,BUNDI,NAINW A,GAMBHEERA,ST,NIJNAM,,ST,gambheera,BUNDI,NAINWA
3010,BUNDI,NAINW A,GUDADEVJI,General,RAMDEV,,OBC,gudadevji,BUNDI,NAINWA
3011,BUNDI,NAINW A,GUDHA SADAVRTIYA,SC (Woman),KHUSHBU,,SC (Woman),gudha sadavrtiya,BUNDI,NAINWA
3012,BUNDI,NAINW A,JAITPUR,General (Woman),BRAHMA KUMARI,,OBC,jaitpur,BUNDI,NAINWA
3013,BUNDI,NAINW A,JAJAWAR,General,VIRENDRA SINGH,,General,jajawar,BUNDI,NAINWA
3014,BUNDI,NAINW A,JARKHODA,OBC,BAJRANGLAL,,OBC,jarkhoda,BUNDI,NAINWA
3015,BUNDI,NAINW A,KAITHUDA,General (Woman),RAM MOORTI,,SC,kaithuda,BUNDI,NAINWA
3016,BUNDI,NAINW A,KARW AR,OBC (Woman),SUNITA NAGAR,,OBC (Woman),karw ar,BUNDI,NAINWA
3017,BUNDI,NAINW A,KHAJOORI,ST,SABULAL,,ST,khajoori,BUNDI,NAINWA
3018,BUNDI,NAINW A,KHANPURA,SC,CHHOTU LAL,,SC,khanpura,BUNDI,NAINWA
3019,BUNDI,NAINW A,KOLAHEDA,ST (Woman),SHAKUNT ALA,,ST (Woman),kolaheda,BUNDI,NAINWA
3020,BUNDI,NAINW A,MANI,ST,YASHPAL,,ST,mani,BUNDI,NAINWA
3021,BUNDI,NAINW A,MARA,General,HANSRAJ,,OBC,mara,BUNDI,NAINWA
3022,BUNDI,NAINW A,MODSA,General,MOJIRAM,,OBC,modsa,BUNDI,NAINWA
3023,BUNDI,NAINW A,PHULET A,ST (Woman),SANJAY BAI,,ST (Woman),phulet a,BUNDI,NAINWA
3024,BUNDI,NAINW A,PIPALIYA,ST (Woman),BARJI BAI,,ST (Woman),pipaliya,BUNDI,NAINWA
3025,BUNDI,NAINW A,RAJLAVATA,SC (Woman),RAMDHANI,,SC (Woman),rajlavata,BUNDI,NAINWA
3026,BUNDI,NAINW A,SADEDA,General (Woman),MANISHA,,General (Woman),sadeda,BUNDI,NAINWA
3027,BUNDI,NAINW A,SAHAN,General,SHIVPRASAD,,General,sahan,BUNDI,NAINWA
3028,BUNDI,NAINW A,SAMIDHI,General (Woman),PRIYANKA,,OBC (Woman),samidhi,BUNDI,NAINWA
3029,BUNDI,NAINW A,SOSOL A,General (Woman),SUNITA MEENA,,ST (Woman),sosol a,BUNDI,NAINWA
3030,BUNDI,NAINW A,SUVANIYA,General,JODHRAJ MEENA,,ST,suvaniya,BUNDI,NAINWA
3031,BUNDI,NAINW A,TALWAS,General,GANESH,,OBC,talwas,BUNDI,NAINWA
7641,NAGAUR,NAVAN,BARJAN,SC,DEVA RAM,,SC,barjan,NAGAUR,NAVAN
7642,NAGAUR,NAVAN,BHAGW ANPURA,General (Woman),ANJU,,OBC (Woman),bhagw anpura,NAGAUR,NAVAN
7643,NAGAUR,NAVAN,BHUNI,General,MADAN SINGH,,OBC,bhuni,NAGAUR,NAVAN
7644,NAGAUR,NAVAN,CHOSL A,OBC,DHARM SINGH,,OBC,chosl a,NAGAUR,NAVAN
7645,NAGAUR,NAVAN,DEOLI KALAN,ST,GOPAL LAL MEENA,,ST,deoli kalan,NAGAUR,NAVAN
7646,NAGAUR,NAVAN,GOVINDI,SC,RAMPAL VERMA,,SC,govindi,NAGAUR,NAVAN
7647,NAGAUR,NAVAN,GUDHA SALOT,OBC,VIRENDRA KUMAR SAINI,,OBC,gudha salot,NAGAUR,NAVAN
7648,NAGAUR,NAVAN,INDOKHA,General (Woman),VIMLA DEVI,,OBC (Woman),indokha,NAGAUR,NAVAN
7649,NAGAUR,NAVAN,JABDINAGAR,General,NARAYAN RAM,,OBC,jabdinagar,NAGAUR,NAVAN
7650,NAGAUR,NAVAN,KHAKDKHI,General (Woman),SUGNA DEVI,,SC (Woman),khakdkhi,NAGAUR,NAVAN
7651,NAGAUR,NAVAN,KHARDIYA,General,BHANWAR SINGH,,General,khardiya,NAGAUR,NAVAN
7652,NAGAUR,NAVAN,LICHANA,General (Woman),PATASI DEVI,,OBC (Woman),lichana,NAGAUR,NAVAN
7653,NAGAUR,NAVAN,LUNAVA,OBC,GOPAL KRISHAN,,OBC,lunava,NAGAUR,NAVAN
7654,NAGAUR,NAVAN,MAHARAJPURA,SC,RIDHKARAN,,SC,maharajpura,NAGAUR,NAVAN
7655,NAGAUR,NAVAN,MAROTH,General (Woman),SANTRA DEVI,,OBC (Woman),maroth,NAGAUR,NAVAN
7656,NAGAUR,NAVAN,MEENDA,General (Woman),KAMLESH KANWAR,,General (Woman),meenda,NAGAUR,NAVAN
7657,NAGAUR,NAVAN,MEETHDI,General,LOKENDRA SINGH,,General,meethdi,NAGAUR,NAVAN
7658,NAGAUR,NAVAN,MUNDGHOSAI,OBC (Woman),GEETA DEVI,,OBC (Woman),mundghosai,NAGAUR,NAVAN
7659,NAGAUR,NAVAN,MUWANA,OBC (Woman),KAMALA,,OBC (Woman),muwana,NAGAUR,NAVAN
7660,NAGAUR,NAVAN,P ANCHOT A,General (Woman),CHANDRA KANTA,,General (Woman),p anchot a,NAGAUR,NAVAN
7661,NAGAUR,NAVAN,RAJLIYA,SC (Woman),VANDNA PIPRALIYA,,SC (Woman),rajliya,NAGAUR,NAVAN
7662,NAGAUR,NAVAN,SHIMBHUPURA,General,RAGHUVEER SINGH,,General,shimbhupura,NAGAUR,NAVAN
7663,NAGAUR,NAVAN,SHYAMGARH,General (Woman),PINKY DEVI,,General (Woman),shyamgarh,NAGAUR,NAVAN
7664,NAGAUR,NAVAN,SOLAYA,SC (Woman),MAYA DEVI,,SC (Woman),solaya,NAGAUR,NAVAN
6265,JHUNJHUNU,NAWALGARH,BARWASI,OBC,SURESH KUMAR,,OBC,barwasi,JHUNJHUNU,NAWALGARH
6266,JHUNJHUNU,NAWALGARH,BASAWA,SC,MANESH,,SC,basawa,JHUNJHUNU,NAWALGARH
6267,JHUNJHUNU,NAWALGARH,BAY,OBC (Woman),TARA DEVI,,OBC (Woman),bay,JHUNJHUNU,NAWALGARH
6268,JHUNJHUNU,NAWALGARH,BIROL,General,GHASIRAM,,OBC,birol,JHUNJHUNU,NAWALGARH
6269,JHUNJHUNU,NAWALGARH,BUGALA,General,TULSIRAM,,OBC,bugala,JHUNJHUNU,NAWALGARH
6270,JHUNJHUNU,NAWALGARH,CHELASI,General (Woman),NAVITA,,OBC (Woman),chelasi,JHUNJHUNU,NAWALGARH
6271,JHUNJHUNU,NAWALGARH,CHIRANA,General (Woman),PRIYANKA KUMARI,,OBC (Woman),chirana,JHUNJHUNU,NAWALGARH
6272,JHUNJHUNU,NAWALGARH,DEOGAON (NOONA),General,SAGARMAL,,OBC,deogaon (noona),JHUNJHUNU,NAWALGARH
6273,JHUNJHUNU,NAWALGARH,DHANIA NAWALGARH,General (Woman),PINKI,,OBC (Woman),dhania nawalgarh,JHUNJHUNU,NAWALGARH
6274,JHUNJHUNU,NAWALGARH,DHIGAL,General (Woman),SHUSHIL A,,OBC (Woman),dhigal,JHUNJHUNU,NAWALGARH
6275,JHUNJHUNU,NAWALGARH,DOOMRA,General (Woman),BULKESH DEVI,,OBC (Woman),doomra,JHUNJHUNU,NAWALGARH
6276,JHUNJHUNU,NAWALGARH,DUNDLOD,General,RADHESHYAM,,OBC,dundlod,JHUNJHUNU,NAWALGARH
6277,JHUNJHUNU,NAWALGARH,GHORIBARA KHURD,General (Woman),ANITA KANWAR,,General (Woman),ghoribara khurd,JHUNJHUNU,NAWALGARH
6278,JHUNJHUNU,NAWALGARH,GOTHRA,General,SHRAWAN SINGH,,General,gothra,JHUNJHUNU,NAWALGARH
