sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
5007,JAIPUR,DUDU,DUDU,General,KULDEEP SINGH,,General,dudu,JAIPUR,DUDU
5008,JAIPUR,DUDU,GADOTA,General (Woman),BADAM DEVI,,OBC (Woman),gadota,JAIPUR,DUDU
5009,JAIPUR,DUDU,GAGRUD,General (Woman),SONU DEVI,,General (Woman),gagrud,JAIPUR,DUDU
5010,JAIPUR,DUDU,GAINJI,SC,P APPU,,SC,gainji,JAIPUR,DUDU
5011,JAIPUR,DUDU,GANGA TIKALA,ST,RADHA DEVI,,ST (Woman),ganga tikala,JAIPUR,DUDU
5012,JAIPUR,DUDU,GEHLOT A,OBC (Woman),KANCHAN,,OBC (Woman),gehlot a,JAIPUR,DUDU
5013,JAIPUR,DUDU,GIDANI,General (Woman),ANITA CHOUDHARY,,OBC (Woman),gidani,JAIPUR,DUDU
5014,JAIPUR,DUDU,GUDABERSAL,SC,RAMLAL BALAI,,SC,gudabersal,JAIPUR,DUDU
5015,JAIPUR,DUDU,HARSOLI,General (Woman),REKHA JAIN,,General (Woman),harsoli,JAIPUR,DUDU
5016,JAIPUR,DUDU,HAWASPURA,General (Woman),PHULA DEVI,,OBC (Woman),hawaspura,JAIPUR,DUDU
5017,JAIPUR,DUDU,HIRNODA,General,BABITA NETWAL,,OBC (Woman),hirnoda,JAIPUR,DUDU
5018,JAIPUR,DUDU,JHAG,General,ARJUNLAL,,OBC,jhag,JAIPUR,DUDU
5019,JAIPUR,DUDU,JHARNA,ST (Woman),GANGA DEVI MEENA,,ST (Woman),jharna,JAIPUR,DUDU
5020,JAIPUR,DUDU,KACHROD,OBC,BHANWAR LAL BHINDI,,OBC,kachrod,JAIPUR,DUDU
5021,JAIPUR,DUDU,KHUDIYALA,SC (Woman),BABITA DEVI,,SC (Woman),khudiyala,JAIPUR,DUDU
5022,JAIPUR,DUDU,KORSEENA,General,KANSINGH,,General,korseena,JAIPUR,DUDU
5023,JAIPUR,DUDU,MAMANA,General,RAMAWTAR CHAPARIYA,,OBC,mamana,JAIPUR,DUDU
5024,JAIPUR,DUDU,MANGALWADA,General,RAMESHWARLAL JAT,,OBC,mangalwada,JAIPUR,DUDU
5025,JAIPUR,DUDU,MARW A,SC (Woman),MEHRAJ,,SC (Woman),marw a,JAIPUR,DUDU
5026,JAIPUR,DUDU,MEHL A,OBC,BHANW ARLAL,,OBC,mehl a,JAIPUR,DUDU
5027,JAIPUR,DUDU,MOJAMABAD,SC,HEERALAL BAIRWA,,SC,mojamabad,JAIPUR,DUDU
5028,JAIPUR,DUDU,MOKHAMPURA,General (Woman),CHUTTAN DEVI,,OBC (Woman),mokhampura,JAIPUR,DUDU
5029,JAIPUR,DUDU,NANAN,General (Woman),CHANTA DEVI,,OBC (Woman),nanan,JAIPUR,DUDU
5030,JAIPUR,DUDU,NARAYANA,SC,BHANWARLAL DEVATWAL,,SC,narayana,JAIPUR,DUDU
5031,JAIPUR,DUDU,P ADASOLI,General (Woman),KIRAN KANWAR,,General (Woman),p adasoli,JAIPUR,DUDU
5032,JAIPUR,DUDU,RASILI,OBC,RAJENDRA CHOUDHARY,,OBC,rasili,JAIPUR,DUDU
5033,JAIPUR,DUDU,REHLANA,General,BACHHULAL,,OBC,rehlana,JAIPUR,DUDU
5034,JAIPUR,DUDU,ROJADI,OBC (Woman),CHANDRAKANT A,,OBC (Woman),rojadi,JAIPUR,DUDU
5035,JAIPUR,DUDU,SAKHUN,General (Woman),SAHIN,,OBC (Woman),sakhun,JAIPUR,DUDU
5036,JAIPUR,DUDU,SALI,General (Woman),GARIMA KANWAR,,General (Woman),sali,JAIPUR,DUDU
5037,JAIPUR,DUDU,SANW ALI,General,VEDPAL SINGH,,General,sanw ali,JAIPUR,DUDU
5038,JAIPUR,DUDU,SARDULPURA,General (Woman),SUMAN CHAUDHARY,,OBC (Woman),sardulpura,JAIPUR,DUDU
5039,JAIPUR,DUDU,SAWARDA,OBC,CHHIT ARMAL,,OBC,sawarda,JAIPUR,DUDU
5040,JAIPUR,DUDU,SEW A,General,RAMLAL,,OBC,sew a,JAIPUR,DUDU
5041,JAIPUR,DUDU,SHRIRAMPURA,General (Woman),KANCHAN KANWAR,,OBC (Woman),shrirampura,JAIPUR,DUDU
5042,JAIPUR,DUDU,SORIHIKAOLAN,OBC,RAMSWAROOP CHAUDHARY,,OBC,sorihikaolan,JAIPUR,DUDU
5043,JAIPUR,DUDU,SUNADIYA,General (Woman),SANTOSH KANWAR,,General (Woman),sunadiya,JAIPUR,DUDU
5044,JAIPUR,DUDU,SURSINGHPURA,SC,MADAN LAL,,SC,sursinghpura,JAIPUR,DUDU
5045,JAIPUR,DUDU,UGARIYAWAS,General,NEMICHAND BAIRWA,,SC,ugariyawas,JAIPUR,DUDU
5046,JAIPUR,DUDU,URSEYA,General (Woman),SHILP A,,General (Woman),urseya,JAIPUR,DUDU
5047,JAIPUR,DUDU,KHEDIRAM,SC (Woman),LAXMI DEVI,,SC (Woman),khediram,JAIPUR,DUDU
2631,BIKANER,DUNGARGARH,ADASAR,OBC,BHART KUMAR,,OBC,adasar,BIKANER,DUNGARGARH
2632,BIKANER,DUNGARGARH,BADELA,General,TOLARAM,,OBC,badela,BIKANER,DUNGARGARH
2633,BIKANER,DUNGARGARH,BANA,General (Woman),MENKA,,OBC (Woman),bana,BIKANER,DUNGARGARH
2634,BIKANER,DUNGARGARH,BAPAU,OBC (Woman),YSHODA,,OBC (Woman),bapau,BIKANER,DUNGARGARH
2635,BIKANER,DUNGARGARH,BERJANGSAR,OBC (Woman),PRIYANKA,,OBC (Woman),berjangsar,BIKANER,DUNGARGARH
2636,BIKANER,DUNGARGARH,BIGGA,General (Woman),SUNIT A,,OBC (Woman),bigga,BIKANER,DUNGARGARH
2637,BIKANER,DUNGARGARH,BIJASAR,General (Woman),TOLU,,OBC,bijasar,BIKANER,DUNGARGARH
2638,BIKANER,DUNGARGARH,DHARMAS,General (Woman),SUMAN,,General (Woman),dharmas,BIKANER,DUNGARGARH
2639,BIKANER,DUNGARGARH,DHIRDESAR CHOTIYAN,General (Woman),KIRAN KANWAR,,General (Woman),dhirdesar chotiyan,BIKANER,DUNGARGARH
2640,BIKANER,DUNGARGARH,DULCHASAR,General,GIRDHARI LAL,,OBC,dulchasar,BIKANER,DUNGARGARH
2641,BIKANER,DUNGARGARH,DUSARNA PANDRIKJI,General,OM PRAKASH,,OBC,dusarna pandrikji,BIKANER,DUNGARGARH
2642,BIKANER,DUNGARGARH,GUSAISER BADA,General (Woman),SHARDA,,OBC (Woman),gusaiser bada,BIKANER,DUNGARGARH
2643,BIKANER,DUNGARGARH,INDPALSAR SANKHLAN,General (Woman),RADHA DEVI,,OBC (Woman),indpalsar sankhlan,BIKANER,DUNGARGARH
2644,BIKANER,DUNGARGARH,JAKHASAR,General,RATAN SINGH,,General,jakhasar,BIKANER,DUNGARGARH
2645,BIKANER,DUNGARGARH,JODHASAR,General (Woman),NIRJAN KANWAR,,General (Woman),jodhasar,BIKANER,DUNGARGARH
2646,BIKANER,DUNGARGARH,KITASAR BHATIYAN,OBC (Woman),BHANWRI,,OBC (Woman),kitasar bhatiyan,BIKANER,DUNGARGARH
2647,BIKANER,DUNGARGARH,LEKHASAR,OBC,BHAGURAM,,OBC,lekhasar,BIKANER,DUNGARGARH
2648,BIKANER,DUNGARGARH,LIKHMADESAR,General,MUKAN NATH,,OBC,likhmadesar,BIKANER,DUNGARGARH
2649,BIKANER,DUNGARGARH,MOMASAR,General,JETHARAM,,OBC,momasar,BIKANER,DUNGARGARH
2650,BIKANER,DUNGARGARH,PUNRASAR,General (Woman),DHAPU,,OBC,punrasar,BIKANER,DUNGARGARH
2651,BIKANER,DUNGARGARH,RIDI,OBC (Woman),CHAMPA,,OBC (Woman),ridi,BIKANER,DUNGARGARH
2652,BIKANER,DUNGARGARH,SA W ANTSAR,General (Woman),MANJU,,General (Woman),sawantsar,BIKANER,DUNGARGARH
2653,BIKANER,DUNGARGARH,SHERUNA,General,BABULAL,,General,sheruna,BIKANER,DUNGARGARH
2654,BIKANER,DUNGARGARH,SONIYASAR MITHIYA,General,GHANSHYAM,,OBC,soniyasar mithiya,BIKANER,DUNGARGARH
2655,BIKANER,DUNGARGARH,SUDSAR,General,YASHODA,,OBC (Woman),sudsar,BIKANER,DUNGARGARH
2656,BIKANER,DUNGARGARH,SURAJANSAR,General (Woman),SHANTI,,OBC (Woman),surajansar,BIKANER,DUNGARGARH
2657,BIKANER,DUNGARGARH,THUDARIYASAR,OBC,GOPALNATH,,OBC,thudariyasar,BIKANER,DUNGARGARH
2658,BIKANER,DUNGARGARH,TOLIYASAR,OBC (Woman),SAVATRI,,OBC (Woman),toliyasar,BIKANER,DUNGARGARH
2659,BIKANER,DUNGARGARH,UDRASAR,OBC,LEKHRAM,,OBC,udrasar,BIKANER,DUNGARGARH
2660,BIKANER,DUNGARGARH,UPNI,General,HARUNA TH,,OBC,upni,BIKANER,DUNGARGARH
2661,BIKANER,DUNGARGARH,SAMANDSAR,SC,POMA RAM,,SC,samandsar,BIKANER,DUNGARGARH
2662,BIKANER,DUNGARGARH,JALBASAR,SC (Woman),CHUNADEVI,,SC (Woman),jalbasar,BIKANER,DUNGARGARH
2663,BIKANER,DUNGARGARH,DERAJSAR,OBC,DANA RAM,,OBC,derajsar,BIKANER,DUNGARGARH
2664,BIKANER,DUNGARGARH,JAISALSAR,SC,SUSHMA DEVI,,SC,jaisalsar,BIKANER,DUNGARGARH
2665,BIKANER,DUNGARGARH,PUNDALSAR,SC,SHIVNARAYAN,,SC,pundalsar,BIKANER,DUNGARGARH
2666,BIKANER,DUNGARGARH,BENISAR,SC,SHRAWAN KUMAR,,SC,benisar,BIKANER,DUNGARGARH
2667,BIKANER,DUNGARGARH,SA T ASAR,SC (Woman),SAROJ DEVI,,SC (Woman),satasar,BIKANER,DUNGARGARH
2668,BIKANER,DUNGARGARH,LIMKHISAR DIKHNADA,SC,SAHIRAM,,SC,limkhisar dikhnada,BIKANER,DUNGARGARH
2669,BIKANER,DUNGARGARH,KALYANSAR NAYA,SC,TOLARAM,,SC,kalyansar naya,BIKANER,DUNGARGARH
2670,BIKANER,DUNGARGARH,BIGGA BAS RAMSAR,SC (Woman),SAROJ NAYAK,,SC (Woman),bigga bas ramsar,BIKANER,DUNGARGARH
2671,BIKANER,DUNGARGARH,DHANERU,SC,RUKHMA,,SC,dhaneru,BIKANER,DUNGARGARH
2672,BIKANER,DUNGARGARH,RAJEDU,SC (Woman),RADHA,,SC (Woman),rajedu,BIKANER,DUNGARGARH
4074,DUNGARPUR,DUNGARPUR,BAGDARI,ST (Woman),SUSHILA DAMOR,,ST (Woman),bagdari,DUNGARPUR,DUNGARPUR
4075,DUNGARPUR,DUNGARPUR,BALWADA,ST,NANURAM BARNDA,,ST,balwada,DUNGARPUR,DUNGARPUR
4076,DUNGARPUR,DUNGARPUR,DEVALKHAS,ST (Woman),SAVITA DEVI,,ST (Woman),devalkhas,DUNGARPUR,DUNGARPUR
4077,DUNGARPUR,DUNGARPUR,GAMDIDEW AL,ST (Woman),SEETA DEVI KOTED,,ST (Woman),gamdidew al,DUNGARPUR,DUNGARPUR
4078,DUNGARPUR,DUNGARPUR,GHUGHARA,ST,KAMALCHAND KOTED,,ST,ghughara,DUNGARPUR,DUNGARPUR
4079,DUNGARPUR,DUNGARPUR,GUMANPURA,ST,BADA,,ST,gumanpura,DUNGARPUR,DUNGARPUR
4080,DUNGARPUR,DUNGARPUR,KANKRADRA,ST,LALURAM URF LALA AHARI,,ST,kankradra,DUNGARPUR,DUNGARPUR
4081,DUNGARPUR,DUNGARPUR,MADA,ST (Woman),SURAJ DEVI,,ST (Woman),mada,DUNGARPUR,DUNGARPUR
4082,DUNGARPUR,DUNGARPUR,P ALDEW AL,ST,RATANLAL KOTED,,ST,p aldew al,DUNGARPUR,DUNGARPUR
4083,DUNGARPUR,DUNGARPUR,PALVDA,ST,SOHANLAL FANAT,,ST,palvda,DUNGARPUR,DUNGARPUR
4084,DUNGARPUR,DUNGARPUR,SA TIRAMPURA,ST (Woman),JAMANA GOGARA,,ST (Woman),sa tirampura,DUNGARPUR,DUNGARPUR
4085,DUNGARPUR,DUNGARPUR,SUNDAPUR,ST,TEJPAL PADMAT,,ST,sundapur,DUNGARPUR,DUNGARPUR
4086,DUNGARPUR,DUNGARPUR,SURPUR,ST,GOTAM KOTED,,ST,surpur,DUNGARPUR,DUNGARPUR
4087,DUNGARPUR,DUNGARPUR,THANA,ST,BABULAL NANOMA,,ST,thana,DUNGARPUR,DUNGARPUR
4088,DUNGARPUR,DUNGARPUR,BILADI,ST,BADRI PRASAD KATARA,,ST,biladi,DUNGARPUR,DUNGARPUR
4089,DUNGARPUR,DUNGARPUR,GADAMORYA,ST,NATHULAL KATARA,,ST,gadamorya,DUNGARPUR,DUNGARPUR
4090,DUNGARPUR,DUNGARPUR,KHEDA,ST (Woman),TULSI DEVI KHARADI,,ST (Woman),kheda,DUNGARPUR,DUNGARPUR
4091,DUNGARPUR,DUNGARPUR,MA THUGAMDA,ST,JIVANLAL KATARA,,ST,ma thugamda,DUNGARPUR,DUNGARPUR
4092,DUNGARPUR,DUNGARPUR,MET ALI,ST (Woman),KAJAL DEVI,,ST (Woman),met ali,DUNGARPUR,DUNGARPUR
4093,DUNGARPUR,DUNGARPUR,PAL MATHHUGAMDA,ST,BABULAL KATARA,,ST,pal mathhugamda,DUNGARPUR,DUNGARPUR
4094,DUNGARPUR,DUNGARPUR,PIPLADA,ST,SURYA KALASUA,,ST (Woman),piplada,DUNGARPUR,DUNGARPUR
4095,DUNGARPUR,DUNGARPUR,SINDI KHAIRWADA,ST,RENUKA KATARA,,ST (Woman),sindi khairwada,DUNGARPUR,DUNGARPUR
4096,DUNGARPUR,DUNGARPUR,CHAK MAHUDI,ST (Woman),NILU DEVI BARNDA,,ST (Woman),chak mahudi,DUNGARPUR,DUNGARPUR
4097,DUNGARPUR,DUNGARPUR,BORI,ST (Woman),BABLI DAMOR,,ST (Woman),bori,DUNGARPUR,DUNGARPUR
4098,DUNGARPUR,DUNGARPUR,PAL GAMADI,ST (Woman),SUSHIL A,,ST (Woman),pal gamadi,DUNGARPUR,DUNGARPUR
4099,DUNGARPUR,DUNGARPUR,BATAKA PHALA,ST (Woman),LAXMI DEVI KOTED,,ST (Woman),bataka phala,DUNGARPUR,DUNGARPUR
4100,DUNGARPUR,DUNGARPUR,ROHANVADA,ST (Woman),TULSI KOTED,,ST (Woman),rohanvada,DUNGARPUR,DUNGARPUR
4101,DUNGARPUR,DUNGARPUR,UP ARGAON,ST (Woman),ALPA KATARA,,ST (Woman),up argaon,DUNGARPUR,DUNGARPUR
4102,DUNGARPUR,DUNGARPUR,GOKULPURA,ST,PRAKSH CHANDRA KATARA,,ST,gokulpura,DUNGARPUR,DUNGARPUR
4103,DUNGARPUR,DUNGARPUR,KHERVADA,ST (Woman),SURYA DEVI,,ST (Woman),khervada,DUNGARPUR,DUNGARPUR
4104,DUNGARPUR,DUNGARPUR,BHATVADA,ST (Woman),REKHA KHARADI,,ST (Woman),bhatvada,DUNGARPUR,DUNGARPUR
4105,DUNGARPUR,DUNGARPUR,P AGARA,ST (Woman),CHAMPA DEVI AHARI,,ST (Woman),p agara,DUNGARPUR,DUNGARPUR
3224,CHITTORGARH,DOONGL A,AALOD,General,VIJAY SINGH,,General,aalod,CHITTORGARH,DUNGLA
3225,CHITTORGARH,DOONGL A,ARNED,General (Woman),CHANDA BAI JANWA,,OBC (Woman),arned,CHITTORGARH,DUNGLA
3226,CHITTORGARH,DOONGL A,BADWAI,OBC (Woman),MANGI DEVI,,OBC (Woman),badwai,CHITTORGARH,DUNGLA
3227,CHITTORGARH,DOONGL A,BHATOLI BAGARIYAN,ST (Woman),RUKAMAN,,ST (Woman),bhatoli bagariyan,CHITTORGARH,DUNGLA
3228,CHITTORGARH,DOONGL A,BHATOLI GUJARAN,OBC,KISHAN LAL,,OBC,bhatoli gujaran,CHITTORGARH,DUNGLA
3229,CHITTORGARH,DOONGL A,BILODA,General (Woman),PARMILA SHARMA,,General (Woman),biloda,CHITTORGARH,DUNGLA
3230,CHITTORGARH,DOONGL A,BILOT,General (Woman),REENA,,General (Woman),bilot,CHITTORGARH,DUNGLA
3231,CHITTORGARH,DOONGL A,CHIKARDA,OBC (Woman),KRISHANA SONI,,OBC (Woman),chikarda,CHITTORGARH,DUNGLA
3232,CHITTORGARH,DOONGL A,DELWAS,SC,GOTAM JATIYA,,SC,delwas,CHITTORGARH,DUNGLA
3233,CHITTORGARH,DOONGL A,DUNGALA,General,ASHOK KUMAR,,General,dungala,CHITTORGARH,DUNGLA
3234,CHITTORGARH,DOONGL A,FALODARA,General,BADARILAL SHARMA,,General,falodara,CHITTORGARH,DUNGLA
3235,CHITTORGARH,DOONGL A,IEDRA,General (Woman),VEENA SHARMA,,General (Woman),iedra,CHITTORGARH,DUNGLA
3236,CHITTORGARH,DOONGL A,KARSANA,General,SAROJ KUNWAR,,General (Woman),karsana,CHITTORGARH,DUNGLA
3237,CHITTORGARH,DOONGL A,KISHANKARERI,ST,MADAN LAL MINA,,ST,kishankareri,CHITTORGARH,DUNGLA
3238,CHITTORGARH,DOONGL A,LOTHIYANA,SC (Woman),LALITA JATIYA,,SC (Woman),lothiyana,CHITTORGARH,DUNGLA
3239,CHITTORGARH,DOONGL A,MANGALWAD,General (Woman),SHIMLA DEVI,,General (Woman),mangalwad,CHITTORGARH,DUNGLA
3240,CHITTORGARH,DOONGL A,MORWAN,ST,NATHU SINGH MINA,,ST,morwan,CHITTORGARH,DUNGLA
3241,CHITTORGARH,DOONGL A,NADAKHEDA,General,SHANKAR LAL,,OBC,nadakheda,CHITTORGARH,DUNGLA
3242,CHITTORGARH,DOONGL A,NANGW ALI,OBC,BAGADIRAM KULMI,,OBC,nangw ali,CHITTORGARH,DUNGLA
3243,CHITTORGARH,DOONGL A,NEGADIYA,General (Woman),BHARTI VASHNAV,,OBC (Woman),negadiya,CHITTORGARH,DUNGLA
3244,CHITTORGARH,DOONGL A,NOGAWA,ST (Woman),LALI BAI,,ST(Woman),nogawa,CHITTORGARH,DUNGLA
3245,CHITTORGARH,DOONGL A,P ALOD,SC (Woman),MANJU,,SC (Woman),p alod,CHITTORGARH,DUNGLA
3246,CHITTORGARH,DOONGL A,PIRANA,OBC,AMBALAL PATIDAR,,OBC,pirana,CHITTORGARH,DUNGLA
3247,CHITTORGARH,DOONGL A,RAWATPURA,General (Woman),NARBADA DEVI,,ST,rawatpura,CHITTORGARH,DUNGLA
3248,CHITTORGARH,DOONGL A,SANGESARA,General,ASHA DEVI,,General (Woman),sangesara,CHITTORGARH,DUNGLA
3249,CHITTORGARH,DOONGL A,SEMLIYA,SC,DURGA SHANKAR BHAMBI,,SC,semliya,CHITTORGARH,DUNGLA
8675,SIKAR,FATEHPUR,ATHAWAS,OBC (Woman),NASRAT BANU,,OBC (Woman),athawas,SIKAR,FATEHPUR
8676,SIKAR,FATEHPUR,BALOT CHHOTI,General,VIDHYADHAR,,OBC,balot chhoti,SIKAR,FATEHPUR
8677,SIKAR,FATEHPUR,BATHOD,General,BHAGWAN SINGH,,OBC,bathod,SIKAR,FATEHPUR
8678,SIKAR,FATEHPUR,BESW A,General,JARINA BANO,,OBC (Woman),beswa,SIKAR,FATEHPUR
8679,SIKAR,FATEHPUR,BHICHRI,SC (Woman),ARUNA DEVI,,SC (Woman),bhichri,SIKAR,FATEHPUR
8680,SIKAR,FATEHPUR,BIBIPUR CHHOTA,General (Woman),SUMITRA DEVI,,OBC (Woman),bibipur chhota,SIKAR,FATEHPUR
8681,SIKAR,FATEHPUR,BIRANIYA,General,SOHANLAL,,OBC,biraniya,SIKAR,FATEHPUR
8682,SIKAR,FATEHPUR,DATRU,General,VIDHYADHAR MEEL,,OBC,datru,SIKAR,FATEHPUR
8683,SIKAR,FATEHPUR,DEENWA LADKHANI,SC,KANHEYALAL,,SC,deenwa ladkhani,SIKAR,FATEHPUR
8684,SIKAR,FATEHPUR,DEW AS,OBC,NATHU RAM,,OBC,dewas,SIKAR,FATEHPUR
8685,SIKAR,FATEHPUR,DHANDAN,SC,PRATAP,,SC,dhandan,SIKAR,FATEHPUR
8686,SIKAR,FATEHPUR,GARINDA,General (Woman),PARVATI KUMARI,,OBC (Woman),garinda,SIKAR,FATEHPUR
8687,SIKAR,FATEHPUR,GAYANGASAR,General (Woman),SUSHIL A,,OBC (Woman),gayangasar,SIKAR,FATEHPUR
8688,SIKAR,FATEHPUR,GODIYA BADA,General (Woman),SUMAN,,OBC (Woman),godiya bada,SIKAR,FATEHPUR
8689,SIKAR,FATEHPUR,HIRNA,SC,KURDARAM,,SC,hirna,SIKAR,FATEHPUR
8690,SIKAR,FATEHPUR,HUDERA,General,MAHENDRA SINGH,,General,hudera,SIKAR,FATEHPUR
8691,SIKAR,FATEHPUR,KAYAMSAR,General (Woman),INDU BALA,,General (Woman),kayamsar,SIKAR,FATEHPUR
8692,SIKAR,FATEHPUR,KHOTIYA,General,BHANWAR SINGH,,General,khotiya,SIKAR,FATEHPUR
8693,SIKAR,FATEHPUR,MANDELA BADA,General,MAHAVIR SINGH,,General,mandela bada,SIKAR,FATEHPUR
8694,SIKAR,FATEHPUR,NABIBPURA,General (Woman),SEEMA DEVI,,OBC (Woman),nabibpura,SIKAR,FATEHPUR
8695,SIKAR,FATEHPUR,NAYAWAS,OBC (Woman),SAJIDA BANO,,OBC (Woman),nayawas,SIKAR,FATEHPUR
8696,SIKAR,FATEHPUR,P ALASA,General (Woman),NIRML A,,OBC (Woman),palasa,SIKAR,FATEHPUR
8697,SIKAR,FATEHPUR,ROHAL SAHABSAR,General (Woman),SHABNAM KHAN,,OBC (Woman),rohal sahabsar,SIKAR,FATEHPUR
8698,SIKAR,FATEHPUR,ROWASA,General (Woman),PARMESHWARI DEVI,,OBC (Woman),rowasa,SIKAR,FATEHPUR
8699,SIKAR,FATEHPUR,SAHNUSAR,OBC,MANOJ KUMAR,,OBC,sahnusar,SIKAR,FATEHPUR
8700,SIKAR,FATEHPUR,T AKHALSAR,OBC (Woman),IKATA DEVI,,OBC (Woman),takhalsar,SIKAR,FATEHPUR
8701,SIKAR,FATEHPUR,THEMOLI,General,PRUSHOTTAM LAL,,General,themoli,SIKAR,FATEHPUR
8702,SIKAR,FATEHPUR,TIHA VLI,OBC,INDRAJ SINGH,,OBC,tihavli,SIKAR,FATEHPUR
8703,SIKAR,FATEHPUR,THEDI,SC (Woman),ANJU DEVI,,SC (Woman),thedi,SIKAR,FATEHPUR
1813,BARMER,GADRAROAD,AASADI,General,PRITHVIRAJ SINGH,,General,aasadi,BARMER,GADRAROAD
1814,BARMER,GADRAROAD,BALEWA,OBC (Woman),CHANDRA BAI,,OBC (Woman),balewa,BARMER,GADRAROAD
1815,BARMER,GADRAROAD,BANDHRA,General (Woman),PAWAN KANWAR,,General (Woman),bandhra,BARMER,GADRAROAD
1816,BARMER,GADRAROAD,BEEJAWAL,ST (Woman),PREMI DEVI,,ST (Woman),beejawal,BARMER,GADRAROAD
1817,BARMER,GADRAROAD,CHETRODI,ST,KHEMARAM,,ST,chetrodi,BARMER,GADRAROAD
1818,BARMER,GADRAROAD,FOGERA,OBC,LAXMI KANWAR,,OBC (Woman),fogera,BARMER,GADRAROAD
1819,BARMER,GADRAROAD,GADRAROAD,General,ISHWAR SINGH,,General,gadraroad,BARMER,GADRAROAD
1820,BARMER,GADRAROAD,GIRAB,General,SHANKAR SINGH,,General,girab,BARMER,GADRAROAD
1821,BARMER,GADRAROAD,HARSANI,General,JAAMAT SINGH,,General,harsani,BARMER,GADRAROAD
1822,BARMER,GADRAROAD,JAISINDHAR GAON,General (Woman),KUMKUM RATHORE,,General (Woman),jaisindhar gaon,BARMER,GADRAROAD
1823,BARMER,GADRAROAD,JAISINDHAR STATION,General (Woman),INDIRA,,SC (Woman),jaisindhar station,BARMER,GADRAROAD
1824,BARMER,GADRAROAD,JHANKALI,General (Woman),POONAM KANWAR,,General (Woman),jhankali,BARMER,GADRAROAD
1825,BARMER,GADRAROAD,KHABDALA,General (Woman),BAIRAJ KANWAR,,General (Woman),khabdala,BARMER,GADRAROAD
1826,BARMER,GADRAROAD,KHALIFE KI BAVDI,SC (Woman),SAYAR,,SC (Woman),khalife ki bavdi,BARMER,GADRAROAD
1827,BARMER,GADRAROAD,KHANIYANI,General,AMEER HASAN,,General,khaniyani,BARMER,GADRAROAD
1828,BARMER,GADRAROAD,KHARCHI,General (Woman),SUMITRA KANWAR,,OBC (Woman),kharchi,BARMER,GADRAROAD
1829,BARMER,GADRAROAD,RANASAR,General (Woman),SHARMAA,,OBC (Woman),ranasar,BARMER,GADRAROAD
1830,BARMER,GADRAROAD,REDANA,OBC (Woman),GEETA KANWAR,,OBC (Woman),redana,BARMER,GADRAROAD
1831,BARMER,GADRAROAD,ROHINI,OBC,CHATUR SINGH,,OBC,rohini,BARMER,GADRAROAD
1832,BARMER,GADRAROAD,SAHADAD KA PAR,OBC (Woman),KESAR,,OBC (Woman),sahadad ka par,BARMER,GADRAROAD
1833,BARMER,GADRAROAD,SUNDARA,OBC,REVANT SINGH,,OBC,sundara,BARMER,GADRAROAD
1834,BARMER,GADRAROAD,T AMLOR,General,HINDU SINGH,,General,tamlor,BARMER,GADRAROAD
1835,BARMER,GADRAROAD,T ANUMANJI,General,MAAN SINGH,,General,tanumanji,BARMER,GADRAROAD
1836,BARMER,GADRAROAD,KHUDANI,SC,GORDHANRAM,,SC,khudani,BARMER,GADRAROAD
1837,BARMER,GADRAROAD,BANDASAR,SC (Woman),SHRIYAA,,SC (Woman),bandasar,BARMER,GADRAROAD
1838,BARMER,GADRAROAD,RATREDI KALAN,SC,KHANGAR SINGH,,SC,ratredi kalan,BARMER,GADRAROAD
1839,BARMER,GADRAROAD,ROHIDALA,SC (Woman),MIRIYAM,,SC (Woman),rohidala,BARMER,GADRAROAD
1840,BARMER,GADRAROAD,RAVATSAR,SC,HAKAM CHAND,,SC,ravatsar,BARMER,GADRAROAD
4202,DUNGARPUR,GALIYA KOT,AMBADA,ST (Woman),VARSHA PARMAR,,ST (Woman),ambada,DUNGARPUR,GALIYA KOT
4203,DUNGARPUR,GALIYA KOT,DAIYANA,ST (Woman),REETA DAMOR,,ST (Woman),daiyana,DUNGARPUR,GALIYA KOT
4204,DUNGARPUR,GALIYA KOT,DIVDA BADA,ST (Woman),LAXMI DODIYAR,,ST (Woman),divda bada,DUNGARPUR,GALIYA KOT
4205,DUNGARPUR,GALIYA KOT,DIVDA CHHOTA,ST,JAYPRAKASH PARGI,,ST,divda chhota,DUNGARPUR,GALIYA KOT
4206,DUNGARPUR,GALIYA KOT,GHATA KA GAON,ST,NIRMALA HADAT,,ST (Woman),ghata ka gaon,DUNGARPUR,GALIYA KOT
4207,DUNGARPUR,GALIYA KOT,JOGPUR,ST,VARSENG BHIL,,ST,jogpur,DUNGARPUR,GALIYA KOT
4208,DUNGARPUR,GALIYA KOT,PARDA MEHTA,ST (Woman),INDIRA PARMAR,,ST (Woman),parda mehta,DUNGARPUR,GALIYA KOT
4209,DUNGARPUR,GALIYA KOT,BABA KI BAR,ST,LALU,,ST,baba ki bar,DUNGARPUR,GALIYA KOT
4210,DUNGARPUR,GALIYA KOT,BHAIMAI,ST,KANTILAL DAMOR,,ST,bhaimai,DUNGARPUR,GALIYA KOT
4211,DUNGARPUR,GALIYA KOT,BHAISARA CHHOTA,ST,NARAYAN LAL DAMOR,,ST,bhaisara chhota,DUNGARPUR,GALIYA KOT
