sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new,dist_2010
1316,BARMER,BAITU,KAPURDI,OBC,RAMCHAND JAT,MALE,OBC,kapurdi,BARMER,BAYTOO,
1317,BARMER,BAITU,KASU. BHATIYAN,GEN,JAALAMDAN,MALE,OBC,kasumbala bhatiyan,BARMER,BAYTOO,
1318,BARMER,BAITU,KHARAPAR,ST,JELARAM,MALE,ST,kharapar,BARMER,BAYTOO,
1319,BARMER,BAITU,KHARDA,GEN W,ANOP KANWAR,FEMALE,GEN,kharda,BARMER,BAYTOO,
1320,BARMER,BAITU,KHIPAR,GEN,JOGARAM CHOUDHARAY,MALE,OBC,kheepsar,BARMER,BAYTOO,
1321,BARMER,BAITU,KHOKHSAR,OBC,BAGTARAM,MALE,OBC,khokhsar,BARMER,BAYTOO,
1322,BARMER,BAITU,KHOKHSAR WEST,GEN,HERAJRAM CHOUDHARY,MALE,OBC,khokhsar paschim,BARMER,BAYTOO,
1323,BARMER,BAITU,KOLU,OBC W,PEMI DEVI,FEMALE,OBC,kolu,BARMER,BAYTOO,
1324,BARMER,BAITU,KOSARIYA,SC,BHANWARA RAM,MALE,SC,kosriya,BARMER,BAYTOO,
1325,BARMER,BAITU,KUMPALIYA,GEN,AAIDAN SINGH,MALE,OBC,kumpliya,BARMER,BAYTOO,
1326,BARMER,BAITU,LAPUDARA,GEN,BAKARAM CHOUDHARY,MALE,OBC,lapundra,BARMER,BAYTOO,
1327,BARMER,BAITU,LUNADA,OBC,BHOMA RAM,MALE,OBC,lunawada,BARMER,BAYTOO,
1328,BARMER,BAITU,MADHASAR,SC,GORDHAN RAM MEGHWAL,MALE,SC,madhasar,BARMER,BAYTOO,
1329,BARMER,BAITU,MADPURA BARWALA,OBC,GAVARI DEVI CHOUDHARY,FEMALE,OBC,madpura barwala,BARMER,BAYTOO,
1330,BARMER,BAITU,MUDHO KI DHANI,SC,BHIMARAM MEGWAL,MALE,SC,mudho ki dhani,BARMER,BAYTOO,
1331,BARMER,BAITU,NAGANI DHATARWALO KI DHANI,GEN,BABU SINGH CHOUDHARY,MALE,OBC,nagodi dhatrwalon ki dhani,BARMER,BAYTOO,
1332,BARMER,BAITU,PANAWADA,GEN,MOOLARAM CHOUDHARY,MALE,OBC,panwada,BARMER,BAYTOO,
1333,BARMER,BAITU,PAREU,SC W,HASTU DEVI,FEMALE,SC,pareu,BARMER,BAYTOO,
1334,BARMER,BAITU,PUNIYON KA,OBC W,LALI DEVI,FEMALE,OBC,punion ka tala,BARMER,BAYTOO,
1335,BARMER,BAITU,RATEU,GEN W,DHAPU DEVI,FEMALE,OBC,rateu,BARMER,BAYTOO,
1336,BARMER,BAITU,S.MOOLRAJ,OBC,MAGNARAM,MALE,OBC,sawau mulraj,BARMER,BAYTOO,
1337,BARMER,BAITU,SANTRA,GEN,BHAGWANA RAM,MALE,OBC,santara,BARMER,BAYTOO,
1338,BARMER,BAITU,SAWAUPDAMSINGH,ST W,MAYA DEVI,FEMALE,ST,sawau padansingh,BARMER,BAYTOO,
1339,BARMER,BAITU,SHAHAR,OBC,MAGARAM CHOUDHARY,MALE,OBC,sahar,BARMER,BAYTOO,
1340,BARMER,BAITU,SINGODIYA,OBC,RANARAM CHOUDHARY,MALE,OBC,sigodiya,BARMER,BAYTOO,
1341,BARMER,BAITU,SOHEDA,GEN W,GAVRI DEVI,FEMALE,OBC,sohda,BARMER,BAYTOO,
1342,BARMER,BALOTRA,AASOTRA,ST W,BHURI DEVI,FEMALE,ST,aasotra,BARMER,BALOTRA,
1343,BARMER,BALOTRA,ANKADLI BAKSHIRAM,GEN,UMARDAN,MALE,GEN,ankadli bakshiram,BARMER,BALOTRA,
1344,BARMER,BALOTRA,ARABA CHOUHAN,GEN,UMMED SINGH,MALE,GEN,araba chouhan,BARMER,BALOTRA,
1345,BARMER,BALOTRA,ASADA,GEN,BAJARAM,MALE,OBC,asada,BARMER,BALOTRA,
1346,BARMER,BALOTRA,BADNAWA JAGIR,GEN,MEHARDIN,MALE,OBC,badnawa jageer,BARMER,BALOTRA,
1347,BARMER,BALOTRA,BAGAWAS,GEN,TEJKARAN,MALE,GEN,bagawas,BARMER,BALOTRA,
1348,BARMER,BALOTRA,BALAU JATI,GEN W,VARJU DEVI,FEMALE,OBC,balaujati,BARMER,BALOTRA,
1349,BARMER,BALOTRA,BANIYAWAS,GEN,DALPAT SINGH,MALE,GEN,baniyawas,BARMER,BALOTRA,
1350,BARMER,BALOTRA,BITHUJA,ST,JAWARARAM,MALE,ST,beethuja,BARMER,BALOTRA,
1351,BARMER,BALOTRA,CHANDASERA,GEN W,REJA KANWAR,FEMALE,GEN,chandesra,BARMER,BALOTRA,
1352,BARMER,BALOTRA,CHILANADI,GEN,DHANARAM,MALE,GEN,chilanadi,BARMER,BALOTRA,
1353,BARMER,BALOTRA,DHANI SANKHLA,GEN W,KRISHAN KUMARI,FEMALE,GEN,dhani sankhala,BARMER,BALOTRA,
1354,BARMER,BALOTRA,DOLIKALAN,GEN,PRAHLAD RAM,MALE,OBC,doli kalan,BARMER,BALOTRA,
1355,BARMER,BALOTRA,DUDHWA,GEN W,CHAMPA DEVI,FEMALE,OBC,dudwa,BARMER,BALOTRA,
1356,BARMER,BALOTRA,GANGAWAS,OBC,JORARAM,MALE,OBC,gangawas,BARMER,BALOTRA,
1357,BARMER,BALOTRA,GOL STATION,ST,NIMBA RAM,MALE,ST,gol station,BARMER,BALOTRA,
1358,BARMER,BALOTRA,GOPDI,OBC W,KHATU,FEMALE,OBC,gopdi,BARMER,BALOTRA,
1359,BARMER,BALOTRA,GWALNADA,GEN,RUNOCHARAM,MALE,OBC,gwalnada,BARMER,BALOTRA,
1360,BARMER,BALOTRA,JAGSA,SC,MANGILAL,MALE,SC,jagsa,BARMER,BALOTRA,
1361,BARMER,BALOTRA,JASOL,GEN W,PARAS KANWAR,FEMALE,GEN,jasol,BARMER,BALOTRA,
1362,BARMER,BALOTRA,KALEWA,OBC,AAIDAN,MALE,OBC,kalewa,BARMER,BALOTRA,
1363,BARMER,BALOTRA,KALUDI,OBC,UKARAM,MALE,OBC,kalundi,BARMER,BALOTRA,
1364,BARMER,BALOTRA,KALYANPUR,GEN W,RADHA DEVI,FEMALE,OBC,kalyanpur,BARMER,BALOTRA,
1365,BARMER,BALOTRA,KANANA,SC,LIKHMARAM,MALE,SC,kanana,BARMER,BALOTRA,
1366,BARMER,BALOTRA,KANKRALA,ST W,ANTAR KI,FEMALE,ST,kankrla,BARMER,BALOTRA,
1367,BARMER,BALOTRA,KHANODA,GEN W,PANI DEVI,FEMALE,GEN,khanoda,BARMER,BALOTRA,
1368,BARMER,BALOTRA,KHATTU,OBC,GOMARAM,MALE,OBC,khtu,BARMER,BALOTRA,
1369,BARMER,BALOTRA,KITNOD,GEN,JIWARAM,MALE,OBC,kitanod,BARMER,BALOTRA,
1370,BARMER,BALOTRA,KORANA,OBC,WALARAM,MALE,OBC,korana,BARMER,BALOTRA,
1371,BARMER,BALOTRA,KUDI,GEN,BAJRANG LAL,MALE,GEN,kudi,BARMER,BALOTRA,
1372,BARMER,BALOTRA,MANDLI,SC,NAINARAM,MALE,SC,mandli,BARMER,BALOTRA,
1373,BARMER,BALOTRA,MANJIWALA,GEN,BHAGWAT SINGH,MALE,GEN,majiwala,BARMER,BALOTRA,
1374,BARMER,BALOTRA,MEWANAGAR,OBC,BHIYARAM,MALE,OBC,mewanagar,BARMER,BALOTRA,
1375,BARMER,BALOTRA,MULKI DHANI,GEN,SHIVARAM,MALE,OBC,muli ki dhani,BARMER,BALOTRA,
1376,BARMER,BALOTRA,MUNGRA,GEN W,MURDHAR KANWAR,FEMALE,GEN,mungada,BARMER,BALOTRA,
1377,BARMER,BALOTRA,NAWATALA,GEN,KALYAN SINGH,MALE,GEN,navatla,BARMER,BALOTRA,
1378,BARMER,BALOTRA,NAWEDABERA,OBC,ROSHAN ALI,MALE,OBC,naboda bera,BARMER,BALOTRA,
1379,BARMER,BALOTRA,NEVRI,GEN,TARACHAND,MALE,GEN,newari,BARMER,BALOTRA,
1380,BARMER,BALOTRA,PACHPADRA,GEN,GOVINDRAM,MALE,OBC,pachpadra,BARMER,BALOTRA,
1381,BARMER,BALOTRA,PARLU,GEN W,KALYAN KANWAR,FEMALE,OBC,parlu,BARMER,BALOTRA,
1382,BARMER,BALOTRA,PATODI,OBC W,PANI DEVI,FEMALE,OBC,patodi,BARMER,BALOTRA,
1383,BARMER,BALOTRA,REWADA BHAIYA,SC W,SUKLI,FEMALE,SC,rewara maiya,BARMER,BALOTRA,
1384,BARMER,BALOTRA,SAJIYAL RUPJIRAJA BERI,GEN,MOOLI DEVI,FEMALE,GEN,sanjiyali roopji rajaberi,BARMER,BALOTRA,
1385,BARMER,BALOTRA,SAJIYALIPADAMSINGH,GEN W,AKAL KANWAR,FEMALE,GEN,sanjiyali padamsingh (first),BARMER,BALOTRA,
1386,BARMER,BALOTRA,SAMBHRA,SC,BANKA RAM,MALE,SC,sambhara,BARMER,BALOTRA,
1387,BARMER,BALOTRA,SARANA,SC W,JHAMKU DEVI,FEMALE,SC,sarana,BARMER,BALOTRA,
1388,BARMER,BALOTRA,SARWADI,ST,BABURAM,MALE,ST,sarwadi,BARMER,BALOTRA,
1389,BARMER,BALOTRA,SIMARKHIYA,GEN,FAJAL KHAN,MALE,GEN,simarkhiya,BARMER,BALOTRA,
1390,BARMER,BALOTRA,SINDALI JAGIR,OBC W,BHIKHI DEVI,FEMALE,OBC,sinli jageer,BARMER,BALOTRA,
1391,BARMER,BALOTRA,TAPRA,SC,JOGARAM,MALE,SC,tapra,BARMER,BALOTRA,
1392,BARMER,BALOTRA,THOB,GEN,VISHNARAM,MALE,GEN,thob,BARMER,BALOTRA,
1393,BARMER,BALOTRA,THUMBLI,GEN,PURNARAM,MALE,OBC,thumbali,BARMER,BALOTRA,
1394,BARMER,BALOTRA,TILWADA,GEN,GOPARAM,MALE,GEN,tilwara,BARMER,BALOTRA,
1395,BARMER,BALOTRA,UMARLAI JAGIR,OBC W,SHAKUNTLA DEVI,FEMALE,OBC,umarlai,BARMER,BALOTRA,
1396,BARMER,BARMER,AAKODA,GEN,SAWAI SINGH,MALE,GEN,aakoda,BARMER,BARMER,
1397,BARMER,BARMER,ANTI,GEN W,SAYAR KANWAR,FEMALE,GEN,aanti,BARMER,BARMER,
1398,BARMER,BARMER,BABUGULERIYA,ST,HERKHA RAM,MALE,ST,babuguleriya,BARMER,BARMER,
1399,BARMER,BARMER,BACHHDAU,OBC,MANARAM,MALE,OBC,bachhdau,BARMER,BARMER,
1400,BARMER,BARMER,BADMAR AAGORE,GEN,BHAKHAR SINGH,MALE,GEN,barmer aagor,BARMER,BARMER,
1401,BARMER,BARMER,BALERA,OBC,RANARAM,MALE,OBC,balera,BARMER,BARMER,
1402,BARMER,BARMER,BHACHBHAR,GEN,KUSHAL SINGH,MALE,GEN,bhachbhar,BARMER,BARMER,
1403,BARMER,BARMER,BHADRES,SC,SUKHARAM,MALE,SC,bhadres,BARMER,BARMER,
1404,BARMER,BARMER,BHINDE KA PAR,SC W,SILI,FEMALE,SC,bhinde ka par,BARMER,BARMER,
1405,BARMER,BARMER,BISHALA,GEN W,CHENI DEVI,FEMALE,GEN,bisala,BARMER,BARMER,
1406,BARMER,BARMER,BISHALA AGORE,GEN W,KANWARA KUNWAR,FEMALE,GEN,bisala aagor,BARMER,BARMER,
1407,BARMER,BARMER,BOLA,GEN W,HAKIMO,FEMALE,GEN,bola,BARMER,BARMER,
1408,BARMER,BARMER,BOOTH JETHMAL,GEN,SAWAI SINGH,MALE,GEN,booth jaitmal,BARMER,BARMER,
1409,BARMER,BARMER,BUTIYA,GEN W,KAYAMA,FEMALE,OBC,buthiya,BARMER,BARMER,
1410,BARMER,BARMER,CHADAR MADROOP,GEN W,GUMANI,FEMALE,OBC,chadar madrup,BARMER,BARMER,
1411,BARMER,BARMER,CHADI,GEN,UDAIBHANU SINGH,MALE,GEN,chadi,BARMER,BARMER,
1412,BARMER,BARMER,CHULI,GEN,GANPAT SINGH,MALE,GEN,chuli,BARMER,BARMER,
1413,BARMER,BARMER,DERASAR,OBC,HAJI SOBAN,MALE,OBC,derasar,BARMER,BARMER,
1414,BARMER,BARMER,DHARASAR,GEN,GORAKHARAM,MALE,OBC,dharasar,BARMER,BARMER,
1415,BARMER,BARMER,DUDABERI,GEN,REHMAN,MALE,GEN,dudaberi,BARMER,BARMER,
1416,BARMER,BARMER,GAGRIYA,SC,JETHARAM,MALE,SC,gagriya,BARMER,BARMER,
1417,BARMER,BARMER,GANGALA,ST,TILA,MALE,ST,gangala,BARMER,BARMER,
1418,BARMER,BARMER,GARAL,GEN W,GANGA,FEMALE,OBC,garal,BARMER,BARMER,
1419,BARMER,BARMER,GERDIYA,OBC W,KURANAT URF FURANAT,FEMALE,OBC,gardiya,BARMER,BARMER,
1420,BARMER,BARMER,HATHITELA,GEN,KISHTURA RAM SAWAIRAM,MALE,OBC,hathitala,BARMER,BARMER,
1421,BARMER,BARMER,HATHMA,SC,,MALE,SC,hathama,BARMER,BARMER,
1422,BARMER,BARMER,INDOHI,GEN,CHAIRA RAM,MALE,OBC,indrai,BARMER,BARMER,
1423,BARMER,BARMER,ISROL,GEN,HASAN,MALE,GEN,ishrol,BARMER,BARMER,
1424,BARMER,BARMER,JAKHDO KI DHANI,GEN,DURGARAM,MALE,OBC,jakhdo ki dhani,BARMER,BARMER,
1425,BARMER,BARMER,JALIPA,OBC,BEERMARAM,MALE,OBC,jalipa,BARMER,BARMER,
1426,BARMER,BARMER,JESAI,SC,NEMARAM,MALE,SC,jasai,BARMER,BARMER,
1427,BARMER,BARMER,KANTAL KA PAR,OBC W,NASIBAN,FEMALE,OBC,kantal ka par,BARMER,BARMER,
1428,BARMER,BARMER,KHDEEN,GEN,LUNARAM,MALE,OBC,khadeen,BARMER,BARMER,
1429,BARMER,BARMER,LILSAR,OBC,KISHNA RAM,MALE,OBC,lilsar,BARMER,BARMER,
1430,BARMER,BARMER,MAHABAR,GEN W,REKHA KANWAR,FEMALE,GEN,mahabar,BARMER,BARMER,
1431,BARMER,BARMER,MARUDI,OBC W,AASIYAT,FEMALE,OBC,marundi,BARMER,BARMER,
1432,BARMER,BARMER,MITHDA,ST W,RUKHMO,FEMALE,ST,meethda,BARMER,BARMER,
1433,BARMER,BARMER,NAND,SC W,RADHA,FEMALE,SC,nand,BARMER,BARMER,
1434,BARMER,BARMER,PANDHI KA PAR,SC W,SADHU,FEMALE,SC,padhi ka par,BARMER,BARMER,
1435,BARMER,BARMER,RAMSAR,GEN,MOTI LAL,MALE,GEN,ramsar,BARMER,BARMER,
1436,BARMER,BARMER,RANIGAON,GEN W,MOOL KANWAR,FEMALE,GEN,ranigaon,BARMER,BARMER,
1437,BARMER,BARMER,RATASAR,GEN,HASAN,MALE,OBC,ratasar,BARMER,BARMER,
1438,BARMER,BARMER,SANAU,GEN,TANSINGH,MALE,GEN,sanau,BARMER,BARMER,
1439,BARMER,BARMER,SANAWADA,OBC,KUMBHA RAM,MALE,OBC,sanawara,BARMER,BARMER,
1440,BARMER,BARMER,SETRAU,GEN,CHANDAN KANWAR,FEMALE,GEN,setrau,BARMER,BARMER,
1441,BARMER,BARMER,SIYANI,OBC W,JAITI DEVI,FEMALE,OBC,sinhani,BARMER,BARMER,
1442,BARMER,BARMER,SURACHARNAN,SC,PUNMARAM,MALE,SC,sura charan,BARMER,BARMER,
1443,BARMER,BARMER,TARATARA,OBC,NARSINGARAM,MALE,OBC,taratara,BARMER,BARMER,
1444,BARMER,BARMER,TARATARA MATH,GEN,RANSINGH,MALE,GEN,taratara math,BARMER,BARMER,
1445,BARMER,BARMER,UNDKHA,GEN,PREM SINGH,MALE,GEN,undkha,BARMER,BARMER,
1446,BARMER,CHOHTAN,AATIYA,SC,SHAMBHU RAM,MALE,SC,aatiya,BARMER,CHOHTAN,
1447,BARMER,CHOHTAN,ALAMSAR,SC,LUMBHA RAM,MALE,SC,alamsar,BARMER,CHOHTAN,
1448,BARMER,CHOHTAN,ARTI,OBC,KHEMA RAM,MALE,OBC,arti,BARMER,CHOHTAN,
1449,BARMER,CHOHTAN,BAKHASAR,GEN,PREM KANWAR,FEMALE,GEN,bakhasar,BARMER,CHOHTAN,
1450,BARMER,CHOHTAN,BAVARWALA,GEN,MALARAM,MALE,GEN,babrwala,BARMER,CHOHTAN,
1451,BARMER,CHOHTAN,BAVDI KALA,GEN,PADAM SINGH,MALE,GEN,bawari kala,BARMER,CHOHTAN,
1452,BARMER,CHOHTAN,BEEJASAR,OBC,RAMCHANDRA DAN,MALE,OBC,bijasar,BARMER,CHOHTAN,
1453,BARMER,CHOHTAN,BHALGAON,GEN W,RADHA,FEMALE,GEN,bhalgaon,BARMER,CHOHTAN,
1454,BARMER,CHOHTAN,BHANWAR,SC W,KESAR,FEMALE,SC,bhanwar,BARMER,CHOHTAN,
1455,BARMER,CHOHTAN,BHAWANRIYA,GEN,PIRARAM,MALE,OBC,bhanwariya,BARMER,CHOHTAN,
1456,BARMER,CHOHTAN,BHOJARIYA,GEN,SARADIN,MALE,GEN,bhojariya,BARMER,CHOHTAN,
1457,BARMER,CHOHTAN,BIJRAD,GEN,BHELARAM,MALE,GEN,bijrad,BARMER,CHOHTAN,
1458,BARMER,CHOHTAN,BISASAR,SC W,LUNI,FEMALE,SC,bisasar,BARMER,CHOHTAN,
1459,BARMER,CHOHTAN,BURHAN KA TALA,SC W,CHATRU,FEMALE,SC,burhan ka tala,BARMER,CHOHTAN,
1460,BARMER,CHOHTAN,BUTH RATHODAN,GEN,BARKAT ALI,MALE,GEN,buthrathodan,BARMER,CHOHTAN,
1461,BARMER,CHOHTAN,CHICHDASAR,ST,THAKRARAM,MALE,ST,chichadasar,BARMER,CHOHTAN,
1462,BARMER,CHOHTAN,CHOHTAN,SC W,KASUMBI DEVI,FEMALE,SC,chohtan,BARMER,CHOHTAN,
1463,BARMER,CHOHTAN,DEDUSAR,OBC,NAWAB,MALE,OBC,desudar,BARMER,CHOHTAN,
1464,BARMER,CHOHTAN,DHANAU,GEN,BHERA RAM,MALE,GEN,dhanau,BARMER,CHOHTAN,
1465,BARMER,CHOHTAN,DHONK,GEN W,DARIYA KANWAR,FEMALE,GEN,dhok,BARMER,CHOHTAN,
1466,BARMER,CHOHTAN,GOHAD KA TALA,GEN W,PARWATI,FEMALE,GEN,gohed ka tala,BARMER,CHOHTAN,
1467,BARMER,CHOHTAN,GUMANE KA TALA,GEN,GYAN SINGH,MALE,GEN,gumane ka tala,BARMER,CHOHTAN,
1468,BARMER,CHOHTAN,HARPALIYA,GEN,ALAB CHAYA,MALE,GEN,harpaliya,BARMER,CHOHTAN,
1469,BARMER,CHOHTAN,HATHLA,GEN,SAHIBANA,MALE,GEN,hathla,BARMER,CHOHTAN,
1470,BARMER,CHOHTAN,ITADA,GEN W,SAPHURON,FEMALE,OBC,itada,BARMER,CHOHTAN,
1471,BARMER,CHOHTAN,JANPALIYA,OBC W,SAFURA,FEMALE,OBC,janpaliya,BARMER,CHOHTAN,
1472,BARMER,CHOHTAN,JHADPA,ST W,HURMI,FEMALE,ST,jhadpa,BARMER,CHOHTAN,
1473,BARMER,CHOHTAN,KAPRAU,ST,INDRA DEVI,FEMALE,ST,kaprau,BARMER,CHOHTAN,
1474,BARMER,CHOHTAN,KELNOR,ST,KHMISHA,MALE,ST,kelnor,BARMER,CHOHTAN,
1475,BARMER,CHOHTAN,KONARA,SC,NARSINGHARAM,MALE,SC,konra,BARMER,CHOHTAN,
1476,BARMER,CHOHTAN,MITHDAU,GEN W,NAMA,FEMALE,GEN,mithrau,BARMER,CHOHTAN,
1477,BARMER,CHOHTAN,MITHE KA TALA,ST W,AMIYA,FEMALE,ST,meetha ka tala,BARMER,CHOHTAN,
1478,BARMER,CHOHTAN,NAVATALA BAKHASAR,OBC,ISHAK KHAN,MALE,OBC,navatla bakhasar,BARMER,CHOHTAN,
1479,BARMER,CHOHTAN,NAVATLA JETMAL,OBC,MOOLARAM,MALE,OBC,navatla jaitmal,BARMER,CHOHTAN,
1480,BARMER,CHOHTAN,NETRAD,GEN W,RAJO DEVI,FEMALE,GEN,netrad,BARMER,CHOHTAN,
1481,BARMER,CHOHTAN,PANORIYA,SC,JEHARAM,MALE,SC,panoriya,BARMER,CHOHTAN,
1482,BARMER,CHOHTAN,PHAGLIYA,GEN,TANSINGH,MALE,GEN,phagliya,BARMER,CHOHTAN,
1483,BARMER,CHOHTAN,PONKRASAR,GEN W,MOOLI,FEMALE,GEN,pokrasar,BARMER,CHOHTAN,
1484,BARMER,CHOHTAN,RABASAR,GEN,BARKAT ALI,MALE,GEN,rabsar,BARMER,CHOHTAN,
1485,BARMER,CHOHTAN,RAMJAN KI GAPHAN,GEN,MALAR,MALE,GEN,ramjan ki gafan,BARMER,CHOHTAN,
1486,BARMER,CHOHTAN,SALRIYA,SC,GENARAM,MALE,SC,salriya,BARMER,CHOHTAN,
1487,BARMER,CHOHTAN,SANWA,GEN,MOHAMMAD NAZIR,MALE,GEN,sanwai,BARMER,CHOHTAN,
1488,BARMER,CHOHTAN,SARLA,SC,SIRDARA RAM,MALE,SC,sarla,BARMER,CHOHTAN,
1489,BARMER,CHOHTAN,SARUPE KA TALA,OBC W,MANI,FEMALE,OBC,sarupe ka tala,BARMER,CHOHTAN,
1490,BARMER,CHOHTAN,SATA,GEN,TEJDAN,MALE,GEN,santa,BARMER,CHOHTAN,
1491,BARMER,CHOHTAN,SEDWA,OBC W,KHETI,FEMALE,OBC,sewada,BARMER,CHOHTAN,
1492,BARMER,CHOHTAN,SHAUBHALA JETMAL,SC,MANGLARAM,MALE,SC,shobhala jaitmal,BARMER,CHOHTAN,
1493,BARMER,CHOHTAN,SHRIRAMWALA,GEN W,JHIMI,FEMALE,GEN,shriramwala,BARMER,CHOHTAN,
1494,BARMER,CHOHTAN,TALASAR,OBC,LUNI,FEMALE,OBC,talsar,BARMER,CHOHTAN,
1495,BARMER,CHOHTAN,TERLA,GEN,BHARAT DAN,MALE,OBC,tarla,BARMER,CHOHTAN,
1496,BARMER,CHOHTAN,UPRLA,SC,SURTARAM,MALE,SC,uparla,BARMER,CHOHTAN,
1497,BARMER,DHORIMANA,ALPURA,GEN W,SURAJ KANWAR,FEMALE,GEN,alapura,BARMER,DHORIMANNA,
1498,BARMER,DHORIMANA,AOGALA,OBC W,DROPI,FEMALE,OBC,aogala,BARMER,DHORIMANNA,
1499,BARMER,DHORIMANA,ARNIYALI,OBC,BHERARAM,MALE,OBC,arniyali,BARMER,DHORIMANNA,
1500,BARMER,DHORIMANA,BAMDLA,GEN W,PEMPO,FEMALE,GEN,bamdala,BARMER,DHORIMANNA,
1501,BARMER,DHORIMANA,BAMNOUR,GEN,GUMANSHAH,MALE,GEN,bamnor,BARMER,DHORIMANNA,
1502,BARMER,DHORIMANA,BANTA,SC W,BHANI DEVI,FEMALE,SC,banta,BARMER,DHORIMANNA,
1503,BARMER,DHORIMANA,BARASAN,OBC,HARDANRAM,MALE,OBC,barasan,BARMER,DHORIMANNA,
1504,BARMER,DHORIMANA,BERIGAON,GEN,GANGARAM,MALE,GEN,berigaon,BARMER,DHORIMANNA,
1505,BARMER,DHORIMANA,BHAKHARPURA,GEN,WAJARAM,MALE,GEN,bhankharpura,BARMER,DHORIMANNA,
1506,BARMER,DHORIMANA,BHALISAR,GEN,MURAD KHAN,MALE,OBC,bhalisar,BARMER,DHORIMANNA,
1507,BARMER,DHORIMANA,BHEDANA,GEN W,DAI DEVI,FEMALE,GEN,bhenada,BARMER,DHORIMANNA,
1508,BARMER,DHORIMANA,BHERUDI,GEN,INDRA,FEMALE,GEN,bherudi,BARMER,DHORIMANNA,
1509,BARMER,DHORIMANA,BHIMTHAL,OBC W,CHUNNI,FEMALE,OBC,bheemthal,BARMER,DHORIMANNA,
1510,BARMER,DHORIMANA,BHUNIYA,OBC,BANTIGARAM,MALE,OBC,bhuniya,BARMER,DHORIMANNA,
1511,BARMER,DHORIMANA,BOUR CHARNAN,GEN,PANNA DEVI,FEMALE,GEN,borcharanan,BARMER,DHORIMANNA,
1512,BARMER,DHORIMANA,CHAINPURA,GEN,RUKHMO,FEMALE,GEN,chainpura,BARMER,DHORIMANNA,
1513,BARMER,DHORIMANA,DHORIMANA,GEN W,MADDEVI,FEMALE,GEN,dhorimanna,BARMER,DHORIMANNA,
1514,BARMER,DHORIMANA,DUDU,GEN W,LAKHMO DEVI,FEMALE,GEN,dudu,BARMER,DHORIMANNA,
1515,BARMER,DHORIMANA,GANDHAWKALA,OBC,MAFTARAM,MALE,OBC,gandhvkala,BARMER,DHORIMANNA,
1516,BARMER,DHORIMANA,GANGASARA,SC,KHEMARAM,MALE,SC,gangasra,BARMER,DHORIMANNA,
1517,BARMER,DHORIMANA,GAUDA,OBC,BHAGARAM,MALE,OBC,goda,BARMER,DHORIMANNA,
1518,BARMER,DHORIMANA,GUDAMALANI,GEN,KULDEEP SINGH,MALE,GEN,gudamalani,BARMER,DHORIMANNA,
1519,BARMER,DHORIMANA,KARTIYA,SC,LAMBHU,MALE,SC,kartiya,BARMER,DHORIMANNA,
1520,BARMER,DHORIMANA,KEKAD,GEN,KALURAM,MALE,GEN,kekad,BARMER,DHORIMANNA,
1521,BARMER,DHORIMANA,KHARI,SC,GUMANARAM,MALE,SC,khari,BARMER,DHORIMANNA,
1522,BARMER,DHORIMANA,KITNORIYA,GEN,MOHIB,MALE,GEN,kitnoriya,BARMER,DHORIMANNA,
1523,BARMER,DHORIMANA,KOJA,OBC W,CHHOTI,FEMALE,OBC,kaoja,BARMER,DHORIMANNA,
1524,BARMER,DHORIMANA,LOHARWA,SC W,PARVATI,FEMALE,SC,loharwa,BARMER,DHORIMANNA,
1525,BARMER,DHORIMANA,LUKHU,GEN,HEGARAM,MALE,GEN,lukhu,BARMER,DHORIMANNA,
1526,BARMER,DHORIMANA,LUNWAJAGIR,GEN W,AMRAT KANWAR,FEMALE,GEN,lunwajageer,BARMER,DHORIMANNA,
1527,BARMER,DHORIMANA,MANGLE KI BERI,SC,PRAHLAD RAM,MALE,SC,mangele ki beri,BARMER,DHORIMANNA,
1528,BARMER,DHORIMANA,MANGTA,GEN W,HEMI DEVI,FEMALE,GEN,mangta,BARMER,DHORIMANNA,
1529,BARMER,DHORIMANA,MAUKHAV KHURD,ST,MADU DEVI,FEMALE,ST,mokhav khurd,BARMER,DHORIMANNA,
1530,BARMER,DHORIMANA,MITHDA KHURD,ST W,MEERA,FEMALE,ST,meethada khurd,BARMER,DHORIMANNA,
1531,BARMER,DHORIMANA,NAGAR,OBC,DHIRARAM,MALE,OBC,nagar,BARMER,DHORIMANNA,
1532,BARMER,DHORIMANA,NAVATALA,GEN W,JHIMO,FEMALE,GEN,navatala rathodan,BARMER,DHORIMANNA,
1533,BARMER,DHORIMANA,NEDINADI,GEN,CHANNI,FEMALE,GEN,nedinadi,BARMER,DHORIMANNA,
1534,BARMER,DHORIMANA,NEHRON KI NADI,GEN,JETARAM,MALE,GEN,nehro ki nadi,BARMER,DHORIMANNA,
1535,BARMER,DHORIMANA,PIPRALI,GEN W,HEERO DEVI,FEMALE,GEN,piprali,BARMER,DHORIMANNA,
1536,BARMER,DHORIMANA,RANASARKALAN,SC,CHAINARAM,MALE,SC,ranasar kalan,BARMER,DHORIMANNA,
1537,BARMER,DHORIMANA,RATANPURA,GEN,PEMARAM,MALE,GEN,ratanpura,BARMER,DHORIMANNA,
1538,BARMER,DHORIMANA,SHOBHALA DARSHAN,GEN,BHALA,MALE,GEN,shobhala dsarshan,BARMER,DHORIMANNA,
