sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
65,AJMER,JAWAJA,MALPURA,General,JASWANT SINGH,NA,OBC,AJMER,JAWAJA,AJMERJAWAJAmalpura,86,AJMER,JAWAJA,MALPURA,GEN,MANGLA,MALE,OBC,malpura,AJMER,JAWAJA,NA,AJMERJAWAJAmalpura,86,AJMER,JAW AJA,MALPURA,GEN,Narendar Singh,M,OBC,malpura,AJMER,JAWAJA,AJMERJAWAJAmalpura,0,NA,malpura,0,0
66,AJMER,JAWAJA,NAIKALAN,General (Woman),CHAGGANI DEVI,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAnaikalan,87,AJMER,JAWAJA,NAIKALAN,SC,GOPAL LAL,MALE,SC,naikalan,AJMER,JAWAJA,NA,AJMERJAWAJAnaikalan,87,AJMER,JAW AJA,NAIKALAN,OBC,Mangal Singh,M,OBC,naikalan,AJMER,JAWAJA,AJMERJAWAJAnaikalan,0,NA,naikalan,0,0
67,AJMER,JAWAJA,NARBADKHERA,General (Woman),SHARVANI DEVI,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAnarbadkhera,88,AJMER,JAWAJA,NARBADKHERA,SC,MADAN LAL,FEMALE,SC,narbadkhera,AJMER,JAWAJA,NA,AJMERJAWAJAnarbadkhera,88,AJMER,JAW AJA,NARBADKHERA,OBCW,Shravani,F,OBCW,narbadkhera,AJMER,JAWAJA,AJMERJAWAJAnarbadkhera,0,NA,narbadkhera,0,0
68,AJMER,JAWAJA,NUNDRI MALDEV,General,KAANA,NA,OBC,AJMER,JAWAJA,AJMERJAWAJAnundri maldev,89,AJMER,JAWAJA,NUNDRI MALDEVI,GEN,KANARAM GURJAR,MALE,OBC,nundri maldev,AJMER,JAWAJA,NA,AJMERJAWAJAnundri maldev,89,AJMER,JAW AJA,NUNDRI MALDEV,SC,Ram lal,M,SC,nundri maldev,AJMER,JAWAJA,AJMERJAWAJAnundri maldev,0,NA,nundri maldev,0,0
69,AJMER,JAWAJA,NUNDRIMEDRA T AN,General (Woman),BATUL BANO,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAnundrimedratan,96,AJMER,JAWAJA,SUNDRI BHEDRATAN,SC,JAFRURAM BHATI,MALE,SC,nundrimedratan,AJMER,JAWAJA,NA,AJMERJAWAJAnundrimedratan,90,AJMER,JAW AJA,NUNDRIMEDRATAN,GEN,Mira,F,OBCW,nundrimedratan,AJMER,JAWAJA,AJMERJAWAJAnundrimedratan,0,NA,nundrimedratan,0,0
70,AJMER,JAWAJA,RAJIYAWAS,SC,RAMESH LAL,NA,SC,AJMER,JAWAJA,AJMERJAWAJArajiyawas,90,AJMER,JAWAJA,RAJIYAWAS,GEN W,GODAWARI,FEMALE,OBC,rajiyawas,AJMER,JAWAJA,NA,AJMERJAWAJArajiyawas,91,AJMER,JAW AJA,RAJIYAWAS,GEN,Chagni Devi,F,OBCW,rajiyawas,AJMER,JAWAJA,AJMERJAWAJArajiyawas,0,NA,rajiyawas,0,0
71,AJMER,JAWAJA,RAWATMAL,OBC,GIRDHARI SINGH,NA,OBC,AJMER,JAWAJA,AJMERJAWAJArawatmal,91,AJMER,JAWAJA,RAWATMAL,GEN W,KAMLA DEVI,FEMALE,OBC,rawatmal,AJMER,JAWAJA,NA,AJMERJAWAJArawatmal,92,AJMER,JAW AJA,RAWATMAL,GEN,Poonam Singh,M,OBC,rawatmal,AJMER,JAWAJA,AJMERJAWAJArawatmal,0,NA,rawatmal,0,0
72,AJMER,JAWAJA,ROOPNAGAR,General,NABABUDDIN,NA,OBC,AJMER,JAWAJA,AJMERJAWAJAroopnagar,92,AJMER,JAWAJA,ROOP NAGAR,GEN,SAMBHA,MALE,OBC,roopnagar,AJMER,JAWAJA,NA,AJMERJAWAJAroopnagar,93,AJMER,JAW AJA,ROOPNAGAR,GENW,Halimi,F,OBCW,roopnagar,AJMER,JAWAJA,AJMERJAWAJAroopnagar,0,NA,roopnagar,0,0
73,AJMER,JAWAJA,SARMALIYA,General,RAMESH CHAND JAT,NA,OBC,AJMER,JAWAJA,AJMERJAWAJAsarmaliya,93,AJMER,JAWAJA,SERMALIYA,GEN,GANESH GURJAR,MALE,OBC,sarmaliya,AJMER,JAWAJA,NA,AJMERJAWAJAsarmaliya,94,AJMER,JAW AJA,SARMALIYA,OBC,Madan Singh,M,OBC,sarmaliya,AJMER,JAWAJA,AJMERJAWAJAsarmaliya,0,NA,sarmaliya,0,0
74,AJMER,JAWAJA,SARWEENA,General (Woman),MUNNI DEVI,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAsarweena,94,AJMER,JAWAJA,SERVANA,GEN W,MUNNI DEVI,FEMALE,OBC,sarweena,AJMER,JAWAJA,NA,AJMERJAWAJAsarweena,95,AJMER,JAW AJA,SARWEENA,GENW,Laxmi Devi,F,OBCW,sarweena,AJMER,JAWAJA,AJMERJAWAJAsarweena,0,NA,sarweena,0,0
75,AJMER,JAWAJA,SUHAWA,SC,KAILASH CHANDRA,NA,SC,AJMER,JAWAJA,AJMERJAWAJAsuhawa,95,AJMER,JAWAJA,SUHAVA,GEN,PADAM SINGH,MALE,OBC,suhawa,AJMER,JAWAJA,NA,AJMERJAWAJAsuhawa,96,AJMER,JAW AJA,SUHAWA,OBC,Padam Singh,M,OBC,suhawa,AJMER,JAWAJA,AJMERJAWAJAsuhawa,0,NA,suhawa,0,0
76,AJMER,JAWAJA,SURAJPURA,General (Woman),RADHA DEVI,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAsurajpura,97,AJMER,JAWAJA,SURAJPURA,OBC W,SARLA DEVI,FEMALE,OBC,surajpura,AJMER,JAWAJA,NA,AJMERJAWAJAsurajpura,97,AJMER,JAW AJA,SURAJPURA,GEN,Sarla,F,GENW,surajpura,AJMER,JAWAJA,AJMERJAWAJAsurajpura,0,NA,surajpura,0,0
77,AJMER,JAWAJA,SURDIYA,SC (Woman),MEERA,NA,SC (Woman),AJMER,JAWAJA,AJMERJAWAJAsurdiya,98,AJMER,JAWAJA,SURDIYA,GEN W,KAMLA DEVI,FEMALE,OBC,surdiya,AJMER,JAWAJA,NA,AJMERJAWAJAsurdiya,98,AJMER,JAW AJA,SURDIY A,GEN,Badami Devi,F,OBCW,surdiya,AJMER,JAWAJA,AJMERJAWAJAsurdiya,0,NA,surdiya,0,0
78,AJMER,JAWAJA,T ARAGARH,General,PREM SINGH,NA,OBC,AJMER,JAWAJA,AJMERJAWAJAtaragarh,100,AJMER,JAWAJA,TARAGARH,GEN W,GULABI,FEMALE,OBC,taragarh,AJMER,JAWAJA,NA,AJMERJAWAJAtaragarh,99,AJMER,JAW AJA,T ARAGARH,GENW,Priyanka Devi,F,OBCW,taragarh,AJMER,JAWAJA,AJMERJAWAJAtaragarh,0,NA,taragarh,0,0
79,AJMER,JAWAJA,TATGARH,OBC (Woman),RAKHA KANWAR,NA,OBC (Woman),AJMER,JAWAJA,AJMERJAWAJAtatgarh,99,AJMER,JAWAJA,TANTGARH,SC W,DAKHUDEVI,FEMALE,SC,tatgarh,AJMER,JAWAJA,NA,AJMERJAWAJAtatgarh,100,AJMER,JAW AJA,TATGARH,GEN,Bhagwan Singh,M,OBC,tatgarh,AJMER,JAWAJA,AJMERJAWAJAtatgarh,0,NA,tatgarh,0,0
81,AJMER,KEKRI,ALOLI,OBC (Woman),MATHURA DEVI,NA,OBC (Woman),AJMER,KEKRI,AJMERKEKRIaloli,101,AJMER,KEKRI,AALOLI,GEN,BIRDI CHAND,MALE,OBC,aloli,AJMER,KEKRI,NA,AJMERKEKRIaloli,101,AJMER,KEKRI,ALOLI,SC,MUKESH,M,SC,aloli,AJMER,KEKRI,AJMERKEKRIaloli,0,NA,aloli,0,0
82,AJMER,KEKRI,BAGHERA,General,SHYOJI RAM GURJAR,NA,OBC,AJMER,KEKRI,AJMERKEKRIbaghera,102,AJMER,KEKRI,BAGHERA,SC,AMAR CHAND,MALE,SC,baghera,AJMER,KEKRI,NA,AJMERKEKRIbaghera,102,AJMER,KEKRI,BAGHERA,GENW,SUSHEEL A,F,GENW,baghera,AJMER,KEKRI,AJMERKEKRIbaghera,0,NA,baghera,0,0
83,AJMER,KEKRI,BAJTA,General,RAJVEER,NA,General,AJMER,KEKRI,AJMERKEKRIbajta,103,AJMER,KEKRI,BAJATA,GEN,JAGDISH,MALE,OBC,bajta,AJMER,KEKRI,NA,AJMERKEKRIbajta,103,AJMER,KEKRI,BAJT A,SC,SHAMBHU,M,SC,bajta,AJMER,KEKRI,AJMERKEKRIbajta,0,NA,bajta,0,0
84,AJMER,KEKRI,BHARAI,ST (Woman),CHANDRESH,NA,ST (Woman),AJMER,KEKRI,AJMERKEKRIbharai,104,AJMER,KEKRI,BHARAI,SC,SURAJMAL,MALE,SC,bharai,AJMER,KEKRI,NA,AJMERKEKRIbharai,104,AJMER,KEKRI,BHARAI,GEN,MAHADEO,M,OBC,bharai,AJMER,KEKRI,AJMERKEKRIbharai,0,NA,bharai,0,0
85,AJMER,KEKRI,BHEEMDAWAS,General (Woman),USHA KANWAR,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIbheemdawas,105,AJMER,KEKRI,BHIBHDAWAS,GEN,CHATURBHUJ SINGH,MALE,GEN,bheemdawas,AJMER,KEKRI,NA,AJMERKEKRIbheemdawas,105,AJMER,KEKRI,BHEEMDAW AS,ST,SODAN MEENA,M,ST,bheemdawas,AJMER,KEKRI,AJMERKEKRIbheemdawas,0,NA,bheemdawas,0,0
86,AJMER,KEKRI,CHITIW AS,SC (Woman),LALITA BARETH,NA,SC (Woman),AJMER,KEKRI,AJMERKEKRIchitiwas,106,AJMER,KEKRI,CHITIWAS,GEN,HEERA,MALE,ST,chitiwas,AJMER,KEKRI,NA,AJMERKEKRIchitiwas,106,AJMER,KEKRI,CHITIW AS,GEN,DURGA LAL,M,SC,chitiwas,AJMER,KEKRI,AJMERKEKRIchitiwas,0,NA,chitiwas,0,0
87,AJMER,KEKRI,DEVGAON,General (Woman),GAUTAM DEVI,NA,OBC (Woman),AJMER,KEKRI,AJMERKEKRIdevgaon,107,AJMER,KEKRI,DEVGAON,SC W,MOHINI DEVI,FEMALE,SC,devgaon,AJMER,KEKRI,NA,AJMERKEKRIdevgaon,107,AJMER,KEKRI,DEVGAON,GEN,KARANGEET SINGH,M,GEN,devgaon,AJMER,KEKRI,AJMERKEKRIdevgaon,0,NA,devgaon,0,0
88,AJMER,KEKRI,DHOONDHARI,SC,LOKESH BALAI,NA,SC,AJMER,KEKRI,AJMERKEKRIdhoondhari,108,AJMER,KEKRI,DHUNDHERI,GEN W,JYOTI,FEMALE,GEN,dhoondhari,AJMER,KEKRI,NA,AJMERKEKRIdhoondhari,108,AJMER,KEKRI,DHOONDHARI,GENW,BALI,F,OBCW,dhoondhari,AJMER,KEKRI,AJMERKEKRIdhoondhari,0,NA,dhoondhari,0,0
89,AJMER,KEKRI,GHATIYALI,ST,KALU RAM,NA,ST,AJMER,KEKRI,AJMERKEKRIghatiyali,109,AJMER,KEKRI,GHATIYALI,GEN W,HEMA,FEMALE,GEN,ghatiyali,AJMER,KEKRI,NA,AJMERKEKRIghatiyali,109,AJMER,KEKRI,GHATIYALI,SCW,ANOP,F,SCW,ghatiyali,AJMER,KEKRI,AJMERKEKRIghatiyali,0,NA,ghatiyali,0,0
90,AJMER,KEKRI,GORDHA,OBC,JAGDISH PRASAD,NA,OBC,AJMER,KEKRI,AJMERKEKRIgordha,110,AJMER,KEKRI,GORDA,GEN,RANGLAL,MALE,OBC,gorda,AJMER,KEKRI,NA,AJMERKEKRIgorda,110,AJMER,KEKRI,GORDHA,SC,LAKMA,M,SC,gordha,AJMER,KEKRI,AJMERKEKRIgordha,1,NA,gordha,0,0
91,AJMER,KEKRI,GULGAON,SC (Woman),CHANDA DEVI,NA,SC (Woman),AJMER,KEKRI,AJMERKEKRIgulgaon,111,AJMER,KEKRI,GULGAON,GEN,NARPAT SINGH,MALE,GEN,gulgaon,AJMER,KEKRI,NA,AJMERKEKRIgulgaon,111,AJMER,KEKRI,GULGAON,GEN,SATYA PRESAN SINGH,M,GEN,gulgaon,AJMER,KEKRI,AJMERKEKRIgulgaon,0,NA,gulgaon,0,0
92,AJMER,KEKRI,JUNIYA,General (Woman),PREM DEVI,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIjuniya,112,AJMER,KEKRI,JUNIYA,GEN W,MANJU DEVI SAIN,FEMALE,OBC,juniya,AJMER,KEKRI,NA,AJMERKEKRIjuniya,112,AJMER,KEKRI,JUNIY A,OBC,INDRA NARAYAN,M,OBC,juniya,AJMER,KEKRI,AJMERKEKRIjuniya,0,NA,juniya,0,0
93,AJMER,KEKRI,KADERA,OBC,ASHARAM VAISHNAV,NA,OBC,AJMER,KEKRI,AJMERKEKRIkadera,113,AJMER,KEKRI,KADEDA,GEN,SHIVRAJ,MALE,GEN,kadera,AJMER,KEKRI,NA,AJMERKEKRIkadera,113,AJMER,KEKRI,KADERA,GENW,KASALIYA DEVI,F,GENW,kadera,AJMER,KEKRI,AJMERKEKRIkadera,0,NA,kadera,0,0
94,AJMER,KEKRI,KALERA KANWARJI,SC,RATAN LAL DHOBI,NA,SC,AJMER,KEKRI,AJMERKEKRIkalera kanwarji,115,AJMER,KEKRI,KALEDA KANWAR JI,GEN,NAND BHANWAR SINGH,MALE,GEN,kalera kanwarji,AJMER,KEKRI,NA,AJMERKEKRIkalera kanwarji,114,AJMER,KEKRI,KALERA KANWARJI,GENW,INDR KANWAR,F,GENW,kalera kanwarji,AJMER,KEKRI,AJMERKEKRIkalera kanwarji,0,NA,kalera kanwarji,0,0
95,AJMER,KEKRI,KALERA KRISHNA GOPAL,General (Woman),BABLI PAREEK,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIkalera krishna gopal,114,AJMER,KEKRI,KALEDA,OBC,DEVI LAL,MALE,OBC,kalera krishna gopal,AJMER,KEKRI,NA,AJMERKEKRIkalera krishna gopal,115,AJMER,KEKRI,KALERA KRISHNA GOPAL,GEN,AMBIKA CHARAN,M,GEN,kalera krishna gopal,AJMER,KEKRI,AJMERKEKRIkalera krishna gopal,0,NA,kalera krishna gopal,0,0
96,AJMER,KEKRI,KANOJ,General (Woman),MONIKA VYAS,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIkanoj,116,AJMER,KEKRI,KANOJ,SC,KANARAM,MALE,SC,kanoj,AJMER,KEKRI,NA,AJMERKEKRIkanoj,116,AJMER,KEKRI,KANOJ,OBCW,HAGAMI,F,OBCW,kanoj,AJMER,KEKRI,AJMERKEKRIkanoj,0,NA,kanoj,0,0
97,AJMER,KEKRI,KHAWAS,OBC (Woman),NEELAM SAHU,NA,OBC (Woman),AJMER,KEKRI,AJMERKEKRIkhawas,117,AJMER,KEKRI,KHAWAS,ST,SHIV DAYAL,MALE,ST,khawas,AJMER,KEKRI,NA,AJMERKEKRIkhawas,117,AJMER,KEKRI,KHAWAS,GEN,DARMI CHAND,M,GEN,khawas,AJMER,KEKRI,AJMERKEKRIkhawas,0,NA,khawas,0,0
98,AJMER,KEKRI,KUSHAYATA,SC,KISHAN LAL,NA,SC,AJMER,KEKRI,AJMERKEKRIkushayata,118,AJMER,KEKRI,KUSHAYATA,OBC W,RASSAL,FEMALE,OBC,kushayata,AJMER,KEKRI,NA,AJMERKEKRIkushayata,118,AJMER,KEKRI,KUSHAYATA,STW,BALI,F,STW,kushayata,AJMER,KEKRI,AJMERKEKRIkushayata,0,NA,kushayata,0,0
99,AJMER,KEKRI,LASADIYA,General (Woman),RAJ KANWAR,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIlasadiya,119,AJMER,KEKRI,LASADIA,GEN W,SITA DEVI,FEMALE,GEN,lasadiya,AJMER,KEKRI,NA,AJMERKEKRIlasadiya,119,AJMER,KEKRI,LASADIYA,OBC,BADRI,M,OBC,lasadiya,AJMER,KEKRI,AJMERKEKRIlasadiya,0,NA,lasadiya,0,0
100,AJMER,KEKRI,MEHROONKALAN,ST (Woman),BARMA MEENA,NA,ST (Woman),AJMER,KEKRI,AJMERKEKRImehroonkalan,120,AJMER,KEKRI,MEHRUKALA,OBC W,RUKMA,FEMALE,OBC,mehroonkalan,AJMER,KEKRI,NA,AJMERKEKRImehroonkalan,120,AJMER,KEKRI,MEHROONKALAN,SC,KALU,M,SC,mehroonkalan,AJMER,KEKRI,AJMERKEKRImehroonkalan,0,NA,mehroonkalan,0,0
101,AJMER,KEKRI,MEWDAKALAN,General,RAMDHAN JAT,NA,OBC,AJMER,KEKRI,AJMERKEKRImewdakalan,121,AJMER,KEKRI,MEVDA KALA,ST W,SHIMLA DEVI,FEMALE,ST,mewdakalan,AJMER,KEKRI,NA,AJMERKEKRImewdakalan,121,AJMER,KEKRI,MEWDAKALAN,GENW,HEMLATA,F,GENW,mewdakalan,AJMER,KEKRI,AJMERKEKRImewdakalan,0,NA,mewdakalan,0,0
102,AJMER,KEKRI,MOLKIYA,SC (Woman),REENA DHOLI,NA,SC (Woman),AJMER,KEKRI,AJMERKEKRImolkiya,122,AJMER,KEKRI,MOLKIYA,ST,SEWARAM,MALE,ST,molkiya,AJMER,KEKRI,NA,AJMERKEKRImolkiya,122,AJMER,KEKRI,MOLKIYA,GENW,RAMPYARI,F,OBCW,molkiya,AJMER,KEKRI,AJMERKEKRImolkiya,0,NA,molkiya,0,0
103,AJMER,KEKRI,NAPAKHERA/ GIRWARPURA,General (Woman),MANJU,NA,ST (Woman),AJMER,KEKRI,AJMERKEKRInapakhera/ girwarpura,123,AJMER,KEKRI,NAPAKHEDA,SC,KISHAN LAL,MALE,SC,napakhera/ girwarpura,AJMER,KEKRI,NA,AJMERKEKRInapakhera/ girwarpura,123,AJMER,KEKRI,NAPAKHERA/ GIRWARPURA,OBCW,RENUKA DEVI,F,OBCW,napakhera/ girwarpura,AJMER,KEKRI,AJMERKEKRInapakhera/ girwarpura,0,NA,napakhera/ girwarpura,0,0
104,AJMER,KEKRI,P ARA,General (Woman),GOVIND KANWAR,NA,General (Woman),AJMER,KEKRI,AJMERKEKRIpara,125,AJMER,KEKRI,PARA,ST,NANDLAL,MALE,ST,para,AJMER,KEKRI,NA,AJMERKEKRIpara,124,AJMER,KEKRI,P ARA,GEN,ASHARAM,M,OBC,para,AJMER,KEKRI,AJMERKEKRIpara,0,NA,para,0,0
106,AJMER,KEKRI,PRANHEDA,General,NUTAN CHOTIYA,NA,General,AJMER,KEKRI,AJMERKEKRIpranheda,124,AJMER,KEKRI,PANEHEDA,GEN W,SAJJAN KANWAR,FEMALE,GEN,pranheda,AJMER,KEKRI,NA,AJMERKEKRIpranheda,126,AJMER,KEKRI,PRANHEDA,GENW,INDRA,F,GENW,pranheda,AJMER,KEKRI,AJMERKEKRIpranheda,0,NA,pranheda,0,0
107,AJMER,KEKRI,SADARA,SC,SAMPATI,NA,SC (Woman),AJMER,KEKRI,AJMERKEKRIsadara,127,AJMER,KEKRI,SADARA,OBC,RATAN LAL JANGID,MALE,OBC,sadara,AJMER,KEKRI,NA,AJMERKEKRIsadara,127,AJMER,KEKRI,SADARA,STW,SAYARI DEVI,F,STW,sadara,AJMER,KEKRI,AJMERKEKRIsadara,0,NA,sadara,0,0
108,AJMER,KEKRI,SALARI,General,RAMESH CHAND,NA,OBC,AJMER,KEKRI,AJMERKEKRIsalari,128,AJMER,KEKRI,SALARI,SC,BANSHI,MALE,SC,salari,AJMER,KEKRI,NA,AJMERKEKRIsalari,128,AJMER,KEKRI,SALARI,GENW,SOHANI,F,OBCW,salari,AJMER,KEKRI,AJMERKEKRIsalari,0,NA,salari,0,0
109,AJMER,KEKRI,SARSADI,General,ARJUN LAL,NA,OBC,AJMER,KEKRI,AJMERKEKRIsarsadi,129,AJMER,KEKRI,SARSADI,GEN,RAMKUVIR,MALE,OBC,sarsadi,AJMER,KEKRI,NA,AJMERKEKRIsarsadi,129,AJMER,KEKRI,SARSADI,ST,BHURALAL,M,ST,sarsadi,AJMER,KEKRI,AJMERKEKRIsarsadi,0,NA,sarsadi,0,0
110,AJMER,KEKRI,SAWAR,ST,RANG LAL BHIL,NA,ST,AJMER,KEKRI,AJMERKEKRIsawar,130,AJMER,KEKRI,SAWAR,SC W,KAMLA DEVI,FEMALE,SC,sawar,AJMER,KEKRI,NA,AJMERKEKRIsawar,130,AJMER,KEKRI,SAWAR,GEN,Pushpendra SINGH,M,GEN,sawar,AJMER,KEKRI,AJMERKEKRIsawar,0,NA,sawar,0,0
111,AJMER,KEKRI,TANKAWAS,General,SURAJ KARAN MEENA,NA,ST,AJMER,KEKRI,AJMERKEKRItankawas,131,AJMER,KEKRI,TANKAWAS,GEN,VIJAY PRATAP SINGH,MALE,GEN,tankawas,AJMER,KEKRI,NA,AJMERKEKRItankawas,131,AJMER,KEKRI,TANKAWAS,SCW,SANJA DEVI,F,SCW,tankawas,AJMER,KEKRI,AJMERKEKRItankawas,0,NA,tankawas,0,0
112,AJMER,KISHANGARH,AMARPURA,SC,BADRI LAL,NA,SC,AJMER,KISHANGARH,AJMERKISHANGARHamarpura,132,AJMER,KISHANGARH,AMARPURA,OBC,MANMOHAN SINGH,MALE,OBC,amarpura,AJMER,KISHANGARH,NA,AJMERKISHANGARHamarpura,132,AJMER,KISHANGARH,AMARPURA,GENW,Gulab kanwar,F,GENW,amarpura,AJMER,KISHANGARH,AJMERKISHANGARHamarpura,0,NA,amarpura,0,0
113,AJMER,KISHANGARH,BANDARSINDRI,General (Woman),SOHANI DEVI,NA,OBC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHbandarsindri,133,AJMER,KISHANGARH,BANDAR SINDRI,OBC,BAJRANG LAL MALI,MALE,OBC,bandarsindri,AJMER,KISHANGARH,NA,AJMERKISHANGARHbandarsindri,133,AJMER,KISHANGARH,BANDARSINDRI,GEN,Raghunath,M,OBC,bandarsindri,AJMER,KISHANGARH,AJMERKISHANGARHbandarsindri,0,NA,bandarsindri,0,0
114,AJMER,KISHANGARH,BARNA,General (Woman),RAJU KUNWAR,NA,OBC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHbarna,134,AJMER,KISHANGARH,BARNA,GEN,GHISA,MALE,SC,barna,AJMER,KISHANGARH,NA,AJMERKISHANGARHbarna,134,AJMER,KISHANGARH,BARNA,OBC,Govind singh,M,OBC,barna,AJMER,KISHANGARH,AJMERKISHANGARHbarna,0,NA,barna,0,0
116,AJMER,KISHANGARH,BUHARU,General (Woman),INDRA JAT,NA,OBC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHbuharu,136,AJMER,KISHANGARH,BUHARU,GEN W,RAMI DEVI,FEMALE,OBC,buharu,AJMER,KISHANGARH,NA,AJMERKISHANGARHbuharu,136,AJMER,KISHANGARH,BUHARU,OBC,radhu Khan,M,OBC,buharu,AJMER,KISHANGARH,AJMERKISHANGARHbuharu,0,NA,buharu,0,0
117,AJMER,KISHANGARH,DEEDW ARA,General (Woman),RINA GURJAR,NA,OBC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHdeedwara,137,AJMER,KISHANGARH,DIDWADA,OBC,HANUMAN,MALE,OBC,deedwara,AJMER,KISHANGARH,NA,AJMERKISHANGARHdeedwara,137,AJMER,KISHANGARH,DEEDW ARA,SC,Hanuman,M,SC,deedwara,AJMER,KISHANGARH,AJMERKISHANGARHdeedwara,0,NA,deedwara,0,0
118,AJMER,KISHANGARH,HARMADA,OBC,KISHAN LAL,NA,OBC,AJMER,KISHANGARH,AJMERKISHANGARHharmada,138,AJMER,KISHANGARH,HARMADA,GEN W,SHARDA DEVI,FEMALE,OBC,harmada,AJMER,KISHANGARH,NA,AJMERKISHANGARHharmada,138,AJMER,KISHANGARH,HARMADA,SCW,Naurati,F,SCW,harmada,AJMER,KISHANGARH,AJMERKISHANGARHharmada,0,NA,harmada,0,0
119,AJMER,KISHANGARH,JAJOTA,General (Woman),REENA KUNWAR,NA,General (Woman),AJMER,KISHANGARH,AJMERKISHANGARHjajota,139,AJMER,KISHANGARH,JAJOTA,SC W,SUSHILA,FEMALE,SC,jajota,AJMER,KISHANGARH,NA,AJMERKISHANGARHjajota,139,AJMER,KISHANGARH,JAJOTA,OBC,Moola,M,OBC,jajota,AJMER,KISHANGARH,AJMERKISHANGARHjajota,0,NA,jajota,0,0
120,AJMER,KISHANGARH,KADHA,General (Woman),LAXMI KUNWAR,NA,General (Woman),AJMER,KISHANGARH,AJMERKISHANGARHkadha,140,AJMER,KISHANGARH,KADHA,GEN W,AMRI,FEMALE,OBC,kadha,AJMER,KISHANGARH,NA,AJMERKISHANGARHkadha,140,AJMER,KISHANGARH,KADHA,SC,Ugma ram,M,SC,kadha,AJMER,KISHANGARH,AJMERKISHANGARHkadha,0,NA,kadha,0,0
121,AJMER,KISHANGARH,KARKERI,General,UGMA RAM JAT,NA,OBC,AJMER,KISHANGARH,AJMERKISHANGARHkarkeri,141,AJMER,KISHANGARH,KARKEDI,GEN,LIKHMARAM,MALE,OBC,karkeri,AJMER,KISHANGARH,NA,AJMERKISHANGARHkarkeri,141,AJMER,KISHANGARH,KARKERI,SCW,Chhagndi,F,SCW,karkeri,AJMER,KISHANGARH,AJMERKISHANGARHkarkeri,0,NA,karkeri,0,0
122,AJMER,KISHANGARH,KHATOLI,SC (Woman),SUNIT A,NA,SC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHkhatoli,142,AJMER,KISHANGARH,KHATOLI,GEN,GOPAL LAL,MALE,OBC,khatoli,AJMER,KISHANGARH,NA,AJMERKISHANGARHkhatoli,142,AJMER,KISHANGARH,KHATOLI,GEN,Jasbeer Singh,M,GEN,khatoli,AJMER,KISHANGARH,AJMERKISHANGARHkhatoli,0,NA,khatoli,0,0
123,AJMER,KISHANGARH,KOTDI,General,BANWARI LAL,NA,General,AJMER,KISHANGARH,AJMERKISHANGARHkotdi,143,AJMER,KISHANGARH,KOTDI,GEN,BANWARI LAL,MALE,GEN,kotdi,AJMER,KISHANGARH,NA,AJMERKISHANGARHkotdi,143,AJMER,KISHANGARH,KOTDI,GENW,Santosh,F,OBCW,kotdi,AJMER,KISHANGARH,AJMERKISHANGARHkotdi,0,NA,kotdi,0,0
124,AJMER,KISHANGARH,KUCHEEL,SC (Woman),SAROJ DEVI,NA,SC (Woman),AJMER,KISHANGARH,AJMERKISHANGARHkucheel,144,AJMER,KISHANGARH,KUCHIL,GEN,MOHAN LAL,MALE,OBC,kucheel,AJMER,KISHANGARH,NA,AJMERKISHANGARHkucheel,144,AJMER,KISHANGARH,KUCHEEL,GENW,radha,F,OBCW,kucheel,AJMER,KISHANGARH,AJMERKISHANGARHkucheel,0,NA,kucheel,0,0
125,AJMER,KISHANGARH,MALIYON KI BARI,General,PAPPU SINGH,NA,OBC,AJMER,KISHANGARH,AJMERKISHANGARHmaliyon ki bari,145,AJMER,KISHANGARH,MALIYON KI BADI,SC,KACHRULAL,MALE,SC,maliyon ki bari,AJMER,KISHANGARH,NA,AJMERKISHANGARHmaliyon ki bari,145,AJMER,KISHANGARH,MALIYON KI BARI,GENW,Seeta Dewi,F,OBCW,maliyon ki bari,AJMER,KISHANGARH,AJMERKISHANGARHmaliyon ki bari,0,NA,maliyon ki bari,0,0
