year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
1997,168,Khan Imran Ahmed Abdul Jabbar,Jeep,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Khan Imram Khan Nur Mohmmed,Chakra (Wheel),M,896,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Khan Ahsanullah Habibullah,Bicycle,M,5294,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Khan Mohmmed Arif Lalan Bhai,Hand,M,3380,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Khan Rashida Abbas,Boy & Girl,F,37,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Khan Habiba Khatun M. Shafi,Chair,F,29,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Gajare Maruti Ismail,Car,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Gajare Subhash Kalojirao,Lock & Key,M,3,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Choudhari Chandulal Madanlal,Aeroplane,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Jagtap Jitendra Vishwash,Umbrella,M,258,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Jagtap Prakash Pandurang,Clock,M,131,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Tiwar Suryakant Jagdambikaprasad,Telephone,M,118,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Trimukhe Laxman Narayan,Television,M,261,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Nivgune Damodar Sambhaji,Star,M,83,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Pawar Sharad Shivkumar,Two Swords & a Shield,M,1384,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Patil Dilip Vishnu,Almirah,M,97,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Pande Kamlesh Jagatnarayan,Stool,M,883,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Bhat Dilip Parmanand,Bat,M,849,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Bhosle Sanjeevan Nivruti,Hurricane Lamp,M,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Mane Avinash Sadanand,Electric Bulb,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Mavarkar Shivaji Saybanna,Spectacles,M,14,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Waghmare Narayan Dhondiba,Gas Cylinder,M,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shirdhankar Sunil Maloji,Plough,M,36,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shinde Devidas Vitthal,Railway Engine,M,7,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shaikh Abdul Masid,Ship,M,192,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shetkar Shiddheshwar Manikrao,Saw,M,119,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shette Kailash Namdev,Conch,M,42,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Shantri Diwan Heerasingh,Ring,M,312,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Siddhiki Mohmmed Ali Gulam Rasul,Fire Engine,M,31,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Singh Sunil Tejbahaddur,Lotus,M,4197,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Surve Rajendra Harishchandra,Rising Sun,M,1029,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,168,Sayyad Shabay Raja,Ladder,M,7,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Atkar Suryakant Dinkar,Hand,M,2143,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Jamsandekar Kamalakar Bhaskar,Two & Swords & a Shield,M,4103,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Paradkar Vitthal Chintaman,Jeep,M,832,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Bedekar Ashok Barku,Bow & Arrow,M,2173,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Majgaonkar Sudhir Chandrakant,Aeroplane,M,133,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,169,Hadkar Kishor Vishnu,Bicycle,M,1672,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Ghone Pramod Motiram,Flaming Torch,M,1118,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Mahajan Dnyaneshwar Namdev,Hand,M,2750,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Mahadeshwar Makrand Sakharam,Aeroplane,M,423,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Mejari Chandrakant Arjun,Two Swords & a Shield,M,2264,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Yadhav Shyamnarayan Vanshraj,Bicycle,M,3821,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Shaikh Said Usman,Chair,M,90,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,170,Sangale Somnath Shankar,Bow & Arrow,M,5962,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Annamalai Lalita,Umbrella,F,5815,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Kambli Shindhu Tukaram,Slate,F,208,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Khan Ashraf Begam Bahaddur,Ladder,F,43,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Khan Nurjahan Ishtiyak,Ship,F,916,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Gaykawad Ratnprabha,Hand,F,1189,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Ghag Kaveri Eknath,Bow & Arrow,F,3786,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Jagdale Savita Shivaji,Coconut Tree Bearing Fruits,F,672,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Dastgour Bilkis Begam Gulam,Bicycle,F,4568,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Dige Shakuntala Gyaneshwar,Hurricane Lamp,F,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Parkar Madhuri Balkrushna,Two Swords & a Shield,F,894,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Pardhi Ashwini Arvind,Aeroplane,F,73,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Pradhan Rama Vishwanath,Rising Sun,F,328,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Meman Saida Mohammad,Conch,F,30,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Shaha Manjulaben Lakhamanir,Ceiling Fan,F,273,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Shaikh Ayesha Rais,Plough,F,68,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Solanki Nirmala Dhirajlal,Sewing Machine,F,227,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,171,Howale Chandrakal Dhondiram,Gas Cylinder,F,7,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Irayalkar Suwarna Chandrakant,Two Swords & a Shield,F,129,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Ansari Shakila Nasibdar,Chair,F,1054,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Kadam Vaishali Gajanan,Railway Engine,F,2340,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Jaiswal Ramaji Devi,Jeep,F,119,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Dube Madhubala Omprakash,Bicycle,F,1308,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Nadar Jaya Sunder,Aeroplane,F,32,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Pawar Chandrakal Nayappa,Plough,F,90,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Bhalerao Renuka Bhagwan,Two Leaves,F,303,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Bhosle Kamal Dayanand,Apple,F,15,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Bhandare Asha Shyam,Boy & Girl,F,7,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Walmik Reshma Vimrapal,Car,F,84,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Shetty Jotsna Krushna,Conch,F,396,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Shetty Lalita Ramanna,Ladder,F,1239,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Shirbhate Snehal Rajesh,Bow & Arrow,F,771,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Sapakale Mariya Bhaskar,Candles,F,46,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Dr. Samant Anuradha Prakash,Coconut Tree bearing Fruits,F,6469,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Singh Sushila Parmhains,Umbrella,F,1206,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,172,Subedar Pushparni Kamalakar,Hand,F,769,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Gharat Dutta Balu,Two Leaves,M,523,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Patil Manikrao Budhaji,Bow & Arrow,M,7659,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Patil Maruti Sudhakar,Boy & Girl,M,107,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Pal Chabinath Ramakaran,Aeroplane,M,569,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Bhujabal Nitin Chandrakant,Rising Sun,M,226,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Mahulkar Rajendra Jagannath,Hand,M,9591,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,173,Rathod Balu Rewana,Chakra (Wheel,M,320,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Ahire Uttam Dasharath,Clock,M,1742,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Ahire Mahendra Ramchandra,Kite,M,104,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Ahire Ravindra Shivram,Spade,M,409,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Upadeshe Shyamrao Fheru,Rising Sun,M,2258,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Kamble Sharad Rajaram,Lotus,M,4434,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Gayakwad Manohar Ragho,Boat,M,72,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Gangurde Ravindra Bhalerao,Hand,M,3571,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Chandramore Jyoti Vinod,Two Swords & a Shield,F,142,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Jadhav Suresh Kiranrao,Umbrella,M,229,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Tachtode Shahadev Bhikaji,Bicycle,M,1510,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Devkule Suresh Tatoba,Axe,M,259,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Dande Rajendra Pandurang,Aeroplane,M,57,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Dharpawar Tukaram Mahadev,Ship,M,434,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Pakhare Walchand Dhondiba,Car,M,571,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Bowande Balbhim Dhondiba,Star,M,58,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,More Dipak Mahadev,Haldar within in whell (Chakra Haldhar),M,307,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Shirwale Anil Karbhari,Hockey & Ball,M,59,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Shinde Sushil Vitthal,Telephone,M,69,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Salwe Subhash Waliba,Hurricane Lamp,M,44,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,174,Sutar Baburao Mahadev,Chair,M,41,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Katiyal Sunil Somanath,Ladder,M,20,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Sunnare Annasaheb Ramchandra,Hand,M,3999,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Kanthak Vijay Laxman,Railway Engine,M,14,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Gaware Mogal Anand,Jeep,M,6203,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Gangurde Raju Punjaram,Rising Sun,M,210,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Gharat Uma Dutta,Two Leaves,F,123,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Gholap Arun Yadav,Chakra (Wheel),M,161,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Jadhav Rameshwar Yadav,Bicycle,M,39,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Tike Mangesh Hanumant,Electric Bulb,M,186,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Dembala Ramesh Lilaram,Star,M,4239,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Talreja Shrichand Tirathdas,Lotus,M,80,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Dabhade Dipak Pandurang,Hurricane Lamp,M,28,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Dharpawar Tukaram Mahadev,Ship,M,538,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Pawar Naresh Namdev,Coconut Tree bearing Fruits,M,61,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Purandare Ashish Prabhat,Drum,M,380,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Badekar Vinod Kashinath,Two Swords & A Shield,M,582,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Bhagyawat Suresh Duttatrya,Television,M,19,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Bhaleraw Khandu Radhu,Chair,M,188,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,175,Shetty B. Jayshankar,Halahar within a wheel (Chakra Haldhar),M,144,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kadam Sunil Popatlal,Ceiling Fan,M,16,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kanojiya Harishchandra Chamanlal,Bow & Arrow,M,1682,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kuradiya Madhulal Parashuram,Coconut Tree bearing Fruits,M,225,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kuradiya Jagadish Rampal,Umbrella,M,606,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kuradiya Chakradhari Ramaraj,Slate,M,341,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kori Bhagwan Jugaraj,Jeep,M,63,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Kamble Shahaji Anna,Ship,M,41,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Gayakwad Tanaji Shankar,Boy & Girl,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Gayakwad Sunil Dinkar,Bat,M,5,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Goswami Vishnudas Sawal,Hurricane Lamp,M,608,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Jadhav Ashok Vithal,Axe,M,393,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Dholpuriya Madanlal Ramadinji,Bicycle,M,1747,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Nagarale Shantabai Mahadev,Sewing Machine,F,93,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Nikale Divyakant Sahadev,Chair,M,51,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Pawar Ravindra Doulat,Hand,M,3801,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Palande Sanjay Madhuka,Two Leaves,M,428,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Fhulbariya Durgadas Khiyaram,Ladder,M,678,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Banasode Kamal Shankar,Pressure Cooker,F,64,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Bhosale Sanjivkumar Ramchandra,Railway Engine,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Matang Aasuram Punjabhai,Two Swords & A Shield,M,67,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Mane Krushna Mukind,Car,M,97,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Mokal Ramesh Ramadas,Star,M,18,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Mhaske Rawsaheb Sudham,Gas Culinder,M,82,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Randive Sakharam Arjun,Aeroplane,M,304,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Londe Lahu Laxman,Haldhar within a wheel (Chakra Haldhar),M,343,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Wagmare Namdev Gundappa,Clock,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Shirke Sunil Subhaji,Rising Sun,M,2171,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Shersiya Arjun Rajuji,Conch,M,241,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,176,Harsha Ashok Deu,Boat,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Kadam Narayan Ramchandra,Flaming Torch,F,121,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Kadam Ramchandra Tatojirao,Hand,M,9410,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Chinna Pandiyan Ramiyya,Chakra (Wheel,M,201,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Jagdale Krushna Rangnath,Star,M,78,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Deshpande Sharad Baban,Bow & Arrow,M,4615,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Pandy Ramshakal Nilambar,Jeep,M,208,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Muni Kapildev Ramdhari,Bicycle,M,230,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Rote Raju Gopinath,Rising Sun,M,1555,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Shinde Kumarjiv Dadu,Clock,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Shaikh Mahammad Badri Alam,Ears Of Corn & Sickle,M,101,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,177,Ramaja Raja,Two Leaves,M,1284,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Jaykar Kumud Ashok,Hand,F,1836,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Jadhav Subadra Ramesh,Two Swords & a Shield,F,112,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Pataliputra Manda Ashok,Jeep,F,917,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Banasode Kusum Babasaheb,Bicycle,F,4775,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Banasode Shoba Gahininath,Hurricane Lamp,F,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Wag Kamal Sudhakar,Aeroplane,F,837,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Shardul Shakuntala Ashok,Dam,F,110,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Shaikh Sugravi Ullauddin,Umbrella,F,2109,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Shejwal Usha Baburao,Lotus,F,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,178,Handori Sangita Chandrakant,Rising Sun,F,6618,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Pagare Sindutai Harishchandra,Rising Sun,F,213,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Palaw Rekha Gyandev,Chakra (Wheel),F,265,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Pandit Wasudha Vasant,Ladder,F,115,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Patarpekar Soniya Prakash,Two Leaves,F,2346,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Shisode Jyoti Dipak,Hand,F,4661,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,179,Sabale Nalini Ratnadip,Bow & Arrow,F,3909,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Kate Tukaram Ramkrushna,Bow & Arrow,M,9692,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Patel Sudesh Ramaji,Umbrella,M,542,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Patil Duttaram Ganapat,Railway Engine,M,611,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Patil Mahendra Anant,Two Swords & A Shield,M,4313,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Fhatarpekar Prakash Vaikunth,Two Leaves,M,219,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,180,Mehale Machindranath Ananda,Hand,M,3256,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Onawane Hiraman Ramchandra,Axe,M,16,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Kamble Ashwin Ghatu,Two Swords & a Shield,M,68,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Kharatmol Vitthal Ambaji,Lotus,M,5194,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Goyal Sharanpal Jamelsingh,Hand,M,2521,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Jadhav Chabubai Shasri,Bucket,F,82,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Jadhav Vishnu Govind,Bicycle,M,375,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Tambre Vignyan Shyam,Chakra (Wheel),M,257,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Dahivile Ramkrushna Janaba,Ship,M,98,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Pawar Mohan Kisan,Umbrella,M,1111,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,181,Sonawane Fhulabai Aba,Two Leaves,F,260,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Iso Pilip K.,Hand,M,3775,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Koli Chintamani Janardhan,Ship,M,1878,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Kolambakar Ankush Govind,Bucket,M,225,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Janardhan Karikal Kochakunj,"Hammer, Sickle & Star",M,758,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Naydu Shriniwasan,Spade,M,60,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Paradkar Jagadish Bhiwa,Louts,M,3478,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Paghe Ramchandra Keshav,Two Swords & a Shield,M,227,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Patil Narendra Chandrakant,Boat,M,985,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Fharooki Fhiroj Ali,Bicycle,M,152,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Weg Lathif Abdul Gafhur,Bat,M,1134,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,M. Mohan Kumar Muttukumar,Umbrella,M,127,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Shaikh Gugummad Shahid Kadir,Apple,M,8,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Sahud Muhammad Shahid Kadir,Rising Sun,M,614,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,182,Sirodiya Jagadishsingh Babusingh,Star,M,353,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Arbel Santosh Rewaji,Two Swords & a Shield,M,65,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Upade Bhagwat Rangnath,Haldhar within wheel (Chakra Haldhar),M,101,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Kamble Jalindar Sona,Bucket,M,1091,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Khan Khurmin B. Wood,Chair,M,43,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Gawali Sakharam Balu,Bow & Arrow,M,6603,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Chouhan Ratna Raghunath,Flaming Torch,F,44,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Jagatap Gyandev Sonaji,Boy & Girl,M,39,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Pathan Anis Anwarkhan,Ladder,M,332,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Bhosale Prakash Limbaji,Rising Sun,M,4972,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Bhosale Raju Ganapat,Hurricane Lamp,M,15,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,More Gopichand Tukaram,Ship,M,103,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Ratne Lata Virendra,Conch,F,249,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Varsha Ram Murad Wasudev,Bicycle,M,593,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Sharma Arun Rajendrapal,Lock & Key,M,218,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Shirke Ragunath Hiraman,Aeroplane,M,107,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Shaikh Mohammad Rafiq Mohammad,Coconut Tree Bearing Fruit,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Sayyad Aminal Raheman Allwaksh,Chakra (Wheel),M,360,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Singh Shakaldev Ragunath Singh,Hand,M,3409,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,183,Hegade Ramu Kincharya,Umbrella,M,69,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Keni Kamal Karunakar,Umbrella,F,638,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Gayakwad Kavita Bruhaspati,Star,F,145,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Gaband Nirmala Ragunath,Axe,F,236,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Jagtap Pratibha Ravindra,Bicycle,F,502,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Jadhav Sunanda Duttaram,Hand Pump,F,145,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Raut Sunita Baliram,Bow & Arrow,F,4848,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Shnoy Vinita Chandrakant,Electric Bulb,F,696,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Sikalipar Shalini Rasiklal,Hand,F,1967,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,184,Sonawane Pragna Tayyappa,Slate,F,613,L,0,data/maharashtra/mumbai/BMC 1997.xls
