wardyear_num,rd_bad_patch_potholes,ws_burst_water_main_lines,bld_change_user_res_comm,strm_cleaning_of_open_swd,drain_cleaning_of_septic_tank,strm_cleaning_water_entrance,strm_cleaning_removal_of_silt,swm_clean_rep_block_channels,swm_collection_pt_not_attend,misc_complaints_miscellenous,ws_contaminated_water_supply,rd_digging_of_roads,drain_drainage_choke_blockage,gdn_fallen_tree_on_road,strm_flooding_during_monsoon,pst_fogging,swm_gbg_lorry_not_report_cove,swm_gbg_not_lifted_gully,swm_gbg_not_lifted_mun_market,swm_gbg_not_lifted_from_road,encr_hawkers,bld_heavy_leakage_from_ceiling,heal_birth_deat_cert_issue,ws_leaks_in_water_lines_meter,gdn_lifting_of_tree_cutting,mun_maint_municipal_property,mun_major_repairs_to_mun_prop,mun_minor_repairs_to_mun_prop,pst_mosquito_nuisance,encr_municipal_colony_slum,encr_municipal_land_foot_swd,encr_municipal_plot,swm_no_attend_public_toilets,swm_non_attend_nuis_detect,ws_non_receipt_water_bills,pst_nuisance_cockroaches,encr_nuisance_due_to_vagrants,pst_nuisance_due_to_white_ants,drain_odour_from_drains,shp_online_renewal_application,shp_open_beyond_permis_hours,bld_other_buildings,misc_others,drain_others_drn,encr_others_ecnr,est_others_estate,lic_others_lic,heal_others_moh,mun_others_rnt,swm_others_swm,ws_others_was,col_others_colony_officer_col,ws_overflow_overhead_tank,drain_overflowing_drn_manhole,bld_perm_temp_monsoon_shed,gdn_perm_for_tree_cutting,encr_private_land_bldg_fact,swm_dustbins,strm_provid_manhole_cover_swd,rd_providing_rd_name_plate,drain_raising_of_manhole,pst_rat_nuisance,rd_reinstatement_of_trenches,rd_relaying_and_repairs_roads,swm_removal_of_dead_animals,swm_removal_of_debris,ws_removal_of_water_meters,strm_repair_damaged_open_swd,rd_repairs_of_road_footpath,drain_repairs_to_pipe_sewers,drain_replacement_manhole,rd_resurfacing_of_road,shp_running_without_license,ws_shortage_of_water_supply,rd_signals,swm_silt_lifted_from_road,rd_speed_breakers,rd_street_lighting,swm_sweeping_of_roads,lic_trade_without_license,gdn_trimming_of_branches,bld_unauth_alteration_bldg,lic_unauth_banners_advt_road,bld_unauth_constr_development,col_unauth_constr_in_slum,est_unauth_constr_reserve_plot,col_unauth_ext_constr,fac_unauth_factory_workshop,lic_unauth_storage_explosives,ws_unauth_tapping_water_conn,pst_unauth_uncov_water_storage,ws_unauth_use_waterchange_user,heal_unauth_food_sell,lic_unauth_stalls_road_foot,lic_unauth_workshop_or_garage,swm_unhygienic_cond_toilets,ws_use_of_booster_pump,castequota_scst,gender_election,genderquota,members,hdi,term,adminward,year,source_path
2017-T,50.230769,27.4,,,327.5,234,,31.25,6.5454545,,27,19.5,41.829493,,81,19.285714,1.5,3.2258065,1,3.9230769,45.774775,,106,24.033898,3.025,243.5,130.5,153.5,18.33945,,181.15789,245.8,,11.857143,58.5,35,169.15789,,,39.347826,71.666667,,,,,65.416667,,,,,,,23.142857,110.55556,,,,5.625,222,237,,19.4,44.5,179.16667,2,6.7391304,43,252,,63.2,83.454545,151.56522,48.25,27.5,368,1.6666667,332.25,140.88889,2.6923077,16.333333,229.8,162,19.324324,165.4,,,,,,35.333333,14.25,29.25,56.75,77.6,28,11.166667,,0.1666667,0,0.3333333,6,0.76,2017,T,2017,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-A,14.928,21.272727,22.333333,218.66667,77.285714,114.83333,152.75,10,60.2,,16.095238,71.142857,67.481481,139.5,173.5,20.576923,64.222222,39.871795,29,42.35,37.415094,57.142857,107.5,17.461538,28.178571,141.66667,58.75,110.09524,24.040816,176,128.47761,70,,65.432432,,,154.26471,13.333333,84.714286,10.785714,56.333333,,,,,103.33333,,,,,,,27.666667,84.104478,44.5,70,59.588235,44.076923,78.375,99.6,286,24.25,14,59.0625,51.444444,54.619048,16.125,70,,82.777778,73.676471,45.576271,16.727273,17.808081,109.8,107,46.375,138.63889,41.2,156.16667,58,78.916667,11.125,53.847059,,108,,142,203.33333,16.857143,30.75,14.5,100.92105,133.92,89,69,45.857143,0.3333333,0,0.6666667,3,0.58,2017,A,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-B,7.4752475,,142,125.66667,14,111.63636,,6,7.3636364,,6.6,72.555556,23.889222,,88.571429,45.47619,3,6.2435897,,6.14,66.405063,173.5,,3.6666667,22.783784,,80,82.5,52.761905,,189.65574,,2,5.6393443,3,93.5,206.84,43.5,20.866667,16.090909,17.666667,,,,162,,,,,36,,,2,44.092896,59.5,41.714286,135.38462,8.75,103.16667,,,67.764706,12,57.941176,6,8.2631579,,115.4,,20.194444,35.803922,52.666667,13.289474,3.4805195,163,8.375,8,50.9,6.7692308,144.41667,49.68,121.97143,36.818182,143.57908,,,,94.2,,6.25,173,2,43.347826,187.45652,68,3.8,4.3333333,0.5,0,1,2,0.71,2017,B,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-C,13.520548,5.6153846,,15.5,27.666667,26.428571,72,13.666667,31.125,,5.5487805,47.666667,13.640244,,19.5,26.604651,12.625,11.230392,24,28.050388,83.055249,,,5.3076923,93.857143,29,39.125,21,26.590909,,42.833333,51.2,,12.086957,3.3333333,69,43.857143,,9.3846154,23.833333,32.571429,,,,,,238,,,,,,5.3333333,19.816667,,121.25,,12.444444,69,90.5,40,65.5,14,43.214286,16,13.257426,,14,,11.714286,14.243243,42.148148,38.307692,4.9637681,,12.6,67.8,45,10.636364,189.71429,131.54545,,129,22,,,,,159.3,5.8,37.857143,2.5,162.11905,123.25,149.75,16.333333,5.5789474,0.3333333,0,0.3333333,3,0.89,2017,C,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-D,9.8630952,2.8888889,29.666667,5.4,7.5,10.833333,15,71.666667,48.826087,,6.6744186,15.727273,10.275081,21,9,18.5,46.133333,40.286667,,41.15873,18.032698,28.378378,49.2,3.9714286,33.416667,23.4,19.5,16.617647,17.089744,39,15.992424,15.333333,37.6,46.878049,5.2,8.3333333,15.5,53,13.909091,18.066667,30.166667,,,,,23.75,,,,,,,3.1666667,11.865125,23.333333,26.705882,26.238095,64.789474,14.461538,56.142857,57.875,19.238636,18.666667,12.318182,52.733333,44.547445,,15.75,,6.1,39.612903,16.850394,22.833333,4.325,,41.75,6.1818182,9.8214286,44.777778,19.963636,26.059524,25.102041,18.282051,22.699454,34.25,66,,22.909091,23.111111,3,22.125,3,61.821429,18.884615,19.714286,34.666667,3.8333333,0.5,0,0.6666667,6,0.96,2017,D,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-E,9.8817204,17.818182,39.125,,6,,21,22,14.333333,,26.424242,23.5,6.9458333,40,24,5.1086957,12.176471,13.838028,10.5,13.131783,19.370968,44.555556,25.666667,25.337209,16.782609,39,13,44.25,5.5290323,19,34.385965,38.333333,13.666667,11.54386,,5.3333333,35.892308,5,11.833333,19.555556,23.6,,,,32.391304,51,22,8,,14,,,19.666667,11.146341,32.666667,19.809524,42.956522,15.125,21.5,12,,5.474359,20,32.354839,8.3333333,15.166667,11,,,20.058824,11.857143,36.844444,33.333333,24.660714,9,17.741463,40.933333,11.5,13.833333,10.157895,18.793103,30.565517,6.3023256,29.322237,39.142857,25.571429,53,20.407407,5.5,23.939394,13.066667,23,37.419355,45.302326,13.5,11.25,37.333333,0.2857143,0,0.4285714,7,0.54,2017,E,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-FN,12.550186,9.8928571,8.5,33.428571,31.833333,22.526316,33.185185,9.5,9.5,,9.1052632,31.258065,13.567766,25,33.444444,14.958333,7.5217391,8.0117647,18,9.0961538,18.680581,19.607143,18.272727,10.292683,12.159091,29.125,22.571429,98,12.111524,,36.557252,52,15.333333,8.7377049,4.2727273,15.666667,42.90625,6.6666667,8.2,11.181818,4,,,,,,,,,25,,,11.125,19.983051,13.5,17.458333,16.176471,11.4375,45.571429,42,,15.344828,20.666667,31.05,5.25,10.851064,19,39.5,,28.090909,25,30.325581,36,7.688172,52.6,10.863636,35.318182,26.310345,11.3125,11.470588,16,16.139241,9.2777778,18.447894,54.428571,38.083333,69.75,20,11.5,6.375,14.882353,7.75,24.184615,34.266667,28,28,7.2,0.4,0,0.4,10,0.41,2017,FN,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-FS,12.270588,36.941176,137.5,14,24.571429,21.666667,53.6,32,20.142857,,16.208333,19.7,9.8870968,,23.8,28.206897,13.363636,15.423077,15,22.696429,24.466077,77.375,30.777778,37.931034,37.028571,19.333333,65.111111,44.25,23.925373,181.66667,39.807692,52.5,21.5,14.935484,4,15,40.45283,3,94.5,14.666667,5.75,77,,,49.375,35,,,,,,,56.444444,13.931818,39.5,35.444444,71.26087,19.625,29,93,,22.317073,36.666667,53.52,16.45,25.7,86.5,68,,25.111111,28.015152,27.8125,15.666667,21.408696,41.333333,14.733333,36.5,32.461538,21,57.375,69.875,68.117647,40.536585,85.567686,139.69231,156,307,90.6,60.142857,28.947368,45.8,11.8,23.606061,44.84,66.666667,26.333333,24.8,0.2857143,0,0.5714286,7,0.67,2017,FS,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-GN,22.619403,8.4166667,11,8,1,6.5,,,19.25,,10.8,28,2.8,,12,15.015385,6,64.416667,37,61.772727,10.576577,,7.8333333,9.5430464,41.4,104,,190,15.311688,94.888889,86.153846,,2,62.032258,8,10.333333,60.25,15,13,24.75,18.333333,,,,,67.333333,,,,,,,8.55,5.9230769,,12,86.066667,62.5,41.8,10,13.5,13.264706,14.5,57.833333,77,65.675676,,57,,12,7.55,57.909091,55.25,10.430556,,35.571429,,88.466667,55.166667,20.971014,44.290323,79.6,33.365385,70.829365,49.10989,130.2,50.434783,78.5,28.9375,10.517483,16.285714,13.846154,17.29703,31.466667,44.5,41,9.8333333,0.2727273,0,0.6363636,11,0.49,2017,GN,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-GS,13.223404,46.692308,45.25,,21,2,8,41,36.95,,42.363636,23.6,13.72807,5,8,14.977273,24.8125,23.291667,25.5,35.240741,29.431907,42.5,,43.075,49.363636,21.5,29,16,13.768421,192,22.904762,20.8,42,40.316667,,,21.106383,10,26,14.636364,17.333333,,,,,,,,,,,,88,24.114286,104,73.428571,53,44,42,9.5,29,17.648148,,19.714286,22.333333,52.946237,27,23,,39,40.441176,21.454545,22.538462,40.419355,30,44.230769,27,17,36.928571,36.411765,53.473684,41.019108,39.189189,46.161209,58,,22,49.478261,17.666667,41.777778,15,15.333333,55.321429,33.294118,39,41.666667,,0.4285714,0,0.1428571,7,0.66,2017,GS,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-HE,17.75463,41.210526,89.8125,35,36.9,24.166667,22.111111,17.333333,26.625,,26.34375,25.166667,9.434188,,11.3,5.1090909,22.571429,22.315789,44,22.256881,17.784314,37,10,31.326733,19.037037,59,32.833333,10.2,5.0561798,33.777778,26.927273,24.5,27.285714,17.42,42.384615,3.5,35.494118,2.3333333,13,26.0625,,,,,,131,,,,,,,43.142857,28.680672,,34.285714,57.571429,20.76,21,23.333333,,3.9642857,25,45.055556,25.714286,19.56,21.142857,43.285714,,25.85,23.261538,31.636364,24.285714,36.415385,26,16.782609,23.5,28.555556,19.952381,22.740741,19.366667,54.92,17.169231,53.70632,53,,49,33.444444,36.833333,35.947368,4,20.5,14.551724,20.447368,10,36.6,21,0.4,0,0.4,10,0.47,2017,HE,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-HW,12.089362,13.693878,43.041667,6.3333333,7.8181818,19.888889,13.75,,5.2258065,,12.904762,14,5.5238806,20,8.9444444,12.393617,4.5217391,5.6864407,6,4.0588235,13.851852,61.606061,31.666667,12.818681,31.595745,18.166667,24,7.5,10.47191,57,17.123188,14.777778,4.3333333,4.2153846,18.8,5,16.337079,7,25.090909,13.071429,36.666667,,,,,27.545455,,,,,,,12.5,13.777108,36.666667,99,51.388235,5.4444444,10.357143,23,9.4444444,16.152174,10.666667,14.333333,4.2222222,5.5954198,19,6.4285714,,15.529412,13.133803,13.770833,41.4375,12.952381,13.4,3.3888889,11.181818,15.7,5.0967742,15.439024,92.122807,52.257353,13.680851,66.113006,97.6,170.5,97.333333,95.384615,14.125,19.041667,44,19.6,26.890625,14.943182,7.0833333,4.3333333,22,0.3333333,0,0.3333333,6,0.68,2017,HW,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-KE,16.605304,18.056,70.647059,89.875,86.511628,111,128,27.2,19.777778,,16.984375,69.588235,45.137748,91.5,135.33333,51.259615,19.2,22.658537,28.666667,24.335329,22.130568,67.115385,48.333333,19.65625,44.319149,79.571429,105.86667,93.25,45.672727,196.5,88.66055,55,17.888889,25.992188,29.448276,53.5,86.420213,49.055556,78.166667,27.653846,5,,,,,17.586207,,,,,,,15.625,95.170124,121.33333,36.862069,85.641176,21.5,123.07692,105.09091,,61.460317,114,87.954545,17.978261,52.836364,21.333333,102.5,,99.451613,93.954357,86.666667,30,17.794444,121.88889,96.711864,78.928571,92.445455,32.7,60.382353,52.430108,86.2,23.236025,80.912593,209.8,250.33333,218,88.304348,64.333333,20.871795,60.571429,17.64,25.960227,77.90099,90.4,25.5,14.615385,0.2666667,0,0.3333333,15,0.67,2017,KE,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-KW,24.793177,32,105.67857,88.551724,62.75,51.727273,60.608696,37.2,32.641026,,33.641791,50.852941,17.528736,17,59.541667,75.554054,35.444444,26.936,,36.094118,11.593617,109.91304,16.6,32.660377,29.457143,60.666667,101.625,43.416667,86.131068,46.230769,77.528384,113,82.333333,38.064,26.769231,,90.563953,117,70.3125,19.2,31.909091,61,,,179,23.896552,,,,,,,40.142857,66.592334,196.25,16,117.47059,35.529412,78.346154,66.5,85.5,73.175258,39.833333,47.75,34.35,33.575581,16.25,76.176471,,70.078947,60.024691,62.6,34.136364,26.459215,47,25.627119,64.486486,48.974138,37.611111,39.196721,35.52439,121.41126,24.037037,114.6732,45.837838,165,22.166667,86.294118,69.357143,25.116592,73.44898,40.785714,35.943231,58.59375,20.6,35,24.730769,0.3076923,0,0.7692308,13,0.66,2017,KW,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-L,15.368421,147.32584,205.66667,164.27273,183.03704,216.5,189.04545,38,168.95238,,107.04348,239.40909,66.983607,230.5,134.94444,118.97826,139.10714,136.81667,93,151.46512,146.0824,162.16667,137.6,153.2449,78.45,208,241.75,246.8,129.25472,,213.89855,268.8,155.625,158.92308,219,54,222.07143,39,190.40909,24.090909,52.666667,,,,,160.6875,,,,,,,118.0625,163.19938,84,199.81373,,123.31579,120.5,258.33333,,144.07895,237,176.53571,127.16667,184.18667,107.28571,156,,153.65306,155.53211,185.02857,40.608696,169.2449,,170.2,220.56,141.52113,154,164.21429,176.41379,172.76471,147.8642,188.62871,,289.66667,,174.17647,153.71429,170.22222,208.44444,160.25,178.02,202,167.14286,178.42857,159.6,0.4375,0,0.375,16,0.29,2017,L,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-ME,4.8351648,121.72549,168,12.714286,22.225806,14.875,16.352941,62,49.92,,147.36765,16.529412,14.139601,16,11.111111,13.017544,40.259259,44.095238,68,43.009615,54.218274,69,29,98.142349,29.333333,10,12.777778,14.727273,13.991228,50.153846,15.814433,13.117647,37,44.75,52.4375,9.8333333,16.768421,11.928571,22.538462,23.6,46,,,,,81,63,,,,,,131.57895,15.484277,43,9.4210526,114,55.6875,8.7777778,21.5,17.8,15.735849,15.666667,17.119048,35.777778,40.895833,46.571429,13.2,,16.90625,16.255102,13.482759,19.25,106.64074,8,51.849057,20.208333,18.627119,37.322581,93.6875,11.245283,108.59459,43.297297,121.5086,39.72973,72.5,25.8,70.666667,91.333333,137.43662,61.333333,155.18519,63.684211,38.622222,56,45.4,67.5,0.4,0,0.7333333,15,0.05,2017,ME,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-MW,17.604278,78.576923,83.125,26,26.661017,15.428571,24.791667,23.6,27.307692,,96.375,31.7,10.626866,,28.444444,8.7205882,24.625,31.763158,16.5,27.41573,34.042735,61,38,69.274286,57.096774,34.642857,34.571429,27,9.1138211,7,49.857143,38.125,35.7,33.381818,94.466667,3,26.073171,5.25,19.444444,14.8,,,,,,65.25,,,,,,,67.428571,22.813333,37,111.33333,61.617647,39.142857,18.466667,196,22,6.7692308,,59.7,28.4375,35.098039,65.25,24.625,,23.73913,26.53125,54.307692,17.375,76.112903,26.666667,22.209302,48.571429,36.643836,25.3,17.514286,77.295775,64.75,16.524823,63.961853,33.894737,23,26.5,63,15.888889,54.515625,16.888889,57.636364,79.225806,21.458333,13.333333,39.75,54.8,0.4285714,0,0,7,0.33,2017,MW,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-N,20.827451,7.1090909,74.444444,8.7142857,18,13.444444,22.6875,4,4.3137255,,16.837209,21.552632,8.5992268,69,9.3125,12.298507,3.4761905,4.3246753,2.3333333,4.7056452,4.7493976,82.272727,26.8,7.6612903,12.22807,3.25,12,13.5,12.115646,4.1818182,16.975728,15.222222,6.25,5.1549296,7.75,10,20.945783,8.7142857,21.214286,2.75,4,,,,,6.3333333,,,,,,,11.8,18.059113,126,20,72.924528,5.8235294,13.1,34.5,6,16.540541,57.833333,18.028571,6.0909091,6.5925926,11.5,8.1428571,,16.72973,15.031915,16.561644,6.4,10.360465,14.833333,3.7368421,18.833333,18.280374,4.2631579,6.71875,26.718447,67.317757,6.6748466,68.419501,11.903614,24.5,3.2833333,71.307692,4.6666667,8.4482759,14.611111,8.2272727,12.897196,16.133333,6.5,5.2,8.5,0.1818182,0,0.5454546,11,0.52,2017,N,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-PN,29.595745,53.430556,25,169,151.74074,181,201,101.83333,120.06,,37.345455,149.5,101.87252,33,189.63636,32.056604,125.14925,103.34444,153,130.23729,61.996289,144,80.75,43.075812,96.75,,289,10,31.898305,,248.5,176,57.285714,115.04598,64.636364,32.666667,256.77778,46.666667,161.91667,7.5,9.125,,,,,50.266667,,,,,,,63.545455,168.12821,68.25,28.153846,110.5,114.02326,209.6,,,35.830769,305,184.19512,93.232558,110.71739,15.2,167.875,,182.84615,181.6,156.44444,16.214286,38.876106,233,115.51429,290.25,253.66667,90.735294,160.44444,37.636364,78.73913,68.703704,128,121.5,,192,72,130.33333,37.43038,36.666667,40.375,70.23913,160.22581,,88.166667,40.5,0.4444444,0,0.6111111,18,0.47,2017,PN,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-PS,18.925134,25.043478,28.25,88.733333,91.882353,62.333333,46.571429,28.333333,16.92,,34.764706,87.235294,25.461741,105.5,45.125,8.7534247,14.64486,17.538462,,14.551724,40.106218,33.571429,18.5,29.333333,19.197802,61.5,179.66667,39.5,10.830645,,106.65574,95.5,33.538462,27.907692,27,9.3333333,102,4.6666667,30.6,14.5,35.333333,,,,,63.5,,,,,,,35.625,53.622951,46,58.444444,82,17.030303,85,70.142857,,10.771429,61.75,122.3,15.948718,22.746479,58,71.5,,41.636364,98.068182,97.030303,32.133333,34.055556,142,10.181818,78.8125,105.35714,20.588235,69.842105,30.220339,74.925373,18.177419,91.408451,41.5,,,77.176471,59.75,33.041667,31.272727,33.615385,22.239437,92.62963,102,35,30,0.3333333,0,0.5555556,9,0.59,2017,PS,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-RC,41.111801,109.46296,43.333333,140.16667,59,192.25,116.66667,60.333333,47,,75.511111,106.1,21.001894,9,156.4,62.966292,33.366667,48.592593,,51.040816,45.197952,84.333333,39.75,106.72826,38.693878,137.5,80.166667,174.25,69.826087,,93.545455,149,79,52.8,106.66667,34.25,110.45714,72,34,30.230769,53.5,,,,,14.878788,,,,,,,161.75,100.38571,,22,89,87.545455,125.66667,139,50,58.533333,123,100.08333,36.72973,38.411765,124.5,62,,81.75,116.92683,104.83333,23.8,101.18519,129,68.686275,109.25,110.63158,41.380952,24.454545,20.821918,87.538462,14.966667,129.99324,14.4,261,48,125,34.647059,156.55556,56,111,29.517241,35.821429,14.25,42,91,0.2,0,0.3,10,0.84,2017,RC,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-RN,40.890411,8.1428571,,18,12.5,2,22,105,43.6,,17.892857,85.2,15.670732,,25.5,151.60606,48,106.75,,89.666667,73.77551,,153,11.394737,57.714286,,81,52,147.47917,345,83.45,93,61,96.357143,5,232,95.043478,,45.75,126.5,21,,,,,39,,,,92,,,11.875,57.153846,,6,,63,8,,,206.94118,145,87.230769,53.5,112.5,8.2,,,55.6,70.5,114.63636,133.26923,13.848485,,97.846154,75.666667,88,103,141.19231,5,,24.083333,,244.5,,164.5,,233.33333,16.777778,131.875,11.75,122.14286,98.529412,52.666667,,19.333333,0.25,0,0.375,8,0.69,2017,RN,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-RS,8.8900524,43.928571,151.6875,58.181818,48.64,67.818182,50.45,3.8,14,,63.217391,36.233333,26.619289,,78.833333,25.446154,5.3888889,7.0666667,,8.8222222,71.599532,140.36364,90.5,61.102222,14.25,38,31.666667,43.666667,31.669291,76.666667,42.701754,36.461538,7.1428571,11.922078,62.333333,43.25,37.632479,53.5,21.875,18.5,15.5,,,,,100,,,,,,,59.5,41.90411,129.14286,32.705882,108,21.296296,67.6875,24.666667,,63.857143,,33.576271,5.1964286,15.222222,54.857143,66.5,,33.294118,51.938776,40.78,40,41.5,119,12.096154,33.78125,40.936508,10.288889,59.477273,28,134.49286,22.419355,142.12024,92.714286,238,,21.307179,68.5,38.981818,22.5,37.538462,41.138889,59.924051,65.9,10.5,25.1,0.4166667,0,0.5833333,12,0.54,2017,RS,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-S,19.983264,18.293333,76.2,37.5,57.6,16.333333,46.8,28,27.516129,,25.368421,43.888889,20.536082,,45.6,8.4313725,36.8,36.730769,,37.945355,68.084249,55,19,18.029316,36.268293,,,19.666667,10.930556,67.5,87.909091,112.5,34.333333,46,10.826087,6.5714286,85.625,5.7692308,32.444444,18.5,13,,,,,128.16667,,,,,,,12.125,46.698113,139.33333,28.482759,76.695652,45.111111,39,107,148,13.122449,54.5,40.733333,45.964286,36.824074,14.222222,,,68.25,58.911765,52.166667,17.555556,20.4,,40.813953,51,106.28571,32.088235,72.55,36,66.93617,30.627119,75.946524,167.88,21,235.5,60.909091,138,14.326531,9.1538462,22.666667,32.285714,76.666667,59,53.2,17,0.2857143,0,0.7857143,14,0.51,2017,S,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
2018-T,12.419355,12.459459,,,,,8.6666667,,,,13.875,24.714286,4.9688889,,,8.58,10,6,,10.5,85.263636,,,13.66443,19.565217,,,,11.065217,154,34,,,11,20,3,13.2,15,24,25,,,,,,64,,,,,,,14.736842,13.6,,21.3125,,,,,,17.823529,,25.625,,14,10.666667,,,25.5,45.666667,21.75,24,15.970588,,14,,36,18,,15.898305,,39.939394,,169.8,,,,,20.1,29.75,19.285714,,,,,,0.1666667,0,0.3333333,6,0.76,2017,T,2018,data/maharashtra/mumbai/dataverse_IO9SLQ/fulldata_reshaped.tab
