state,year,district,body,ward_no,ward_name,tier,woman_reserved,reservation_raw,caste_reservation_known,winner,party,party_local,votes,votes_polled,reservation_source_path,source_path
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,180,Estrella  Batteries Co. - Rajeshri Shahu Nagar,ulb_ward,1,W,0,Mangala Vishnu Gaikwad,INC,CONG,5766,12623,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,181,Mahim Fort - Mahim Police Quarters ( Mahim Creek ),ulb_ward,0,,0,Santosh Bhagwan Parab,SS,SENA,5929,17610,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,182,Shitaladevi Temple - Hinduja Hospital,ulb_ward,1,W,0,Meena Shripat Desai,INC,CONG,6577,18183,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,183,Ruparel Collage - Matunga Workshop,ulb_ward,0,,0,Ajit Govind Pandit,SS,SENA,8698,24078,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,184,Kamgar Krida Kendra - Dadar Railway Station,ulb_ward,0,,0,Snehal Sudhir Jadhav,SS,SENA,8200,20887,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,185,Ravindra Natya Mandir - Shivaji park,ulb_ward,0,,0,Pravin Narayan Devhare,SS,SENA,9607,24764,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,186,S.T. Depot - Western Railway Workshop,ulb_ward,0,,0,Manohar Laxmi Kambli,SS,SENA,7891,19406,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,187,T.V. Center - Prabhadevi,ulb_ward,1,W,0,Jyoti Laxman Bhosle,SS,SENA,7295,15638,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,188,Worli Village,ulb_ward,0,,0,Sanjay Gulabrao Agaldare,SS,SENA,8198,18314,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,189,Worli Dairy - Sasmira,ulb_ward,0,,0,Madhukar Rajaram Dalvi,SS,SENA,5686,15044,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,190,Woli B. D. D. Chawls,ulb_ward,0,,0,Jagdish Harishchandra Sawant,SS,SENA,5732,19453,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,191,Gandhi Nagar- Dawn Mills,ulb_ward,0,,0,Ashish Ramnath Chemburkar,SS,SENA,10326,21198,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,192,Mahalaxmi Race course - Nehru Planetorium,ulb_ward,0,,0,Parshuram Dattatraya Desai,IND,IND,3541,14063,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,193,Shati Nagar - Arthur Road Jail,ulb_ward,0,,0,handrakant Ramchandra Pugaonk,BJP,BJP,4642,14375,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,194,Parel B.D.D. Chawls,ulb_ward,0,,0,Sunil Govind Shinde,SS,SENA,11474,20624,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,195,Ranjeet Studio - Naigaum B.D.D. Chawls,ulb_ward,1,W,0,Shakuntala P Mane,INC,CONG,8092,20342,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,196,Naigaum Police Parade Ground - B.P.T. Hospital,ulb_ward,0,,0,Sunil V More,INC,CONG,6681,19618,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,197,Mahatma Gandhi colony - Bhoiwada,ulb_ward,1,W,0,Pravaati K Gorivale,SS,SENA,8985,22747,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,198,India United Mills - Nare Park,ulb_ward,0,,0,Sanjay G Ambole,SS,SENA,10965,24135,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,199,K.E.M. Hospital - Raj Kamal Studio-Mahatma Gandhi Hospital,ulb_ward,0,,0,Anil K Pawar,SS,SENA,10652,22317,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,200,Veternary Hospital - Abhudaya nagar,ulb_ward,0,,0,Dilip G Shinde,SS,SENA,10466,23285,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,201,Cotton Green - Sewari Fort,ulb_ward,0,,0,Prakash S Chalke,SS,SENA,6851,17494,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,202,Veer Jijamata Udyan - Ghodapdeo - Mazgaon Docks ( North ),ulb_ward,0,,0,Mangesh Gangadhar Bansod,NCP,NCP,4346,17251,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,203,Kasturba Hospital - India United Mills,ulb_ward,0,,0,Ramakant Sakharam Rahate,SS,SENA,5484,21006,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,204,Byculla Railway Station - Muncipal Housing Quarters,ulb_ward,1,W,0,Vandana Pradeep Gawli,ABS,ABS,11868,16437,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,205,Nair hospital - Byculla Fire Brigade,ulb_ward,1,W,0,Geeta Arun Gawli,ABS,ABS,8588,15505,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,206,Mazgaon Court - Madanpura,ulb_ward,1,W,0,Afrin Faiyaz Ahmed Khan,INC,CONG,5948,16403,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,207,Anjirwadi - Dockyard - Mazgaon Docks ( South ),ulb_ward,0,,0,Yashwant Kamlakar Jadhav,SS,SENA,4845,15250,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,208,Mastan Tank - J.J. Hospital - Vikrikar Bhavan,ulb_ward,1,W,0,Rabia Iqbal Shaikh,INC,CONG,5001,15607,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,209,Kamathipura,ulb_ward,0,,0,Amin Amir ali Patel,INC,CONG,4997,15678,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,210,Bellasis Chawls - Navjivan Society,ulb_ward,1,W,0,Anahita R Mehta,INC,CONG,10232,15690,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,211,Welington Sports Club - Bhatia Hospital,ulb_ward,0,,0,Bhavana D Koli,INC,CONG,6047,17071,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,212,Mahalaxmi - Condition market - Oomar Park,ulb_ward,0,,0,Arvind J Bane,BJP,BJP,10819,23205,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,213,Priya Darshni gardan - August Kranti Maidan,ulb_ward,1,W,0,Yogeeta A Singh,BJP,BJP,3113,8593,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,214,Kamala Nehru Park - Raj Bhavan,ulb_ward,0,,0,Pramod M Mandrekar,INC,CONG,7336,14963,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,215,Prarthana Samaj - Opera House,ulb_ward,1,W,0,Minal P Juwatkar,SS,SENA,10117,19344,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,216,Harikisandas N. Hospital - Khetwadi,ulb_ward,1,W,0,Kokilaben A Parmar,BJP,BJP,5305,15766,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,217,Durgadevi Udyan - Madhav Baug - Bhuleshwar,ulb_ward,0,,0,Vijay A Vashirde,SS,SENA,4417,14491,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,218,Chandanwadi - Chirabazar - Gymkhanas,ulb_ward,1,W,0,Vishakha V Pednekar,SS,SENA,7797,15938,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,219,Mumbadevi - Mulji Jetha Market - Dhobi Talao,ulb_ward,0,,0,Janak J Sanghavi,BJP,BJP,5791,13269,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,220,Khara Talao - Nul Bazar - Ghoghari Mohalla,ulb_ward,1,W,0,Gulshan S Chouhan,NCP,NCP,4954,12034,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,221,Imamwada - Dongari,ulb_ward,0,,0,Dnyanraj Yeshwant Nikam,INC,CONG,4868,14890,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,222,Bengalipura - Princess Dock,ulb_ward,0,,0,Mohd. Ikhlaq Mohd. Ishaq Ansari,INC,CONG,4469,9651,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,223,Musafir Khana - Victoria Docks,ulb_ward,1,W,0,Waqarunnissa Zahid Husain Ansar,INC,CONG,5395,12694,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,224,Mahatma Phule Market - Churchgate - Museum - Indira docks,ulb_ward,1,W,0,Vijaya Kantilal Dhulla,INC,CONG,5799,12363,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,225,Brabourn Stadium - Colaba Market - Gateway of india,ulb_ward,0,,0,Vinod Shekhar,INC,CONG,5644,12952,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,226,Sasoon Docks - World Trade Center - Geeta Nagar,ulb_ward,0,,0,Geetabhai Chhedilal Kanijiya,INC,CONG,4315,14745,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
Maharashtra,2007,Mumbai,Brihanmumbai Municipal Corporation,227,R.C. Church - Colaba Dandi - Navy Nagar,ulb_ward,1,W,0,Prema Vijay Singh,INC,CONG,1110,3145,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,data/maharashtra/mumbai/BMC-2007_raw.xlsx
