wardyear_num	rd_bad_patch_potholes	ws_burst_water_main_lines	bld_change_user_res_comm	strm_cleaning_of_open_swd	drain_cleaning_of_septic_tank	strm_cleaning_water_entrance	strm_cleaning_removal_of_silt	swm_clean_rep_block_channels	swm_collection_pt_not_attend	misc_complaints_miscellenous	ws_contaminated_water_supply	rd_digging_of_roads	drain_drainage_choke_blockage	gdn_fallen_tree_on_road	strm_flooding_during_monsoon	pst_fogging	swm_gbg_lorry_not_report_cove	swm_gbg_not_lifted_gully	swm_gbg_not_lifted_mun_market	swm_gbg_not_lifted_from_road	encr_hawkers	bld_heavy_leakage_from_ceiling	heal_birth_deat_cert_issue	ws_leaks_in_water_lines_meter	gdn_lifting_of_tree_cutting	mun_maint_municipal_property	mun_major_repairs_to_mun_prop	mun_minor_repairs_to_mun_prop	pst_mosquito_nuisance	encr_municipal_colony_slum	encr_municipal_land_foot_swd	encr_municipal_plot	swm_no_attend_public_toilets	swm_non_attend_nuis_detect	ws_non_receipt_water_bills	pst_nuisance_cockroaches	encr_nuisance_due_to_vagrants	pst_nuisance_due_to_white_ants	drain_odour_from_drains	shp_online_renewal_application	shp_open_beyond_permis_hours	bld_other_buildings	misc_others	drain_others_drn	encr_others_ecnr	est_others_estate	lic_others_lic	heal_others_moh	mun_others_rnt	swm_others_swm	ws_others_was	col_others_colony_officer_col	ws_overflow_overhead_tank	drain_overflowing_drn_manhole	bld_perm_temp_monsoon_shed	gdn_perm_for_tree_cutting	encr_private_land_bldg_fact	swm_dustbins	strm_provid_manhole_cover_swd	rd_providing_rd_name_plate	drain_raising_of_manhole	pst_rat_nuisance	rd_reinstatement_of_trenches	rd_relaying_and_repairs_roads	swm_removal_of_dead_animals	swm_removal_of_debris	ws_removal_of_water_meters	strm_repair_damaged_open_swd	rd_repairs_of_road_footpath	drain_repairs_to_pipe_sewers	drain_replacement_manhole	rd_resurfacing_of_road	shp_running_without_license	ws_shortage_of_water_supply	rd_signals	swm_silt_lifted_from_road	rd_speed_breakers	rd_street_lighting	swm_sweeping_of_roads	lic_trade_without_license	gdn_trimming_of_branches	bld_unauth_alteration_bldg	lic_unauth_banners_advt_road	bld_unauth_constr_development	col_unauth_constr_in_slum	est_unauth_constr_reserve_plot	col_unauth_ext_constr	fac_unauth_factory_workshop	lic_unauth_storage_explosives	ws_unauth_tapping_water_conn	pst_unauth_uncov_water_storage	ws_unauth_use_waterchange_user	heal_unauth_food_sell	lic_unauth_stalls_road_foot	lic_unauth_workshop_or_garage	swm_unhygienic_cond_toilets	ws_use_of_booster_pump	castequota_scst	gender_election	genderquota	members	hdi	term	adminward	year
"2017-HW"	34.071429	22.714286	132.42857	34.0	34.7	52.2	33.6	1.0	5.2		29.894737	51.75	13.435318	35.5	11.642857	21.275862	6.3333333	3.7		5.65	58.523179	78.807692	29.5	35.954545	1.3529412	52.0	22.0	41.0	27.455882	156.33333	37.24	38.0	3.0	15.0	28.6	21.0	36.352941	33.333333	43.076923	12.71875	32.0					40.333333							27.0	29.433121	74.636364	20.642857	91.612903	2.0	20.444444	29.0	7.0	53.333333	64.0	34.214286	1.0	7.7653061	3.0	33.4		26.111111	34.306122	36.563636	15.4	34.964286	24.0	8.2962963	39.444444	27.941176	1.8333333	28.555556	26.758621	96.141509	21.37037	95.703601	99.208333		125.5	72.0	26.666667	40.0	35.857143	37.4	40.891304	33.022727	25.5	1.25	90.5	0.3333333	0.0	0.3333333	6	0.68	2017	"HW"	2017
"2017-KE"	33.21513	22.722222	52.363636	51.153846	44.54717	45.076923	43.076923	17.75	32.765957		14.255814	39.585366	25.883681	70.0	50.388889	46.584906	12.03125	40.0	1.0	14.576923	20.362694	61.416667	50.0	19.949495	17.727273	51.625	82.285714	42.642857	45.11976		53.196226	56.484848	4.0	42.341176	16.888889	57.0	49.193548	54.0	40.052632	33.378049	22.0					210.21053							18.777778	46.251748	111.0	41.944444	76.453333	42.918919	53.857143	51.0		36.434783	31.25	48.535714		27.822222	14.0	53.666667		48.787879	55.758621	50.021978	59.0	13.618557	51.333333	16.405405	48.59375	52.871795	7.6976744	15.277778	54.689189	69.673077	10.433333	73.986628				46.454545	13.958763	15.803571	48.9	13.538462	54.718121	32.255172	26.636364	103.75	16.0	0.2666667	0.0	0.3333333	15	0.67	2017	"KE"	2017
"2017-KW"	38.704846	63.277778	88.580645	46.5	41.925926	53.462963	58.6875	10.666667	19.821429		50.049587	44.205882	19.266217	69.333333	33.034483	88.790576	17.5	8.7727273	1.0	13.25	32.180147	80.588235	27.461538	49.927536	13.573333	75.0	88.5	73.777778	98.120521		67.974359	161.5	20.619048	36.319588	29.375	137.5	69.470968	44.333333	73.052632	10.454545	82.6				61.333333	45.909091	120.0						35.454545	58.723602	82.363636	75.0	82.654135	12.583333	69.3	37.777778	33.333333	86.705882	42.0	56.87931	1.4285714	17.44186	57.8	61.736264		104.72414	69.347222	65.262626	18.25	49.278947	113.8	27.04878	44.47619	77.791209	10.581081	21.565217	66.794872	80.204724	22.567568	69.787905	158.0	43.0		117.66667	63.571429	57.204301	86.705882	51.47619	57.431818	42.588235		142.5	22.5	0.3076923	0.0	0.7692308	13	0.66	2017	"KW"	2017
"2017-L"	14.843137				13.0			1.0	1.4333333				6.7275449				1.4166667	1.5675676	1.0	1.2666667					1.2222222								1.0	1.4666667					53.0	39.52381	55.5													13.169811			23.25	1.7272727							2.0	1.7368421				90.0	20.5		57.6			1.4772727			1.4			25.666667	51.042254	31.377778									74.0			1.3333333		0.4375	0.0	0.375	16	0.29	2017	"L"	2017
"2017-ME"	13.365217	194.84615	128.4	16.9	11.611111	17.357143	11.607143	25.0	17.181818		147.88525	10.952381	12.784452	13.75	11.666667	19.211538	6.0	14.189189	1.0	11.709677	72.045802	127.0	235.0	164.32911	1.3714286	13.25	13.0	20.5	30.448276	51.0	13.6875	14.5	12.5	22.276596	141.91667	40.25	14.157407	56.666667	27.363636	33.826087	40.0				33.0	83.166667							160.4	12.833333	141.5	16.857143	228.66667	15.615385	16.692308	6.3333333	13.0	20.774194	14.5	11.916667		8.7083333	110.25	17.5		11.307692	15.25	13.40625	58.928571	143.82353		2.2222222	12.777778	13.487179	8.7037037	103.38095	11.942857	200.2	83.85	182.67942	57.430769	44.0	59.25	142.33333	88.0	161.45098	110.8	191.11111	115.64706	43.304348	47.0	9.1428571	65.333333	0.4	0.0	0.7333333	15	0.05	2017	"ME"	2017
"2017-MW"	17.783333	22.888889	111.6	13.0	31.283333	25.75	15.75	1.0	51.315789		38.725806	37.375	14.424474	20.333333	22.0	12.35	18.0	35.333333	220.0	16.666667	35.636364	155.2	138.6	30.393939	19.219512	25.857143	21.0	31.833333	13.53125	131.4	36.782609	33.428571	1.6	33.625	27.4		28.861538	21.25	16.375	26.7						120.0							99.666667	27.935065	27.0	47.857143	161.52941	78.416667	21.285714	34.25		10.125	19.5	33.73913	1.25	56.553191	33.0	20.285714		42.047619	30.829268	50.185185	39.4	39.278481	8.0	8.6818182	32.642857	34.016129	35.153846	74.571429	21.814815	115.63333	10.837838	120.72464	112.63158	50.0	139.0	80.6	30.5	39.548387	21.0	29.333333	176.17647	49.392857	50.0	77.3	26.125	0.4285714	0.0	0.0	7	0.33	2017	"MW"	2017
"2017-N"	24.245033	18.789474	74.333333	28.785714	28.066667	16.05	23.8125	2.75	1.6		38.555556	14.470588	12.595645	34.5	17.692308	33.402985	1.6724138	2.4918033		1.4710744	10.908023	75.5	10.857143	16.402516	1.2424242	28.090909	24.454545	18.5	28.5	91.588235	26.22619	31.0	6.0	2.7346939	16.0	23.666667	25.818681	28.666667	32.047619	9.6222222	38.1					24.8							19.75	19.509009	122.33333	59.25	82.823529	3.4827586	16.571429	27.4		30.741935	39.0	22.621622	3.5	2.3780488	28.0	23.833333		30.423077	25.305556	20.075	13.452381	23.714286	21.0	1.8571429	18.857143	32.650602	2.5142857	5.4565217	48.210526	82.362832	4.2536232	76.892297	46.5	98.333333	68.157895	111.71429	3.3333333	19.0	33.625	19.615385	7.4528986	13.793103	8.0	4.0	32.0	0.1818182	0.0	0.5454546	11	0.52	2017	"N"	2017
"2017-PN"	33.142857	36.6	73.5	53.952381	62.833333	25.7	47.0	81.8	22.153846		32.144444	42.044444	38.509202	28.333333	47.769231	35.813559	20.909091	28.814286	73.5	15.898649	46.61008	117.0	43.833333	46.107143	5.3714286	94.5	31.2	73.6	37.788177		47.571429	69.863636	49.181818	34.387097	25.434783	52.0	51.894737	40.428571	52.4	12.618182	15.75			77.0	63.5	126.91304		45.0					19.5	56.292994	92.5	55.8	116.4127	60.044444	50.5625	64.833333		45.440678	61.0	31.243902	1.0	29.402299	31.777778	65.368421		54.928571	46.111111	42.528571	28.3125	27.789116	25.75	30.606061	47.770833	51.548387	45.428571	82.259259	45.578947	122.08219	71.488636	106.85672	291.0			121.625	50.0	29.766667	49.909091	28.4	48.891892	59.217391	89.714286	54.73913	34.692308	0.4444444	0.0	0.6111111	18	0.47	2017	"PN"	2017
"2017-PS"	38.03268	35.444444	84.0	44.842105	57.904762	46.7	51.928571	157.0	9.3846154		26.0	59.25	26.480159	84.0	76.0	15.140845	4.2666667	8.7857143	1.5	7.1555556	38.550459	102.66667	59.75	51.195122	6.5714286	16.5	72.888889	53.227273	16.27381	2.0	76.2	179.0	39.0	8.5454545	52.428571	13.666667	97.058824	29.0	61.666667	20.051282	86.428571					18.0							22.833333	53.822222	147.66667	68.833333	120.33333	18.894737	55.0	37.0	87.0	18.066667	59.0	64.380952	28.466667	10.473684	37.333333	113.85714		36.166667	60.333333	49.0	39.75	19.313253	86.666667	9.16	79.285714	75.96	10.40625	13.857143	67.863636	133.12963	19.981481	143.88254	9.0		25.0	84.166667		25.724138	45.909091	27.0	25.358974	81.1	9.0	62.5	22.25	0.3333333	0.0	0.5555556	9	0.59	2017	"PS"	2017
"2017-RC"	79.039735	27.0	158.0	189.08333	143.58333	175.21429	185.6	1.0	34.545455		52.694118	218.17647	62.058252	183.0	176.0	77.763158	26.935484	19.920455	13.0	19.897059	114.28875		15.0	30.272727	7.4054054	229.94118	151.0	205.91667	79.317073		160.09091	145.7	2.0	24.795181	40.5	61.333333	166.20909	74.0	181.25	80.451613	48.0			302.0		70.555556							38.0	163.14423		247.66667	183.8	31.916667	208.20588	283.0		58.466667	88.888889	192.35	26.0	32.935484	51.75	153.66667		156.63158	170.34286	239.01887	72.142857	41.12931	199.8	1.53125	166.71429	204.77778	15.972973	80.934783	101.19091	164.81818	24.72	213.6					76.333333	41.2	56.2	79.5	21.205882	102.66265	64.0	38.4	43.0	0.2	0.0	0.3	10	0.84	2017	"RC"	2017
"2017-RN"	60.235294	15.4		29.0	61.333333	32.0	116.6	23.25	85.142857		15.96	74.6	19.040984		49.555556	111.74194	5.0	27.6		12.393939	115.27473		66.333333	12.941176	11.058824	70.0		36.25	147.37209		78.578947	68.285714	1.0	25.777778	12.0	95.0	82.71875		51.333333	121.88235	43.0					129.42857							10.444444	59.244444				41.2	81.5	76.5	19.0	150.5	40.0	101.64286		31.041667	3.5			50.272727	46.75	91.481481	189.14286	11.190476	86.333333	1.4545455	59.125	94.454545	19.666667	121.65	74.5		66.263158	38.0					163.0	10.363636	102.5	10.6	32.75	83.314286	60.666667	25.166667	14.714286	0.25	0.0	0.375	8	0.69	2017	"RN"	2017
"2017-RS"	30.386364	31.571429	150.33333	35.75	45.041667	33.0	36.285714		3.0		48.692308	35.423077	22.468531	28.75	39.5	20.967742	3.0909091	2.8636364		3.7019231	87.952381	105.0	36.428571	50.692308	1.34375	35.916667	8.3333333	36.714286	23.171233	95.0	27.850467	41.555556	79.428571	4.0945946	79.307692	15.916667	36.33526	2.0	39.766667	27.464286	83.333333					50.307692							92.5	35.533333	17.0	25.833333	124.0	3.0	48.5	39.666667	35.0	19.866667	36.5	36.885714	1.75	4.9259259	104.0	25.142857		34.612903	34.24	33.211268	60.722222	48.381356	30.307692	2.2903226	44.923077	43.54	4.2857143	106.25	41.423077	103.14634	22.6	77.937086	99.0		94.0	17.0	20.0	54.8	30.666667	19.6	45.185185	65.056818	70.090909	2.0	22.25	0.4166667	0.0	0.5833333	12	0.54	2017	"RS"	2017
"2017-S"	52.659091	19.541667	229.0	150.9	127.75	102.08333	144.125	1.0	71.5		38.407407	81.416667	62.175287	122.66667	127.22222	16.1	23.48	54.06383	305.5	42.37037	141.80952	94.5	52.625	21.198582	1.3125	159.0	142.8	183.6	20.5	284.75	103.14085	121.11111	102.0	36.354167	12.681818	5.0	117.96104	6.0	148.07143	40.964286	97.285714					175.85714							28.285714	93.070968	57.0	126.0	122.02703	24.259259	70.0	35.0		18.03125		51.958333	166.5	39.041667	16.5	95.333333		137.11111	108.04	123.44828	109.11765	25.807692	49.5	7.8695652	59.875	155.33824	136.47368	174.59091	138.1	182.59375	59.466667	159.81141	177.15		145.85714	32.333333	141.6	16.673913	6.5	15.166667	116.54167	151.38636	231.33333	1.0	8.0	0.2857143	0.0	0.7857143	14	0.51	2017	"S"	2017
"2017-T"	50.230769	27.4			327.5	234.0		31.25	6.5454545		27.0	19.5	41.829493		81.0	19.285714	1.5	3.2258065	1.0	3.9230769	45.774775		106.0	24.033898	3.025	243.5	130.5	153.5	18.33945		181.15789	245.8		11.857143	58.5	35.0	169.15789			39.347826	71.666667					65.416667							23.142857	110.55556				5.625	222.0	237.0		19.4	44.5	179.16667	2.0	6.7391304	43.0	252.0		63.2	83.454545	151.56522	48.25	27.5	368.0	1.6666667	332.25	140.88889	2.6923077	16.333333	229.8	162.0	19.324324	165.4						35.333333	14.25	29.25	56.75	77.6	28.0	11.166667		0.1666667	0.0	0.3333333	6	0.76	2017	"T"	2017
"2018-A"	14.928	21.272727	22.333333	218.66667	77.285714	114.83333	152.75	10.0	60.2		16.095238	71.142857	67.481481	139.5	173.5	20.576923	64.222222	39.871795	29.0	42.35	37.415094	57.142857	107.5	17.461538	28.178571	141.66667	58.75	110.09524	24.040816	176.0	128.47761	70.0		65.432432			154.26471	13.333333	84.714286	10.785714	56.333333					103.33333							27.666667	84.104478	44.5	70.0	59.588235	44.076923	78.375	99.6	286.0	24.25	14.0	59.0625	51.444444	54.619048	16.125	70.0		82.777778	73.676471	45.576271	16.727273	17.808081	109.8	107.0	46.375	138.63889	41.2	156.16667	58.0	78.916667	11.125	53.847059		108.0		142.0	203.33333	16.857143	30.75	14.5	100.92105	133.92	89.0	69.0	45.857143	0.3333333	0.0	0.6666667	3	0.58	2017	"A"	2018
"2018-B"	7.4752475		142.0	125.66667	14.0	111.63636		6.0	7.3636364		6.6	72.555556	23.889222		88.571429	45.47619	3.0	6.2435897		6.14	66.405063	173.5		3.6666667	22.783784		80.0	82.5	52.761905		189.65574		2.0	5.6393443	3.0	93.5	206.84	43.5	20.866667	16.090909	17.666667				162.0					36.0			2.0	44.092896	59.5	41.714286	135.38462	8.75	103.16667			67.764706	12.0	57.941176	6.0	8.2631579		115.4		20.194444	35.803922	52.666667	13.289474	3.4805195	163.0	8.375	8.0	50.9	6.7692308	144.41667	49.68	121.97143	36.818182	143.57908				94.2		6.25	173.0	2.0	43.347826	187.45652	68.0	3.8	4.3333333	0.5	0.0	1.0	2	0.71	2017	"B"	2018
"2018-C"	13.520548	5.6153846		15.5	27.666667	26.428571	72.0	13.666667	31.125		5.5487805	47.666667	13.640244		19.5	26.604651	12.625	11.230392	24.0	28.050388	83.055249			5.3076923	93.857143	29.0	39.125	21.0	26.590909		42.833333	51.2		12.086957	3.3333333	69.0	43.857143		9.3846154	23.833333	32.571429						238.0						5.3333333	19.816667		121.25		12.444444	69.0	90.5	40.0	65.5	14.0	43.214286	16.0	13.257426		14.0		11.714286	14.243243	42.148148	38.307692	4.9637681		12.6	67.8	45.0	10.636364	189.71429	131.54545		129.0	22.0					159.3	5.8	37.857143	2.5	162.11905	123.25	149.75	16.333333	5.5789474	0.3333333	0.0	0.3333333	3	0.89	2017	"C"	2018
"2018-D"	9.8630952	2.8888889	29.666667	5.4	7.5	10.833333	15.0	71.666667	48.826087		6.6744186	15.727273	10.275081	21.0	9.0	18.5	46.133333	40.286667		41.15873	18.032698	28.378378	49.2	3.9714286	33.416667	23.4	19.5	16.617647	17.089744	39.0	15.992424	15.333333	37.6	46.878049	5.2	8.3333333	15.5	53.0	13.909091	18.066667	30.166667					23.75							3.1666667	11.865125	23.333333	26.705882	26.238095	64.789474	14.461538	56.142857	57.875	19.238636	18.666667	12.318182	52.733333	44.547445		15.75		6.1	39.612903	16.850394	22.833333	4.325		41.75	6.1818182	9.8214286	44.777778	19.963636	26.059524	25.102041	18.282051	22.699454	34.25	66.0		22.909091	23.111111	3.0	22.125	3.0	61.821429	18.884615	19.714286	34.666667	3.8333333	0.5	0.0	0.6666667	6	0.96	2017	"D"	2018
"2018-E"	9.8817204	17.818182	39.125		6.0		21.0	22.0	14.333333		26.424242	23.5	6.9458333	40.0	24.0	5.1086957	12.176471	13.838028	10.5	13.131783	19.370968	44.555556	25.666667	25.337209	16.782609	39.0	13.0	44.25	5.5290323	19.0	34.385965	38.333333	13.666667	11.54386		5.3333333	35.892308	5.0	11.833333	19.555556	23.6				32.391304	51.0	22.0	8.0		14.0			19.666667	11.146341	32.666667	19.809524	42.956522	15.125	21.5	12.0		5.474359	20.0	32.354839	8.3333333	15.166667	11.0			20.058824	11.857143	36.844444	33.333333	24.660714	9.0	17.741463	40.933333	11.5	13.833333	10.157895	18.793103	30.565517	6.3023256	29.322237	39.142857	25.571429	53.0	20.407407	5.5	23.939394	13.066667	23.0	37.419355	45.302326	13.5	11.25	37.333333	0.2857143	0.0	0.4285714	7	0.54	2017	"E"	2018
"2018-FN"	12.550186	9.8928571	8.5	33.428571	31.833333	22.526316	33.185185	9.5	9.5		9.1052632	31.258065	13.567766	25.0	33.444444	14.958333	7.5217391	8.0117647	18.0	9.0961538	18.680581	19.607143	18.272727	10.292683	12.159091	29.125	22.571429	98.0	12.111524		36.557252	52.0	15.333333	8.7377049	4.2727273	15.666667	42.90625	6.6666667	8.2	11.181818	4.0									25.0			11.125	19.983051	13.5	17.458333	16.176471	11.4375	45.571429	42.0		15.344828	20.666667	31.05	5.25	10.851064	19.0	39.5		28.090909	25.0	30.325581	36.0	7.688172	52.6	10.863636	35.318182	26.310345	11.3125	11.470588	16.0	16.139241	9.2777778	18.447894	54.428571	38.083333	69.75	20.0	11.5	6.375	14.882353	7.75	24.184615	34.266667	28.0	28.0	7.2	0.4	0.0	0.4	10	0.41	2017	"FN"	2018
"2018-FS"	12.270588	36.941176	137.5	14.0	24.571429	21.666667	53.6	32.0	20.142857		16.208333	19.7	9.8870968		23.8	28.206897	13.363636	15.423077	15.0	22.696429	24.466077	77.375	30.777778	37.931034	37.028571	19.333333	65.111111	44.25	23.925373	181.66667	39.807692	52.5	21.5	14.935484	4.0	15.0	40.45283	3.0	94.5	14.666667	5.75	77.0			49.375	35.0							56.444444	13.931818	39.5	35.444444	71.26087	19.625	29.0	93.0		22.317073	36.666667	53.52	16.45	25.7	86.5	68.0		25.111111	28.015152	27.8125	15.666667	21.408696	41.333333	14.733333	36.5	32.461538	21.0	57.375	69.875	68.117647	40.536585	85.567686	139.69231	156.0	307.0	90.6	60.142857	28.947368	45.8	11.8	23.606061	44.84	66.666667	26.333333	24.8	0.2857143	0.0	0.5714286	7	0.67	2017	"FS"	2018
"2018-GN"	22.619403	8.4166667	11.0	8.0	1.0	6.5			19.25		10.8	28.0	2.8		12.0	15.015385	6.0	64.416667	37.0	61.772727	10.576577		7.8333333	9.5430464	41.4	104.0		190.0	15.311688	94.888889	86.153846		2.0	62.032258	8.0	10.333333	60.25	15.0	13.0	24.75	18.333333					67.333333							8.55	5.9230769		12.0	86.066667	62.5	41.8	10.0	13.5	13.264706	14.5	57.833333	77.0	65.675676		57.0		12.0	7.55	57.909091	55.25	10.430556		35.571429		88.466667	55.166667	20.971014	44.290323	79.6	33.365385	70.829365	49.10989	130.2	50.434783	78.5	28.9375	10.517483	16.285714	13.846154	17.29703	31.466667	44.5	41.0	9.8333333	0.2727273	0.0	0.6363636	11	0.49	2017	"GN"	2018
"2018-GS"	13.223404	46.692308	45.25		21.0	2.0	8.0	41.0	36.95		42.363636	23.6	13.72807	5.0	8.0	14.977273	24.8125	23.291667	25.5	35.240741	29.431907	42.5		43.075	49.363636	21.5	29.0	16.0	13.768421	192.0	22.904762	20.8	42.0	40.316667			21.106383	10.0	26.0	14.636364	17.333333												88.0	24.114286	104.0	73.428571	53.0	44.0	42.0	9.5	29.0	17.648148		19.714286	22.333333	52.946237	27.0	23.0		39.0	40.441176	21.454545	22.538462	40.419355	30.0	44.230769	27.0	17.0	36.928571	36.411765	53.473684	41.019108	39.189189	46.161209	58.0		22.0	49.478261	17.666667	41.777778	15.0	15.333333	55.321429	33.294118	39.0	41.666667		0.4285714	0.0	0.1428571	7	0.66	2017	"GS"	2018
"2018-HE"	17.75463	41.210526	89.8125	35.0	36.9	24.166667	22.111111	17.333333	26.625		26.34375	25.166667	9.434188		11.3	5.1090909	22.571429	22.315789	44.0	22.256881	17.784314	37.0	10.0	31.326733	19.037037	59.0	32.833333	10.2	5.0561798	33.777778	26.927273	24.5	27.285714	17.42	42.384615	3.5	35.494118	2.3333333	13.0	26.0625						131.0							43.142857	28.680672		34.285714	57.571429	20.76	21.0	23.333333		3.9642857	25.0	45.055556	25.714286	19.56	21.142857	43.285714		25.85	23.261538	31.636364	24.285714	36.415385	26.0	16.782609	23.5	28.555556	19.952381	22.740741	19.366667	54.92	17.169231	53.70632	53.0		49.0	33.444444	36.833333	35.947368	4.0	20.5	14.551724	20.447368	10.0	36.6	21.0	0.4	0.0	0.4	10	0.47	2017	"HE"	2018
"2018-HW"	12.089362	13.693878	43.041667	6.3333333	7.8181818	19.888889	13.75		5.2258065		12.904762	14.0	5.5238806	20.0	8.9444444	12.393617	4.5217391	5.6864407	6.0	4.0588235	13.851852	61.606061	31.666667	12.818681	31.595745	18.166667	24.0	7.5	10.47191	57.0	17.123188	14.777778	4.3333333	4.2153846	18.8	5.0	16.337079	7.0	25.090909	13.071429	36.666667					27.545455							12.5	13.777108	36.666667	99.0	51.388235	5.4444444	10.357143	23.0	9.4444444	16.152174	10.666667	14.333333	4.2222222	5.5954198	19.0	6.4285714		15.529412	13.133803	13.770833	41.4375	12.952381	13.4	3.3888889	11.181818	15.7	5.0967742	15.439024	92.122807	52.257353	13.680851	66.113006	97.6	170.5	97.333333	95.384615	14.125	19.041667	44.0	19.6	26.890625	14.943182	7.0833333	4.3333333	22.0	0.3333333	0.0	0.3333333	6	0.68	2017	"HW"	2018
"2018-KE"	16.605304	18.056	70.647059	89.875	86.511628	111.0	128.0	27.2	19.777778		16.984375	69.588235	45.137748	91.5	135.33333	51.259615	19.2	22.658537	28.666667	24.335329	22.130568	67.115385	48.333333	19.65625	44.319149	79.571429	105.86667	93.25	45.672727	196.5	88.66055	55.0	17.888889	25.992188	29.448276	53.5	86.420213	49.055556	78.166667	27.653846	5.0					17.586207							15.625	95.170124	121.33333	36.862069	85.641176	21.5	123.07692	105.09091		61.460317	114.0	87.954545	17.978261	52.836364	21.333333	102.5		99.451613	93.954357	86.666667	30.0	17.794444	121.88889	96.711864	78.928571	92.445455	32.7	60.382353	52.430108	86.2	23.236025	80.912593	209.8	250.33333	218.0	88.304348	64.333333	20.871795	60.571429	17.64	25.960227	77.90099	90.4	25.5	14.615385	0.2666667	0.0	0.3333333	15	0.67	2017	"KE"	2018
"2018-KW"	24.793177	32.0	105.67857	88.551724	62.75	51.727273	60.608696	37.2	32.641026		33.641791	50.852941	17.528736	17.0	59.541667	75.554054	35.444444	26.936		36.094118	11.593617	109.91304	16.6	32.660377	29.457143	60.666667	101.625	43.416667	86.131068	46.230769	77.528384	113.0	82.333333	38.064	26.769231		90.563953	117.0	70.3125	19.2	31.909091	61.0			179.0	23.896552							40.142857	66.592334	196.25	16.0	117.47059	35.529412	78.346154	66.5	85.5	73.175258	39.833333	47.75	34.35	33.575581	16.25	76.176471		70.078947	60.024691	62.6	34.136364	26.459215	47.0	25.627119	64.486486	48.974138	37.611111	39.196721	35.52439	121.41126	24.037037	114.6732	45.837838	165.0	22.166667	86.294118	69.357143	25.116592	73.44898	40.785714	35.943231	58.59375	20.6	35.0	24.730769	0.3076923	0.0	0.7692308	13	0.66	2017	"KW"	2018
"2018-L"	15.368421	147.32584	205.66667	164.27273	183.03704	216.5	189.04545	38.0	168.95238		107.04348	239.40909	66.983607	230.5	134.94444	118.97826	139.10714	136.81667	93.0	151.46512	146.0824	162.16667	137.6	153.2449	78.45	208.0	241.75	246.8	129.25472		213.89855	268.8	155.625	158.92308	219.0	54.0	222.07143	39.0	190.40909	24.090909	52.666667					160.6875							118.0625	163.19938	84.0	199.81373		123.31579	120.5	258.33333		144.07895	237.0	176.53571	127.16667	184.18667	107.28571	156.0		153.65306	155.53211	185.02857	40.608696	169.2449		170.2	220.56	141.52113	154.0	164.21429	176.41379	172.76471	147.8642	188.62871		289.66667		174.17647	153.71429	170.22222	208.44444	160.25	178.02	202.0	167.14286	178.42857	159.6	0.4375	0.0	0.375	16	0.29	2017	"L"	2018
"2018-ME"	4.8351648	121.72549	168.0	12.714286	22.225806	14.875	16.352941	62.0	49.92		147.36765	16.529412	14.139601	16.0	11.111111	13.017544	40.259259	44.095238	68.0	43.009615	54.218274	69.0	29.0	98.142349	29.333333	10.0	12.777778	14.727273	13.991228	50.153846	15.814433	13.117647	37.0	44.75	52.4375	9.8333333	16.768421	11.928571	22.538462	23.6	46.0					81.0	63.0						131.57895	15.484277	43.0	9.4210526	114.0	55.6875	8.7777778	21.5	17.8	15.735849	15.666667	17.119048	35.777778	40.895833	46.571429	13.2		16.90625	16.255102	13.482759	19.25	106.64074	8.0	51.849057	20.208333	18.627119	37.322581	93.6875	11.245283	108.59459	43.297297	121.5086	39.72973	72.5	25.8	70.666667	91.333333	137.43662	61.333333	155.18519	63.684211	38.622222	56.0	45.4	67.5	0.4	0.0	0.7333333	15	0.05	2017	"ME"	2018
"2018-MW"	17.604278	78.576923	83.125	26.0	26.661017	15.428571	24.791667	23.6	27.307692		96.375	31.7	10.626866		28.444444	8.7205882	24.625	31.763158	16.5	27.41573	34.042735	61.0	38.0	69.274286	57.096774	34.642857	34.571429	27.0	9.1138211	7.0	49.857143	38.125	35.7	33.381818	94.466667	3.0	26.073171	5.25	19.444444	14.8						65.25							67.428571	22.813333	37.0	111.33333	61.617647	39.142857	18.466667	196.0	22.0	6.7692308		59.7	28.4375	35.098039	65.25	24.625		23.73913	26.53125	54.307692	17.375	76.112903	26.666667	22.209302	48.571429	36.643836	25.3	17.514286	77.295775	64.75	16.524823	63.961853	33.894737	23.0	26.5	63.0	15.888889	54.515625	16.888889	57.636364	79.225806	21.458333	13.333333	39.75	54.8	0.4285714	0.0	0.0	7	0.33	2017	"MW"	2018
"2018-N"	20.827451	7.1090909	74.444444	8.7142857	18.0	13.444444	22.6875	4.0	4.3137255		16.837209	21.552632	8.5992268	69.0	9.3125	12.298507	3.4761905	4.3246753	2.3333333	4.7056452	4.7493976	82.272727	26.8	7.6612903	12.22807	3.25	12.0	13.5	12.115646	4.1818182	16.975728	15.222222	6.25	5.1549296	7.75	10.0	20.945783	8.7142857	21.214286	2.75	4.0					6.3333333							11.8	18.059113	126.0	20.0	72.924528	5.8235294	13.1	34.5	6.0	16.540541	57.833333	18.028571	6.0909091	6.5925926	11.5	8.1428571		16.72973	15.031915	16.561644	6.4	10.360465	14.833333	3.7368421	18.833333	18.280374	4.2631579	6.71875	26.718447	67.317757	6.6748466	68.419501	11.903614	24.5	3.2833333	71.307692	4.6666667	8.4482759	14.611111	8.2272727	12.897196	16.133333	6.5	5.2	8.5	0.1818182	0.0	0.5454546	11	0.52	2017	"N"	2018
